a^3^1^1_1_(sigma,mu)
-0.03893797924001784951501957883	(1,1)
-0.03893797923999645609682302877	(1,2)
-0.03893797923985219263686223273	(1,3)
-0.03893797923938766294637954982	(1,4)
-0.03893797923832041022439578485	(1,5)
-0.03893797923629857886436125842	(1,6)
-0.03893797923292065827501569259	(1,7)
-0.03893797922775839797994985859	(1,8)
-0.03893797922038183369213656561	(1,9)
-0.03893797921038526147624856726	(1,10)
-0.03893797919741294610931705624	(1,11)
-0.03893797918118335266295263166	(1,12)
-0.03893797916151074712590943821	(1,13)
-0.03893797913832312016677141965	(1,14)
-0.03893797911167554324398589172	(1,15)
-0.03893797908175826148666012835	(1,16)
-0.03893797904889905461098324654	(1,17)
-0.03893797901355964572479825979	(1,18)
-0.03893797897632619736349805676	(1,19)
-0.03893797893789419316028164874	(1,20)
-0.0389379788990482508538044854	(1,21)
-0.0389379788606376370471917076	(1,22)
-0.03893797882354844639844052719	(1,23)
-0.03893797878867355929210349378	(1,24)
-0.03893797875688159583889992313	(1,25)
-0.03893797872898613566352288243	(1,26)
-0.03893797870571647003056893224	(1,27)
-0.0389379786876910954558562995	(1,28)
-0.03893797867539504845920890704	(1,29)
-0.03893797866916202420713602667	(1,30)
-0.03915507448988872114833317817	(2,1)
-0.03915507448814558544036981047	(2,2)
-0.03915507447639099876502447605	(2,3)
-0.03915507443854111968669373454	(2,4)
-0.0391550743515813679384034404	(2,5)
-0.03915507418684254804833352107	(2,6)
-0.03915507391160957511643604483	(2,7)
-0.03915507349098859593122064114	(2,8)
-0.03915507288994611189929469209	(2,9)
-0.0391550720754253518960474179	(2,10)
-0.03915507101844098762286753262	(2,11)
-0.03915506969605352149519491164	(2,12)
-0.03915506809312930484406833251	(2,13)
-0.03915506620380096692345482201	(2,14)
-0.03915506403255567325145113871	(2,15)
-0.03915506159489453782323971484	(2,16)
-0.03915505891752499650635806738	(2,17)
-0.03915505603806820355819205243	(2,18)
-0.03915505300428465623216364981	(2,19)
-0.03915504987284236043533845622	(2,20)
-0.03915504670767200031419387887	(2,21)
-0.03915504357797188414104146531	(2,22)
-0.03915504055594110490621372667	(2,23)
-0.03915503771433168796198869142	(2,24)
-0.03915503512391895584104269561	(2,25)
-0.0391550328509935463063460873	(2,26)
-0.03915503095497828298741944984	(2,27)
-0.03915502948626842113480903584	(2,28)
-0.03915502848438486988864118875	(2,29)
-0.03915502797651720765345946441	(2,30)
-0.03960690407439560856504540387	(3,1)
-0.03960690406078735263759406704	(3,2)
-0.03960690396902202261285584425	(3,3)
-0.03960690367353680321900514788	(3,4)
-0.03960690299466221938772097981	(3,5)
-0.03960690170858455828247841653	(3,6)
-0.03960689955990485970210729829	(3,7)
-0.03960689627621516407057673148	(3,8)
-0.03960689158401756264755679268	(3,9)
-0.03960688522524633518406591362	(3,10)
-0.03960687697362101109658179229	(3,11)
-0.03960686665006003741961732522	(3,12)
-0.0396068541364208614748241863	(3,13)
-0.03960683938690111451200416873	(3,14)
-0.03960682243653425147715109786	(3,15)
-0.03960680340633718813792495207	(3,16)
