ldd132_(sigma,mu)
-0.0000285709208719250019667176	(1,1)
-0.00025665903129273574709773567	(1,2)
-0.00071015912432660924662239648	(1,3)
-0.00138316265653197810973388637	(1,4)
-0.00226550586312103867263127595	(1,5)
-0.0033414496483000630237828685	(1,6)
-0.00458829125568718657213368826	(1,7)
-0.005975169898510377927685564	(1,8)
-0.00746233046089077580871306352	(1,9)
-0.00900107905010546998007998817	(1,10)
-0.01053460392438019027945991843	(1,11)
-0.0119997507171090287283000482	(1,12)
-0.01332974020687632204602144215	(1,13)
-0.01445771031798999085108471251	(1,14)
-0.01532086263742948438105560022	(1,15)
-0.0158649083344515948349509072	(1,16)
-0.01604844847602197784682742192	(1,17)
-0.01584689654549547540976736548	(1,18)
-0.01525556062425845350180686467	(1,19)
-0.01429154977845541837729887162	(1,20)
-0.01299425063378343284520627519	(1,21)
-0.01142422941873485874481456577	(1,22)
-0.0096605425506474807512127663	(1,23)
-0.0077965737692073367388962457	(1,24)
-0.00593464558987170940658026072	(1,25)
-0.004179765381947707394165722	(1,26)
-0.0026329509796831289659788416	(1,27)
-0.0013846291292653359224597231	(1,28)
-0.0005086072028357509921514412	(1,29)
-0.00005708314752516841036011	(1,30)
-0.00002872796651487888967952531	(2,1)
-0.00025806980773503690976714586	(2,2)
-0.00071406265219386952200161599	(2,3)
-0.00139076547732162246683766899	(2,4)
-0.00227795864630148124202452606	(2,5)
-0.00335981653978043426197080916	(2,6)
-0.00461351159273726514720447569	(2,7)
-0.00600801335805301321046115325	(2,8)
-0.00750334816062422915643652873	(2,9)
-0.00905055440764609959620032802	(2,10)
-0.01059250803385971433068040725	(2,11)
-0.01206570749136969382337879338	(2,12)
-0.0134030064681069405367001133	(2,13)
-0.01453717536790787552382522503	(2,14)
-0.01540507062846224454256616719	(2,15)
-0.01595210508405403686081773739	(2,16)
-0.01613665235791861776467551763	(2,17)
-0.01593399093454549193353872308	(2,18)
-0.01533940326872329853209395153	(2,19)
-0.01437009263071765354458985692	(2,20)
-0.01306566227687814424801030535	(2,21)
-0.01148701143422759100683600562	(2,22)
-0.0097136310845134582144872759	(2,23)
-0.00783941820489759531015296639	(2,24)
-0.00596725760251714540673947251	(2,25)
-0.004202733629249945688598373	(2,26)
-0.0026474191295830055594918913	(2,27)
-0.0013922376329543308975846051	(2,28)
-0.0005114019676883774288490984	(2,29)
-0.000057396814752430017675474	(2,30)
-0.00002904440852455673020334712	(3,1)
-0.00026091247761734745339619523	(3,2)
-0.00072192813573326942468938499	(3,3)
-0.00140608490767100778145176873	(3,4)
-0.00230305055202018502281169211	(3,5)
-0.00339682505518357454591036857	(3,6)
-0.00466432927541823325623448137	(3,7)
-0.00607419076726190654123045517	(3,8)
-0.00758599528092131113524068412	(3,9)
-0.00915024159649198951347333439	(3,10)
-0.01070917609670642111834978569	(3,11)
-0.01219859747224440800404736463	(3,12)
-0.01355061960859778831627357369	(3,13)
-0.01469727236735194218151012373	(3,14)
-0.01557471689111441112507423351	(3,15)
-0.01612776524438660070045177795	(3,16)
