mdd12_(sigma,mu)
1.149769448926119e-6	(1,1)
0.00001032902777303306	(1,2)
0.00002858702477529065	(1,3)
0.00005572398852456396	(1,4)
0.0000914433919156608	(1,5)
0.0001353556073722662	(1,6)
0.0001869826182517829	(1,7)
0.0002457636653171142	(1,8)
0.0003110616952486853	(1,9)
0.000382170476559245	(1,10)
0.0004583222558905173	(1,11)
0.0005386958430366119	(1,12)
0.0006224250339024465	(1,13)
0.0007086073041695547	(1,14)
0.0007963127296497089	(1,15)
0.000884593109154242	(1,16)
0.000972491279551009	(1,17)
0.001059050618516247	(1,18)
0.001143324727162113	(1,19)
0.001224387272064125	(1,20)
0.001301341945078917	(1,21)
0.001373332471541722	(1,22)
0.001439552565572876	(1,23)
0.00149925569846958	(1,24)
0.001551764515939113	(1,25)
0.001596479715599898	(1,26)
0.001632888180698665	(1,27)
0.001660570161636627	(1,28)
0.00167920530501388	(1,29)
0.001688577350768582	(1,30)
0.000010184906619836063788	(2,1)
0.00009149676286747898242	(2,2)
0.00025323003902015397889	(2,3)
0.00049361505082584912521	(2,4)
0.0008100249157091688606	(2,5)
0.0011990078353980491857	(2,6)
0.0016563287328895953682	(2,7)
0.0021770191834570522501	(2,8)
0.002755434478625101221	(2,9)
0.0033853166458116248372	(2,10)
0.0040598623099051170616	(2,11)
0.0047717944136913369563	(2,12)
0.005513436992348413916	(2,13)
0.006276792399073443924	(2,14)
0.007053620577910935199	(2,15)
0.007835520150098228334	(2,16)
0.008614011198922745563	(2,17)
0.009380619687905804073	(2,18)
0.010126963418156595498	(2,19)
0.010844839321551586934	(2,20)
0.011526311704377001242	(2,21)
0.012163800816867494705	(2,22)
0.012750170850197796918	(2,23)
0.013278816181247730291	(2,24)
0.013743744426397323789	(2,25)
0.014139654657639748784	(2,26)
0.014462009002920739425	(2,27)
0.01470709581736269423	(2,28)
0.014872082684495719718	(2,29)
0.014955057689165210554	(2,30)
0.0000274076421638556642697	(3,1)
0.000246218310683039279442	(3,2)
0.000681443417931393164981	(3,3)
0.001328320413069553976334	(3,4)
0.002179779391737907565651	(3,5)
0.00322652949009885865575	(3,6)
0.00445717041928613570586	(3,7)
0.00585832637682563601982	(3,8)
0.00741479930112246377103	(3,9)
0.00910973838117943917128	(3,10)
0.01092482288437990812698	(3,11)
0.01284045568809490263846	(3,12)
0.01483596534662416192813	(3,13)
0.01688981503205052227181	(3,14)
0.01897981718869560006755	(3,15)
0.0210833531698598339779	(3,16)
0.02317759742424138286231	(3,17)
0.02523974592377256398267	(3,18)
0.02724724844933865649113	(3,19)
0.02917804407243819125452	(3,20)
0.0310107987082924418812	(3,21)
0.0327251430092345981103	(3,22)
0.0343019081738962720979	(3,23)
0.0357233565373973585005	(3,24)
0.0369734031556403766403	(3,25)
0.038037824076480163712	(3,26)
0.0389044466667643772877	(3,27)
0.0395633172865998761041	(3,28)
0.0400068418000168159978	(3,29)
0.0402298948903332306571	(3,30)
0.00005122388541511038716445	(4,1)
0.0004601730502234259196665	(4,2)
0.001273592752504187296527	(4,3)
0.002482581104837109056765	(4,4)
0.004073922187629943301041	(4,5)
0.0060302462414783230114	(4,6)
0.008330236760426467314704	(4,7)
0.010948879560735706341018	(4,8)
0.013857748396203681158076	(4,9)
0.017025321562956221790551	(4,10)
0.020417324163816441597445	(4,11)
0.023997091229486287792035	(4,12)
0.027725947635933268016563	(4,13)
0.031563601608744467310843	(4,14)
0.035468549449933347379969	(4,15)
0.03939848984681623556464	(4,16)
0.04331074662594349632639	(4,17)
0.04716269902184750541707	(4,18)
0.05091221839726793347707	(4,19)
0.05451810987276692163342	(4,20)
0.05794055653225484914913	(4,21)
0.06114156283606901266347	(4,22)
0.06408539269397171288794	(4,23)
0.06673899644655928633342	(4,24)
0.06907241990427777054734	(4,25)
0.07105918772472444303521	(4,26)
0.0726766528821739374119	(4,27)
0.07390630388314325989381	(4,28)
0.07473402175833617594283	(4,29)
0.07515027972420167493001	(4,30)
0.00007947730722176378105044	(5,1)
0.00071398945504654963093347	(5,2)
