kdd1122_(sigma,mu)
-1.4381788189864373341831960076	(1,1)
-1.4381246051969607456130029948	(1,2)
-1.4377590230139375774603353877	(1,3)
-1.4365818539927907390887657736	(1,4)
-1.4338773711030205193849621777	(1,5)
-1.4287541276362843860520189463	(1,6)
-1.4201951881063672599686882008	(1,7)
-1.4071165148224633360176485637	(1,8)
-1.3884308177518364687371804077	(1,9)
-1.3631138792794737400018576668	(1,10)
-1.3302701985328545938965655873	(1,11)
-1.2891947767549782072823007245	(1,12)
-1.2394279941501198813740293763	(1,13)
-1.1808008099810748813861130222	(1,14)
-1.1134679424467371636916267826	(1,15)
-1.0379272343104919388415786365	(1,16)
-0.9550240566181630861586052273	(1,17)
-0.8659403109786696823777496139	(1,18)
-0.7721683207989291385701126352	(1,19)
-0.6754706119705161327289089769	(1,20)
-0.5778272340477745299143968487	(1,21)
-0.4813728293087623141599363957	(1,22)
-0.3883260924358787199918965072	(1,23)
-0.30091456064971727582557839756	(1,24)
-0.22129782595035934677079782367	(1,25)
-0.15149227034542234087861026161	(1,26)
-0.09330030244428375320607719073	(1,27)
-0.04824683639145934459848350448	(1,28)
-0.01752542198119321364392493615	(1,29)
-0.00195602897568505729576618961	(1,30)
-1.43817863587373444307270558	(2,1)
-1.4381244178525063949572800375	(2,2)
-1.4377588071415545383019812708	(2,3)
-1.4365815463582265717421834832	(2,4)
-1.4338768532122857534404129458	(2,5)
-1.4287532135954392057257471417	(2,6)
-1.4201936185300941360497912207	(2,7)
-1.4071139587132164549833921508	(2,8)
-1.3884268840026640859425890987	(2,9)
-1.3631081387732524725652708046	(2,10)
-1.3302622167109985951935771908	(2,11)
-1.2891841550977218907235594784	(2,12)
-1.2394144174280118619486362518	(2,13)
-1.1807840946517505367527143694	(2,14)
-1.1134480804601123839146406689	(2,15)
-1.0379044261074349984691430194	(2,16)
-0.9549987274509580766157932677	(2,17)
-0.8659131059228245405274196719	(2,18)
-0.7721400759038640414213716677	(2,19)
-0.6754423017081302927098041764	(2,20)
-0.5777998982374237761600651674	(2,21)
-0.4813474856191957182797168167	(2,22)
-0.388303642961607113562671204	(2,23)
-0.30089570254713601249710839485	(2,24)
-0.22128297641978483752242238443	(2,25)
-0.15148151523610844585899655704	(2,26)
-0.09329337549953843423438528539	(2,27)
-0.04824313288106819610145133346	(2,28)
-0.01752404658290951163460776652	(2,29)
-0.00195587376186020621831059185	(2,30)
-1.4376488996014007065856545259	(3,1)
-1.437594693101600508911172057	(3,2)
-1.4372291600999764747551642798	(3,3)
-1.4360521497334082407288573168	(3,4)
-1.4333480330275671490705182495	(3,5)
-1.4282254896740709824100819514	(3,6)
-1.4196677385446628983972770562	(3,7)
-1.4065909266283527950772340774	(3,8)
-1.3879079841945109793302371743	(3,9)
-1.3625949568534601262073500406	(3,10)
-1.3297566570531935928704672001	(3,11)
-1.2886884533829308023252450091	(3,12)
-1.2389311444945924877789013918	(3,13)
-1.1803161459937550421691533306	(3,14)
-1.1129986443662934737191866827	(3,15)
-1.0374769231399040729803730382	(3,16)
-0.9545967150678696876909919037	(3,17)
-0.8655401446836143649088747125	(3,18)
-0.7717995577287871388200514455	(3,19)
-0.6751372456987317178030847422	(3,20)
-0.5775327249748691910640915649	(3,21)
-0.4811197858696035952188380173	(3,22)
-0.3881159605239566404363310667	(3,23)
-0.30074735286520535750081637739	(3,24)
-0.22117192204384274521536970111	(3,25)
-0.15140431606955834619245004691	(3,26)
-0.09324522616603584918166928187	(3,27)
-0.04821799202086109720211448962	(3,28)
-0.01751485425433762004277109221	(3,29)
-0.0019548443998156161981934756	(3,30)
-1.4356212139011579679547546667	(4,1)
-1.4355670712569399671244478219	(4,2)
-1.4352019688798140628741345471	(4,3)
-1.4340263454062496731820872387	(4,4)
-1.4313254166819906079877384825	(4,5)
-1.4262089188654524828875588253	(4,6)
-1.4176612860912454221852536295	(4,7)
-1.4045999807639144279700194764	(4,8)
-1.3859392872827502595157167687	(4,9)
-1.3606565820630867510478737324	(4,10)
-1.3278579235779011141208523285	(4,11)
-1.2868397810253021653458189547	(4,12)
-1.2371438480362156464691397685	(4,13)
-1.1786021692671119648293537453	(4,14)
-1.1113702339489604409190856371	(4,15)
-1.0359462426985000094060157324	(4,16)
-0.9531754040110631351140297765	(4,17)
-0.8642388290815755333171902523	(4,18)
-0.7706273272096333906815297501	(4,19)
-0.674101116666985280821314609	(4,20)
-0.5766371171322398480994710887	(4,21)
-0.4803660445841743255162880212	(4,22)
-0.3875019609912489355455016178	(4,23)
-0.30026722228734733788466837231	(4,24)
-0.2208159125986473014793579175	(4,25)
-0.15115885408322379790675499257	(4,26)
-0.0930931520001299427704223301	(4,27)
-0.04813899161193645201150991191	(4,28)
-0.01748606830746253222324686018	(4,29)
-0.00195162651126451373864227621	(4,30)
-1.4308610106912414834068303112	(5,1)
-1.4308070309146177345662959594	(5,2)
-1.4304430268416942313565025933	(5,3)
-1.4292709402710873234079030512	(5,4)
-1.4265781395905512747286482537	(5,5)
-1.4214770475511040966814066849	(5,6)
-1.4129551763439492652023364865	(5,7)
-1.3999332958293325127425741678	(5,8)
-1.3813290535785937797192263649	(5,9)
-1.3561230668265989439467667429	(5,10)
-1.3234243362043297166287409754	(5,11)
-1.2825318047851701332657909285	(5,12)
-1.2329890127674465575715005234	(5,13)
-1.1746290789918299091832615886	(5,14)
-1.1076076667740727466044641075	(5,15)
-1.0324221444201212401653358153	(5,16)
-0.949915801972213784450715994	(5,17)
-0.861266699127599640273401903	(5,18)
-0.7679614537380874979528233506	(5,19)
-0.671754993052902635330287097	(5,20)
-0.574617940153658833667994654	(5,21)
-0.4786738606040537924712481668	(5,22)
-0.3861290222981083939195094271	(5,23)
-0.29919760811072710604505251672	(5,24)
-0.22002546028517159147432644233	(5,25)
-0.15061543172955709642020978586	(5,26)
-0.0927572851519250074068526888	(5,27)
-0.04796483477225549123175652323	(5,28)
-0.01742268881061832050515480732	(5,29)
-0.00194454599356399509927625721	(5,30)
-1.4221031308833901704913847286	(6,1)
-1.4220494608706212141204406386	(6,2)
-1.4216875456811419806723211951	(6,3)
-1.420522185750520426685408011	(6,4)
-1.4178448418672968687396854205	(6,5)
-1.4127730407692821340990387889	(6,6)
-1.4043001334335802755652697566	(6,7)
-1.3913531460921679509627332635	(6,8)
-1.3728560577381888672206137055	(6,9)
-1.3477955391502479952529443232	(6,10)
-1.3152860172379190854036501941	(6,11)
-1.2746309007253613798479281865	(6,12)
-1.2253769284644862372467661017	(6,13)
-1.167358881293628762775044263	(6,14)
-1.1007323238472264013007149464	(6,15)
-1.0259925952966581012556246318	(6,16)
-0.9439789191888189923068097433	(6,17)
-0.8558632159427733960192188672	(6,18)
-0.763123935611071184958936676	(6,19)
-0.6675059399967936353702055792	(6,20)
-0.5709681110384620695361670934	(6,21)
-0.4756209111103939508821416339	(6,22)
-0.3836565436889079760101516984	(6,23)
-0.29727464328587020433865563142	(6,24)
-0.21860655625123384271867705555	(6,25)
-0.14964126391869486878164187189	(6,26)
-0.09215586003695039303302257983	(6,27)
-0.04765324480099135084475901156	(6,28)
-0.01730936029593213171974538026	(6,29)
-0.00193188908373261041062318143	(6,30)
-1.4083140566774745306189821925	(7,1)
-1.4082608824690845957486184466	(7,2)
-1.4079023107051307084285598578	(7,3)
-1.4067477171035420073307727695	(7,4)
-1.4040951114658411428020846357	(7,5)
-1.3990701854708365386801513289	(7,6)
-1.3906756236155557430374498987	(7,7)
-1.3778484395622201050137613528	(7,8)
-1.3595226959504914583216633181	(7,9)
-1.334694667508257785788506862	(7,10)
-1.3024873353010648364720902479	(7,11)
-1.2622110705230265078052671224	(7,12)
-1.2134174894111943323066715516	(7,13)
-1.1559437383345408602152692931	(7,14)
-1.0899448916359742338865083174	(7,15)
-1.0159126956818604014003006251	(7,16)
-0.9346795422003279986702663289	(7,17)
-0.8474072656709261883334715347	(7,18)
-0.7555610913156523804368290925	(7,19)
-0.660869768517264894019542867	(7,20)
-0.565273567841821084845117657	(7,21)
-0.4708623627198001251900353107	(7,22)
-0.3798064325225919348671690475	(7,23)
-0.2942828962438681921561836189	(7,24)
-0.21640081052084383853532283158	(7,25)
-0.14812794808141458514977123085	(7,26)
-0.09122212723173654003173982567	(7,27)
-0.04716970988776309889628668156	(7,28)
-0.0171335478120263265687181452	(7,29)
-0.0019122568169988630247627944	(7,30)
-1.388929724955990058552063142	(8,1)
-1.3888772539129376902562026823	(8,2)
-1.388523423887485435821025374	(8,3)
-1.3873840992427718541750527061	(8,4)
-1.384766576868520950462755984	(8,5)
-1.379808124885549582988389482	(8,6)
-1.3715246558932490858311110699	(8,7)
-1.3588673281860884498215610892	(8,8)
-1.3407844675420867753251215719	(8,9)
-1.3162859052793066782251873099	(8,10)
-1.2845066558126939402694988008	(8,11)
-1.2447668256679596059032009681	(8,12)
-1.1966247663636090828886190136	(8,13)
-1.1399207578709517845692847037	(8,14)
-1.0748089295858665609206719464	(8,15)
-1.0017756733135379640279620105	(8,16)
-0.9216434490060843707154511989	(8,17)
-0.8355595919590265119068042321	(8,18)
-0.7449704575649289757520718141	(8,19)
-0.6515819425631860926807099164	(8,20)
-0.5573080583405029579298084716	(8,21)
-0.4642097666178956529546240896	(8,22)
-0.3744266942950338379194520356	(8,23)
-0.29010460680260511026476940721	(8,24)
-0.21332163407679679902549876189	(8,25)
-0.14601621695823561587109889278	(8,26)
-0.08991958982273378467803459901	(8,27)
-0.04649535872017255494552946083	(8,28)
-0.0168883968786270557381413189	(8,29)
-0.00188488418264454449276781465	(8,30)
-1.3640137539750006676393550115	(9,1)
-1.363962190834309556358675723	(9,2)
-1.3636144831666947641088046504	(9,3)
-1.3624948731388026249247293373	(9,4)
-1.3599226481961862045466940545	(9,5)
-1.3550500213769857560160842117	(9,6)
-1.346909979069705435993661741	(9,7)
-1.3344719296505447881518591549	(9,8)
-1.3167025902624803062312844334	(9,9)
-1.2926292541815320118034015435	(9,10)
-1.2614024085491624717531402631	(9,11)
-1.2223546389292172612641998384	(9,12)
-1.1750528742462507741036610037	(9,13)
-1.1193412957945620297108201968	(9,14)
-1.0553726496284210981777552125	(9,15)
-0.9836262443541869151170557944	(9,16)
-0.9049115574425577324944925255	(9,17)
-0.8203570755078908021069422982	(9,18)
-0.7313847149385803804816409189	(9,19)
-0.6396708645026368117033802276	(9,20)
-0.5470957192063760695251381638	(9,21)
-0.4556830991432197565466883304	(9,22)
-0.3675333421147790492880155189	(9,23)
-0.28475210953959743063303278776	(9,24)
-0.20937804852261211897890557534	(9,25)
-0.14331221677836031494845903194	(9,26)
-0.08825201793568530619570390354	(9,27)
-0.04563213481069640730863063581	(9,28)
-0.01657461196499534837818724922	(9,29)
-0.00184984972225272751077249975	(9,30)
-1.3342952829128519178038576758	(10,1)
-1.3342448042694703589152699456	(10,2)
-1.33390440980866519365191795	(10,3)
-1.332808349015337447805290887	(10,4)
-1.3302902319250900614353960773	(10,5)
-1.3255201225704260203011596295	(10,6)
-1.3175513998647936353658812432	(10,7)
-1.305375267061071572743425078	(10,8)
-1.2879804004132511758510294713	(10,9)
-1.264414935498281838592490404	(10,10)
-1.2338478169017786714426099456	(10,11)
-1.1956265013351407979889339665	(10,12)
-1.1493281174058398671585660017	(10,13)
-1.0948014503945518924344670827	(10,14)
-1.0321975303914622057016283988	(10,15)
-0.9619871388327494026591298648	(10,16)
-0.8849641831433525899952591165	(10,17)
-0.8022345844630544409333333131	(10,18)
-0.7151910363520501970676894981	(10,19)
-0.6254746782963486974477937487	(10,20)
-0.5349253446625570343328056832	(10,21)
-0.4455225619128363760281421911	(10,22)
-0.3593198485281056308797723467	(10,23)
-0.27837510902121281239593887726	(10,24)
-0.20468000362385961017672271883	(10,25)
-0.14009112779048792484564910724	(10,26)
-0.08626566844492235003889523317	(10,27)
-0.04460394030324999483743318468	(10,28)
-0.01620087097305376484416896717	(10,29)
-0.00180812173408001127677663884	(10,30)
-1.3010772331064260026227283551	(11,1)
-1.30102796526504284787148154	(11,2)
-1.3006957357378841263587441578	(11,3)
-1.2996259668564625232231602717	(11,4)
-1.2971682595245817863831453532	(11,5)
-1.2925126085354912105106640892	(11,6)
-1.2847351623982944067997390996	(11,7)
-1.2728514621473315841206890998	(11,8)
-1.2558747093206383879380508287	(11,9)
-1.2328763239349742477115600829	(11,10)
-1.2030458802893261033804362597	(11,11)
-1.1657474700915200267128604375	(11,12)
