a^3^1^2_3_(sigma,mu)
6.85262350268513016797e-9	(1,1)
6.155866371607723072595e-8	(1,2)
1.7032888536677047082922e-7	(1,3)
3.3174614744665221518504e-7	(1,4)
5.4337271077210343080386e-7	(1,5)
8.014336148533337590616e-7	(1,6)
1.10048369248234862226933e-6	(1,7)
1.43312110481397276482229e-6	(1,8)
1.78981074300157142912567e-6	(1,9)
2.15887356757899668373237e-6	(1,10)
2.52668350477232996311441e-6	(1,11)
2.87809322707049099692657e-6	(1,12)
3.19708599971405102451787e-6	(1,13)
3.46762521564441686295895e-6	(1,14)
3.67464892134947129553194e-6	(1,15)
3.80513615326796080891826e-6	(1,16)
3.84915753929510335376215e-6	(1,17)
3.80081609953678096265531e-6	(1,18)
3.65898649552256175276519e-6	(1,19)
3.42777226961788237768049e-6	(1,20)
3.11662014964603921762056e-6	(1,21)
2.74005670828228238917917e-6	(1,22)
2.31704331766718473660007e-6	(1,23)
1.86997770218756332680865e-6	(1,24)
1.42340151667831755634772e-6	(1,25)
1.00250036772411299704733e-6	(1,26)
6.3150298758921562631516e-7	(1,27)
3.3209787754654030609425e-7	(1,28)
1.2198744705231672501617e-7	(1,29)
1.369116952736731101151e-8	(1,30)
6.164542256823880246384e-8	(2,1)
5.5377474566640603232245e-7	(2,2)
1.53225930278060290026704e-6	(2,3)
2.98435065202022794267353e-6	(2,4)
4.88811916163100633113967e-6	(2,5)
7.20960570088191749575032e-6	(2,6)
9.89982613781841151742025e-6	(2,7)
0.00001289219433120227516199548	(2,8)
0.00001610093347174447467364729	(2,9)
0.00001942098018371893106712502	(2,10)
0.0000227297557890195015328463	(2,11)
0.00002589099659180153248297328	(2,12)
0.00002876061782922456634662165	(2,13)
0.00003119435600592519761552786	(2,14)
0.00003305671554814839893704251	(2,15)
0.0000342305614524013404467591	(2,16)
0.00003462657037677508871210103	(2,17)
0.00003419169396731713091185089	(2,18)
0.00003291580903947538179117364	(2,19)
0.00003083583082292546155334997	(2,20)
0.00002803674119914929940457405	(2,21)
0.00002464921968580549975195434	(2,22)
0.00002084384065452675525152873	(2,23)
0.0000168220913977924158881258	(2,24)
0.00001280474564972991656219248	(2,25)
9.01836996605014342824727e-6	(2,26)
5.68092290851184297655347e-6	(2,27)
2.98751139379260072398096e-6	(2,28)
1.09738394435138320802007e-6	(2,29)
1.2316406146370703100815e-7	(2,30)
1.710787694377538797636e-7	(3,1)
1.53683920166562588383272e-6	(3,2)
4.25233576888620197209178e-6	(3,3)
8.28218886935672352350351e-6	(3,4)
0.00001356553911784627570169846	(3,5)
0.00002000814263609371779569632	(3,6)
0.00002747405785365020917396948	(3,7)
0.00003577849373745272681953844	(3,8)
0.00004468340093695074141262386	(3,9)
0.00005389720570882023284535989	(3,10)
0.00006307972567582310346725079	(3,11)
0.00007185279986408920152307693	(3,12)
0.00007981656263587241511795353	(3,13)
0.00008657065301918342421427137	(3,14)
0.00009173904375648235896461893	(3,15)
0.00009499666302539674350899708	(3,16)
0.00009609562315864874693661092	(3,17)
0.0000948887079268067634709564	(3,18)
0.00009134782777848435594102174	(3,19)
0.00008557543439821541629802597	(3,20)
0.00007780737364160286093662541	(3,21)
0.00006840631039852072608552692	(3,22)
0.00005784562416348427836859792	(3,23)
0.00004668448202841697977037737	(3,24)
0.00003553557281250733013777927	(3,25)
0.00002502765981881093137123573	(3,26)
0.0000157656162378417930840428	(3,27)
8.29089693453160971458356e-6	(3,28)
3.04544298725946337912891e-6	(3,29)
3.418029730312660218141e-7	(3,30)
3.3482371386709333154596e-7	(4,1)
3.00779699498847179239078e-6	(4,2)
8.32238184070826598878974e-6	(4,3)
0.00001620933542133599154293483	(4,4)
0.00002654954705881189955234234	(4,5)
0.00003915856726156529136866921	(4,6)
0.00005377033730216497574569688	(4,7)
0.00007002319199751755423760161	(4,8)
0.0000874512310051640096025252	(4,9)
0.00010548379847594085325333646	(4,10)
0.00012345510470327879290468452	(4,11)
0.00014062503182226863366207558	(4,12)
0.00015621098568895815196390205	(4,13)
0.00016942940707758155598136542	(4,14)
0.00017954436690931357170644426	(4,15)
0.0001859196693663554969592445	(4,16)
0.00018807018489917339582969727	(4,17)
0.00018570781670101614895098647	(4,18)
0.00017877761759737066486265413	(4,19)
0.00016748012637770277548873772	(4,20)
0.00015227694732487589337095126	(4,21)
0.00013387787780765580477013241	(4,22)
0.00011320938654006326757050913	(4,23)
0.00009136582630453067392757778	(4,24)
0.00006954628544610856078104706	(4,25)
0.0000489813008185481009160456	(4,26)
0.00003085464585394978204045089	(4,27)
0.00001622597408729104774934776	(4,28)
5.96018162492491317894049e-6	(4,29)
6.6893625474054332631731e-7	(4,30)
5.5226416093188721057221e-7	(5,1)
4.96111359852419002635887e-6	(5,2)
0.00001372708369877809528422672	(5,3)
0.0000267359630307468374126567	(5,4)
0.00004379128514351815367837232	(5,5)
0.00006458880893098703224555948	(5,6)
0.00008868968039919136874618566	(5,7)
0.00011549734440366636807171207	(5,8)
0.00014424331233860195783937041	(5,9)
0.00017398630538393829643267768	(5,10)
0.0002036281279133467492130893	(5,11)
0.00023194798980365693263663491	(5,12)
0.00025765504977958372527623223	(5,13)
0.00027945689137256231609837658	(5,14)
0.00029613968250447200482427334	(5,15)
0.00030665411870778707570363791	(5,16)
0.00031020009247872141277209673	(5,17)
0.00030630250647336510398796035	(5,18)
0.0002948708359854805285336453	(5,19)
0.00027623595765559087958050041	(5,20)
0.00025115933700810710508914058	(5,21)
0.0002208117812032878644265249	(5,22)
0.00018672143411367129678612838	(5,23)
0.00015069329871302409787383687	(5,24)
0.00011470507903408287371359928	(5,25)
0.00008078630738116532546834554	(5,26)
0.00005088935568059313396720306	(5,27)
0.00002676186316180725660151841	(5,28)
9.83024865735305183484042e-6	(5,29)
1.10328943781630925418523e-6	(5,30)
8.2221010113129523145547e-7	(6,1)
7.38609887210102459526119e-6	(6,2)
0.00002043686210643118851754815	(6,3)
0.00003980445891541276468733132	(6,4)
0.00006519638126718481185894081	(6,5)
0.0000961596559846418985037058	(6,6)
0.00013204088373507330949138331	(6,7)
0.00017195186241672264613126419	(6,8)
0.00021474839818830912628807801	(6,9)
0.00025902903424540204951843917	(6,10)
0.00030315869246866519915510105	(6,11)
0.00034531978668771688772280594	(6,12)
0.00038359046700235712434612265	(6,13)
0.0004160465855898628963192237	(6,14)
0.00044088105451328612686307031	(6,15)
0.00045653180757676849576941236	(6,16)
0.00046180785531491377723215707	(6,17)
0.0004560021421620784245088086	(6,18)
0.00043898019640635303315972624	(6,19)
