c^3_3_(sigma,mu)
0.e-27	(1,1)
0.e-27	(1,2)
0.e-27	(1,3)
0.e-27	(1,4)
0.e-27	(1,5)
0.e-27	(1,6)
0.e-27	(1,7)
0.e-27	(1,8)
0.e-27	(1,9)
0.e-27	(1,10)
0.e-27	(1,11)
0.e-27	(1,12)
0.e-27	(1,13)
0.e-27	(1,14)
0.e-27	(1,15)
0.e-26	(1,16)
0.e-26	(1,17)
0.e-26	(1,18)
0.e-26	(1,19)
0.e-26	(1,20)
0.e-26	(1,21)
0.e-26	(1,22)
0.e-26	(1,23)
0.e-26	(1,24)
0.e-25	(1,25)
0.e-25	(1,26)
0.e-25	(1,27)
0.e-24	(1,28)
0.e-24	(1,29)
0.e-22	(1,30)
0.e-27	(2,1)
0.e-27	(2,2)
0.e-27	(2,3)
0.e-27	(2,4)
0.e-27	(2,5)
0.e-27	(2,6)
0.e-27	(2,7)
0.e-27	(2,8)
0.e-27	(2,9)
0.e-27	(2,10)
0.e-27	(2,11)
0.e-27	(2,12)
0.e-27	(2,13)
0.e-27	(2,14)
0.e-27	(2,15)
0.e-26	(2,16)
0.e-26	(2,17)
0.e-26	(2,18)
0.e-26	(2,19)
0.e-26	(2,20)
0.e-26	(2,21)
0.e-26	(2,22)
0.e-26	(2,23)
0.e-26	(2,24)
0.e-25	(2,25)
0.e-25	(2,26)
0.e-25	(2,27)
0.e-24	(2,28)
0.e-24	(2,29)
0.e-22	(2,30)
0.e-27	(3,1)
0.e-27	(3,2)
0.e-27	(3,3)
0.e-27	(3,4)
0.e-27	(3,5)
0.e-27	(3,6)
0.e-27	(3,7)
0.e-27	(3,8)
0.e-27	(3,9)
0.e-27	(3,10)
0.e-27	(3,11)
0.e-27	(3,12)
0.e-27	(3,13)
0.e-27	(3,14)
0.e-27	(3,15)
0.e-26	(3,16)
0.e-26	(3,17)
0.e-26	(3,18)
0.e-26	(3,19)
0.e-26	(3,20)
0.e-26	(3,21)
0.e-26	(3,22)
0.e-26	(3,23)
0.e-26	(3,24)
0.e-25	(3,25)
0.e-25	(3,26)
0.e-25	(3,27)
0.e-24	(3,28)
0.e-24	(3,29)
0.e-22	(3,30)
0.e-27	(4,1)
0.e-27	(4,2)
0.e-27	(4,3)
0.e-27	(4,4)
0.e-27	(4,5)
0.e-27	(4,6)
0.e-27	(4,7)
0.e-27	(4,8)
0.e-27	(4,9)
0.e-27	(4,10)
0.e-27	(4,11)
0.e-27	(4,12)
0.e-27	(4,13)
0.e-27	(4,14)
0.e-27	(4,15)
