ldd111_(sigma,mu)
0.05409661974577493005410567	(1,1)
0.05409427980274144595450312	(1,2)
0.05407850073111347312854542	(1,3)
0.05402769197289457580723391	(1,4)
0.05391095931495125196075438	(1,5)
0.05368981792706454195969816	(1,6)
0.05332035187770643061964424	(1,7)
0.05275572051427183729596387	(1,8)
0.05194889573515582199962619	(1,9)
0.05085550296075041989592592	(1,10)
0.04943663303190082643256859	(1,11)
0.04766149258288077839349491	(1,12)
0.04550976664803338846805377	(1,13)
0.04297357910466301955191996	(1,14)
0.04005895351997589101718381	(1,15)
0.03678669832208803786303305	(1,16)
0.03319266502644052921931722	(1,17)
0.02932735543882671886560032	(1,18)
0.02525488213862350434467721	(1,19)
0.0210513148810521634717746	(1,20)
0.0168024726062152428288495	(1,21)
0.0126012453207878860134353	(1,22)
0.00854455114758413522709017	(1,23)
0.00473005039440160454675305	(1,24)
0.00125274984629054237647458	(1,25)
-0.00179836386950670739545848	(1,26)
-0.00434352331524239389566698	(1,27)
-0.00631507941896545047573938	(1,28)
-0.00765998051932499753590968	(1,29)
-0.0083417281648289354458811	(1,30)
-0.0119367247792781012139605	(2,1)
-0.01193907184836899666459303	(2,2)
-0.01195489897353787405242111	(2,3)
-0.01200586246449642821922468	(2,4)
-0.0121229506188513860445762	(2,5)
-0.01234476546593821386483504	(2,6)
-0.01271535667202219838832919	(2,7)
-0.01328170752323129789028728	(2,8)
-0.01409098931208093582295419	(2,9)
-0.01518771170838160447362836	(2,10)
-0.01661090229130916359033103	(2,11)
-0.01839144810030504511268179	(2,12)
-0.02054972583165397874381934	(2,13)
-0.02309363542799368840578468	(2,14)
-0.02601713479074183972061483	(2,15)
-0.02929935192750268753983186	(2,16)
-0.03290432595875106007327307	(2,17)
-0.03678140113445703997285559	(2,18)
-0.04086626954159850403450326	(2,19)
-0.04508262976132080787890832	(2,20)
-0.04934440160291253251414418	(2,21)
-0.05355841238894561158951836	(2,22)
-0.05762744917318382450938576	(2,23)
-0.06145355466732867109180156	(2,24)
-0.06494143326672887497294533	(2,25)
-0.06800182790438971813512947	(2,26)
-0.07055472878355310627479418	(2,27)
-0.07253228133806889228675498	(2,28)
-0.07388127278282156923352003	(2,29)
-0.0745650938309108849619594	(2,30)
-0.13768530143499142887905259	(3,1)
-0.1376876625538141126546036	(3,2)
-0.13770358442127793912884925	(3,3)
-0.13775485298254767611369203	(3,4)
-0.13787264202873598853846485	(3,5)
-0.13809578464668189263433348	(3,6)
-0.13846859414103974117285766	(3,7)
-0.13903833494132160189275357	(3,8)
-0.13985246051654852838597731	(3,9)
-0.14095574664552058100704491	(3,10)
-0.14238745402339241438752702	(3,11)
-0.14417865386680496383264255	(3,12)
-0.14634984391297384050279159	(3,13)
-0.1489089702568403097282937	(3,14)
-0.15184995334857223981634839	(3,15)
-0.15515179492293688532637548	(3,16)
-0.15877831758926913991319253	(3,17)
-0.16267856136724657875508548	(3,18)
-0.16678783280742441120012983	(3,19)
-0.17102937373862358498589022	(3,20)
-0.17531658938824810050890138	(3,21)
-0.17955575082232509160235773	(3,22)
-0.18364906543744741649585828	(3,23)
-0.18749799253918219510459098	(3,24)
-0.19100666959681905730281854	(3,25)
-0.19408530907994015448366296	(3,26)
-0.19665342611488677050742283	(3,27)
-0.19864276354362727463035804	(3,28)
-0.19999979305710636259426308	(3,29)
-0.2006876883933269749373896	(3,30)
-0.31079048805778516193154526	(4,1)
-0.31079287051873966768787654	(4,2)
-0.31080893630360613896103651	(4,3)
-0.31086066827771464118971248	(4,4)
-0.31097952199596265190859438	(4,5)
-0.31120468150021314549220216	(4,6)
-0.31158086048926702378163962	(4,7)
-0.31215575027651771612064815	(4,8)
-0.31297723261723910216043328	(4,9)
-0.31409048692530978913589977	(4,10)
-0.3155351270933566295467251	(4,11)
-0.31734250281757102472352684	(4,12)
-0.31953329400916114414395994	(4,13)
-0.32211551481311871770862966	(4,14)
-0.32508302646948421222758301	(4,15)
-0.32841463649134365475284937	(4,16)
-0.33207383634453184208047508	(4,17)
-0.33600920210048233343002062	(4,18)
-0.34015545360816704047720268	(4,19)
-0.34443513886068694454631489	(4,20)
-0.3487608826826648568298517	(4,21)
-0.35303811384486335588066354	(4,22)
-0.35716816332068072269268801	(4,23)
-0.36105160957493860709064668	(4,24)
-0.364591735258462934291823	(4,25)
-0.36769795398029622449786698	(4,26)
-0.37028906619725787473563764	(4,27)
-0.37229620968810528682598669	(4,28)
-0.37366538229369778682327868	(4,29)
-0.3743594320815404791639742	(4,30)
-0.51361374632142133114136141	(5,1)
-0.51361615963726942864511499	(5,2)
-0.51363243348718293359306639	(5,3)
-0.51368483542652541871159525	(5,4)
-0.51380522834815038984301867	(5,5)
-0.51403330362325497385734535	(5,6)
-0.5144143536608307497701213	(5,7)
-0.51499668659959213133227833	(5,8)
-0.5158288027472907759317768	(5,9)
-0.51695646399274924763637032	(5,10)
-0.51841979320942680922926235	(5,11)
-0.52025054037326645875416024	(5,12)
-0.52246964572658154560289599	(5,13)
-0.52508521809750022671535198	(5,14)
-0.528091028953598988171389	(5,15)
-0.53146560068842562562842928	(5,16)
-0.53517194197431875005275191	(5,17)
-0.53915795488949057879871603	(5,18)
-0.54335750917825742646894043	(5,19)
-0.54769214972279737069258632	(5,20)
-0.55207337538260456344347794	(5,21)
-0.5564054020230968105221719	(5,22)
-0.5605883009213177915728774	(5,23)
-0.56452138675322581652209147	(5,24)
-0.56810671777631787630574529	(5,25)
-0.57125256512806073353064553	(5,26)
-0.57387670861101288658932976	(5,27)
-0.57590942290831837028796273	(5,28)
-0.57729603058237195365859922	(5,29)
-0.5779989159181587928080266	(5,30)
-0.72475817037672342225215295	(6,1)
-0.72476062940128672603614127	(6,2)
-0.72477721148032742885654704	(6,3)
-0.7248306059077378620459544	(6,4)
-0.72495327898877183787524732	(6,5)
-0.72518567357889317397898311	(6,6)
-0.72557393918338721523965561	(6,7)
-0.72616729724732555398018426	(6,8)
-0.72701516352384234117473124	(6,9)
-0.72816416128864252755908844	(6,10)
-0.72965516512376063751698647	(6,11)
-0.73152051473397117353831143	(6,12)
