kdd1223_(sigma,mu)
0.0625428196839039807657725003	(1,1)
0.06254047903681766942753737674	(1,2)
0.0625246952175098998294070755	(1,3)
0.0624738711717162636061421886	(1,4)
0.06235710339070157358247974492	(1,5)
0.06213589546472288258499415394	(1,6)
0.06176631824854054046935877165	(1,7)
0.06120151699573265880594041249	(1,8)
0.06039444945430907417012395533	(1,9)
0.05930072769243521406160757927	(1,10)
0.05788143084286888620723925482	(1,11)
0.05610575627333367817104904595	(1,12)
0.05395338290401049529233412344	(1,13)
0.05141643224033053290410351204	(1,14)
0.04850092965956478027335808982	(1,15)
0.04522768984834221307533311933	(1,16)
0.04163257510700445318845786414	(1,17)
0.03776610243473851782150046623	(1,18)
0.03369240370034517013749381239	(1,19)
0.02948757154725135356345477821	(1,20)
0.02523745073843102358512837524	(1,21)
0.0210349592324277944039697888	(1,22)
0.01697704431735034985736204855	(1,23)
0.0131613956908892455700675967	(1,24)
0.0096830487305793360498383689	(1,25)
0.0066310168453492974528030361	(1,26)
0.00408509148077904728067427705	(1,27)
0.00211294206991816141225635788	(1,28)
0.00076763624202669670862277881	(1,29)
0.00008568343436962483559196733	(1,30)
0.06288648738282568097986819856	(2,1)
0.06288413387406787709793819549	(2,2)
0.06286826332391546544901477463	(2,3)
0.06281716000399105611455261752	(2,4)
0.0626997505932124974718978637	(2,5)
0.06247732714709893650478831686	(2,6)
0.06210571913322457646217888936	(2,7)
0.06153781434204407211733104538	(2,8)
0.06072631202813346162691513492	(2,9)
0.05962658035153098290563947037	(2,10)
0.05819948457799131690860756112	(2,11)
0.05641405281733775752119867184	(2,12)
0.05424985232719961077843064224	(2,13)
0.05169896132152235100233491136	(2,14)
0.0487674382868009132853786307	(2,15)
0.04547621228498849366510104332	(2,16)
0.04186134267718724882514292993	(2,17)
0.03797362404971347539927974585	(2,18)
0.03387754067105278061855858101	(2,19)
0.02964960330771929115825455972	(2,20)
0.02537612843276556415461154925	(2,21)
0.02115054458131429899679624306	(2,22)
0.01707033175874901664690700341	(2,23)
0.01323371645937949134363724763	(2,24)
0.00973625627197278229654501045	(2,25)
0.00666745372638476029442536594	(2,26)
0.0041075387151536596342182801	(2,27)
0.00212455250883674277093358708	(2,28)
0.00077185433855220708032189491	(2,29)
0.00008615425762554669867602718	(2,30)
0.06357842140760344943976583388	(3,1)
0.0635760420032808038973216791	(3,2)
0.06355999683008585075579400994	(3,3)
0.06350833122233430952188744325	(3,4)
0.063389629960426219178452231	(3,5)
0.06316475919794974488700437757	(3,6)
0.06278906239602304982721694733	(3,7)
0.0622149089717103077504451415	(3,8)
0.06139447773211402191700394237	(3,9)
0.06028264575620167123690834371	(3,10)
0.05883984771380492524915035639	(3,11)
0.05703477093511529115929697564	(3,12)
0.054846757860845408323003879	(3,13)
0.05226779954639616227629699048	(3,14)
0.04930402114469310233664724933	(3,15)
0.04597658200467581053319154411	(3,16)
0.04232193825218272699314211561	(3,17)
0.03839144336838995698058323361	(3,18)
0.03425029114201072137720210503	(3,19)
0.02997583418455769525641554878	(3,20)
0.02565533870305479561665513035	(3,21)
0.02138326121720503652451617999	(3,22)
0.01725815429199609783131221418	(3,23)
0.01337932519209781161964837022	(3,24)
0.00984338290858125613047840474	(3,25)
0.00674081474876506685189251766	(3,26)
0.00415273335605711714325747065	(3,27)
0.00214792864206351927594579672	(3,28)
0.00078034693536522957737833025	(3,29)
0.00008710219986854511760701244	(3,30)
0.06462748825506426327701737062	(4,1)
0.06462506958880131281684840725	(4,2)
0.06460875965832155310001585002	(4,3)
0.06455624152965786581098632484	(4,4)
0.06443558160886278366246145888	(4,5)
0.06420700031243773644830607444	(4,6)
0.06382510423668543506677031601	(4,7)
0.06324147686145944643475035591	(4,8)
0.06240750791399419112229169243	(4,9)
0.06127732992060425450917277595	(4,10)
0.05981072470773160124986951773	(4,11)
0.05797586294297783430466922426	(4,12)
0.05575174622780162038310502697	(4,13)
0.05313023349546989283203387816	(4,14)
0.05011755100390846506771959705	(4,15)
0.04673520728381518910692971551	(4,16)
0.0430202600486345596233155193	(4,17)
0.03902491017781078766408868669	(4,18)
0.03481542722218227335173416122	(4,19)
0.03047044016903875324480884753	(4,20)
0.02607865516335676720486006817	(4,21)
0.02173608728671533601070572501	(4,22)
0.01754291523209900359226453141	(4,23)
0.01360008482576199907215151229	(4,24)
0.01000579908173036937660967366	(4,25)
0.00685203830922962019006418965	(4,26)
0.00422125346377375802827867984	(4,27)
0.00218336944249004200588175452	(4,28)
0.00079322264531044832042697232	(4,29)
0.00008853938418510302239312678	(4,30)
0.0660462000777995143245200414	(5,1)
0.06604372831290146408524736728	(5,2)
0.06602706031936741418372806353	(5,3)
0.06597338922440680317959218954	(5,4)
0.06585008037457666620195022578	(5,5)
0.06561648087990343466470021852	(5,6)
0.06522620078946200718615246317	(5,7)
0.0646297606736418706418987239	(5,8)
0.06377748310704870694836165293	(5,9)
0.06262249369313469213978877277	(5,10)
0.06112369137838855117326161921	(5,11)
0.05924854814000923430146675092	(5,12)
0.05697560469285247483931394139	(5,13)
0.0542965413721694713022942348	(5,14)
0.05121772126999779685782841284	(5,15)
0.04776112525883868810097133982	(5,16)
0.04396462474620328984159139382	(5,17)
0.03988156672617970588007401682	(5,18)
0.03557967567637455692735655019	(5,19)
0.03113930678074704715401175479	(5,20)
0.02665111353187845363516223961	(5,21)
0.0222132187288138874602147307	(5,22)
0.01792800010002336806248112406	(5,23)
0.0138986192688621539026008396	(5,24)
0.01022543476986440775851314035	(5,25)
0.00700244578584725974549885123	(5,26)
0.00431391293791643504491103802	(5,27)
0.00223129582694223230716591234	(5,28)
0.00081063437384612164953440778	(5,29)
0.00009048287703762007311709084	(5,30)
0.06784989632590480953525509688	(6,1)
0.06784735704677277066839775181	(6,2)
0.0678302337806673158861779903	(6,3)
0.06777509670403283947300233301	(6,4)
0.06764841977622320881333955851	(6,5)
0.06740843971272535120667619902	(6,6)
0.06700749947489034660110749728	(6,7)
0.06639476817789820469271517038	(6,8)
