kdd2221_(sigma,mu)
-7.33786742482599113639e-9	(1,1)
-6.591771939920461404312e-8	(1,2)
-1.8239011364887919135545e-7	(1,3)
-3.5523755942020556582633e-7	(1,4)
-5.8184969780003147388153e-7	(1,5)
-8.5818425806277920726162e-7	(1,6)
-1.17841049309976768172265e-6	(1,7)
-1.5346024295207348698796e-6	(1,8)
-1.91654976411052007957982e-6	(1,9)
-2.31174644831020555957417e-6	(1,10)
-2.70560152701792387256678e-6	(1,11)
-3.08189506925680918809135e-6	(1,12)
-3.42347617280101759507076e-6	(1,13)
-3.71317265585865763392328e-6	(1,14)
-3.93485600666518808900461e-6	(1,15)
-4.07458322865378347442628e-6	(1,16)
-4.12172183653438424734791e-6	(1,17)
-4.06995727649750910452616e-6	(1,18)
-3.91808452275108546579384e-6	(1,19)
-3.67049769476419224597333e-6	(1,20)
-3.33731245603589566296821e-6	(1,21)
-2.93408402604488020858525e-6	(1,22)
-2.48111645835118403643091e-6	(1,23)
-2.00239349195756762558504e-6	(1,24)
-1.52419461130238091248227e-6	(1,25)
-1.0734888519168859994841e-6	(1,26)
-6.7622061753046640012119e-7	(1,27)
-3.5561420358172435400478e-7	(1,28)
-1.3062555283854959191557e-7	(1,29)
-1.466066084800581377607e-8	(1,30)
-6.600529888947653816093e-8	(2,1)
-5.9294049882023962670897e-7	(2,2)
-1.64062843752201125870866e-6	(2,3)
-3.19541904262312100876944e-6	(2,4)
-5.23383171918821934094271e-6	(2,5)
-7.7195055993019603147481e-6	(2,6)
-0.00001059999218812774786165114	(2,7)
-0.00001380399610036286449907236	(2,8)
-0.00001723967404339024632886838	(2,9)
-0.00002079453213106102303932765	(2,10)
-0.00002433732240877767800554517	(2,11)
-0.0000277221440173416809845207	(2,12)
-0.00003079472184953142565885127	(2,13)
-0.00003340058936540951315614881	(2,14)
-0.00003539466797859377772999354	(2,15)
-0.00003665153813337024723660728	(2,16)
-0.00003707555882580445961257554	(2,17)
-0.00003660992951623079071569607	(2,18)
-0.00003524381067857518677245596	(2,19)
-0.00003301672800188194265085758	(2,20)
-0.00003001967340513640808553097	(2,21)
-0.00002639256852734799298633671	(2,22)
-0.00002231805158749059197961902	(2,23)
-0.00001801186022863161632271227	(2,24)
-0.0000137103827544952001334134	(2,25)
-9.65621014311827860984849e-6	(2,26)
-6.08271667747110920533987e-6	(2,27)
-3.19880883692969504236172e-6	(2,28)
-1.17499856259184444253313e-6	(2,29)
-1.3187508232054662364952e-7	(2,30)
-1.8308041396054279826724e-7	(3,1)
-1.64465268426637455601647e-6	(3,2)
-4.55064879489955824833196e-6	(3,3)
-8.86320725074150561648796e-6	(3,4)
-0.00001451719945758358293896111	(3,5)
-0.0000214117705940648095780188	(3,6)
-0.00002940144333416443557471214	(3,7)
-0.00003828846443691604103491117	(3,8)
-0.00004781808659632123882563883	(3,9)
-0.00005767828358426684506017084	(3,10)
-0.0000675050106120851335703003	(3,11)
-0.00007689357971053422059827422	(3,12)
-0.00008541607484295340005304258	(3,13)
-0.00009264404861907443225810747	(3,14)
-0.0000981750927299870275410346	(3,15)
-0.00010166132699407595015116794	(3,16)
-0.00010283746811005941348139934	(3,17)
-0.00010154596499750545245531884	(3,18)
-0.0000977567494375847406182924	(3,19)
-0.00009157945240426151946983995	(3,20)
-0.0000832664583200418873707608	(3,21)
-0.00007320586982209041358577815	(3,22)
-0.00006190427451073913309572994	(3,23)
-0.00004996006978038992993943341	(3,24)
-0.00003802893339348480041986915	(3,25)
-0.0000267837485858194019866674	(3,26)
-0.00001687183466056749650064066	(3,27)
-8.87264417195392260146889e-6	(3,28)
-3.25913350414081342324576e-6	(3,29)
-3.6578642030351409364841e-7	(3,30)
-3.5771320442908991453089e-7	(4,1)
-3.21341846147649969503835e-6	(4,2)
-8.89132340119785904039137e-6	(4,3)
-0.00001731745217975849592632092	(4,4)
-0.00002836455320748491676745096	(4,5)
-0.00004183557143471918832478822	(4,6)
