kuu1212_(sigma,mu)
0.4669354110894073586812337492	(1,1)
0.4669179361653309464695538691	(1,2)
0.4668000965107965328846853335	(1,3)
0.4664206517210730742555475565	(1,4)
0.4655488807823376286360364705	(1,5)
0.463897375207810952169501125	(1,6)
0.461138166513284465436444233	(1,7)
0.4569214441103634232715283587	(1,8)
0.45089599752260006965309413124	(1,9)
0.44273043303529378226154968391	(1,10)
0.43213417322870955677130882729	(1,11)
0.41887725022322075002473361106	(1,12)
0.40280794985735999544486755822	(1,13)
0.38386745246772530525159000929	(1,14)
0.36210074263754075053512884706	(1,15)
0.33766321974112430590358181744	(1,16)
0.31082262640486110768867540178	(1,17)
0.2819561150618194956228809832	(1,18)
0.25154248473956297110229957629	(1,19)
0.22014983183098837016065097392	(1,20)
0.18841906060200304955478863258	(1,21)
0.15704388274176003863455643286	(1,22)
0.12674809231038532107973695277	(1,23)
0.0982610260823714474908068227	(1,24)
0.07229220406726181225920099963	(1,25)
0.04950618714747024948494464637	(1,26)
0.03049868639423030099268109138	(1,27)
0.01577491173282093625417248999	(1,28)
0.00573105819107093211576061775	(1,29)
0.00063969979714359269781758032	(1,30)
0.4669730653950109321083613561	(2,1)
0.4669555890412170595761281685	(2,2)
0.4668377397456272545055180261	(2,3)
0.4664582639120897109857341849	(2,4)
0.4655864216532175773268014709	(2,5)
0.4639347809784441812220624778	(2,6)
0.4611753465994002184869212322	(2,7)
0.4569582793712090600195130635	(2,8)
0.4509323402037286064256174972	(2,9)
0.44276610847362119162551718733	(2,10)
0.43216898330171795369146028444	(2,11)
0.41891097843748690661842802087	(2,12)
0.40284036788789996881726868115	(2,13)
0.3838983278835592553771743096	(2,14)
0.36212984748482642583168405923	(2,15)
0.33769033960707507070541217284	(2,16)
0.31084756955645037555443730274	(2,17)
0.28197872124478124483965495611	(2,18)
0.2515626332358490855005029047	(2,19)
0.22016744840562521540402389809	(2,20)
0.18843412302085187371800809004	(2,21)
0.15705642460657710917392095013	(2,22)
0.12675820503259145481204691557	(2,23)
0.09826885889752460297396260409	(2,24)
0.07229796207390224715945392424	(2,25)
0.04951012743274370718974888051	(2,26)
0.03050111238118571653513539966	(2,27)
0.01577616594810198177588378171	(2,28)
0.00573151370535328233180921526	(2,29)
0.00063975063338555355723951177	(2,30)
0.4672227864125929695902062468	(3,1)
0.4672053005736467064207456541	(3,2)
0.4670873873165589894829581693	(3,3)
0.4667077055296240587846639962	(3,4)
0.465835390113340106379295373	(3,5)
0.4641828531480441421947489709	(3,6)
0.4614219215235666042449604458	(3,7)
0.4572025666534278682257557306	(3,8)
0.4511733596355604751629589655	(3,9)
0.44300270136003747971060269204	(3,10)
0.43239983536179781763937328443	(3,11)
0.41913465358407744892433933609	(3,12)
0.40305535163357028301407713562	(3,13)
0.38410307861440058337160970346	(3,14)
0.36232285341795860855178360554	(3,15)
0.33787017892812923822727708795	(3,16)
0.31101297103982516082351890576	(3,17)
0.28212862260413406381683400705	(3,18)
0.25169623453783127038959540144	(3,19)
0.22028425809942283175814553182	(3,20)
0.18853399447380930577998833988	(3,21)
0.15713958146884748325479618891	(3,22)
0.12682525425313961947059161833	(3,23)
0.09832079074941157266445356335	(3,24)
0.07233613708868460452828946728	(3,25)
0.04953625066519295656000044315	(3,26)
0.0305171959044993882000128447	(3,27)
0.01578448090046048076767195102	(3,28)
0.00573453356129185731417453051	(3,29)
0.00064008765357254863620313513	(3,30)
0.4680054451307037259135374373	(4,1)
0.4679879295464587346238369066	(4,2)
0.4678698157070859027876416209	(4,3)
0.467489488053828515104081517	(4,4)
0.4666156888263322542025385806	(4,5)
0.4649603411225703881163948657	(4,6)
0.4621947142100682941685158843	(4,7)
0.4579681854698260504192290106	(4,8)
0.4519287308543554441163572624	(4,9)
0.44374419169513773124619871009	(4,10)
0.43312332387751580676615063998	(4,11)
0.41983563773721155052150121088	(4,12)
0.40372908350949476517992655258	(4,13)
0.384744725826744302882762416	(4,14)
0.36292767780267429934047609252	(4,15)
0.33843372515914591293773507698	(4,16)
0.31153125668854923454866834899	(4,17)
0.28259832099680493901652038535	(4,18)
0.25211484204149119398005327049	(4,19)
0.22065023816662529658763321631	(4,20)
0.18884689184715407537709334323	(4,21)
0.15740010131456404814974678772	(4,22)
0.12703530256797434988615005105	(4,23)
0.09848347406985152391766268229	(4,24)
0.07245572123115659828152791174	(4,25)
0.04961807985570893003152967822	(4,26)
0.03056757514798415819695651437	(4,27)
