luu232_(sigma,mu)
2.50181973576591190748029e-6	(1,1)
2.50150764418267487802842e-6	(1,2)
2.49940352609655780412011e-6	(1,3)
2.49263329829131563689305e-6	(1,4)
2.47710796653032412015036e-6	(1,5)
2.4478079479744785641918e-6	(1,6)
2.39918157331700506771552e-6	(1,7)
2.32565657449502778945611e-6	(1,8)
2.22224605011522341483907e-6	(1,9)
2.08520873092110652335115e-6	(1,10)
1.91270152990167819350276e-6	(1,11)
1.70534529875920540645117e-6	(1,12)
1.4666171544110488296636e-6	(1,13)
1.20298821138620841598091e-6	(1,14)
9.2374555140044270115225e-7	(1,15)
6.4047074150381442650096e-7	(1,16)
3.6619054631072803877464e-7	(1,17)
1.1426285730474022577204e-7	(1,18)
-1.0289487259954231554563e-7	(1,19)
-2.7509361864536946414007e-7	(1,20)
-3.9551917232390481648133e-7	(1,21)
-4.615829529421063419272e-7	(1,22)
-4.7534949729320697914072e-7	(1,23)
-4.4345907804729717294367e-7	(1,24)
-3.7652462492729660759395e-7	(1,25)
-2.8804940314407066394428e-7	(1,26)
-1.9297637205055972062005e-7	(1,27)
-1.0603243601758473293683e-7	(1,28)
-4.006298872968943377762e-8	(1,29)
-4.55902696394901030132e-9	(1,30)
0.00002262974756482309238469475	(2,1)
0.0000226269245961566317116112	(2,2)
0.00002260789217188024545408199	(2,3)
0.000022546653285765841910608	(2,4)
0.00002240622167143635090174298	(2,5)
0.00002214119359099370275911455	(2,6)
0.00002170135241680266575680297	(2,7)
0.00002103629520514324426709179	(2,8)
0.00002010091385185262913073336	(2,9)
0.00001886136740915359754995852	(2,10)
0.00001730098461309795093045082	(2,11)
0.00001542538133153884882665318	(2,12)
0.00001326600927780482397947753	(2,13)
0.00001088140183369013952719567	(2,14)
8.35556369171038094692492e-6	(2,15)
5.79325386653140145001645e-6	(2,16)
3.31230359796239146584423e-6	(2,17)
1.03353921328598075662169e-6	(2,18)
-9.3071959069441787807223e-7	(2,19)
-2.48831001431794839632248e-6	(2,20)
-3.57759557762935821877182e-6	(2,21)
-4.17516194855401363537437e-6	(2,22)
-4.29968368506967131100716e-6	(2,23)
-4.01122425929719906692473e-6	(2,24)
-3.40578099461298543688123e-6	(2,25)
-2.60549511774348533947849e-6	(2,26)
-1.74553026206972658117447e-6	(2,27)
-9.59095724650060913999e-7	(2,28)
-3.6238193636466670345965e-7	(2,29)
-4.123778665357506715226e-8	(2,30)
0.00006349329020337550584326748	(3,1)
0.0000634853696365597326474653	(3,2)
0.00006343196926073309509587885	(3,3)
0.00006326014777055279970591421	(3,4)
0.00006286613066533646412792313	(3,5)
0.00006212252608428824148849599	(3,6)
0.00006088843842694152381408943	(3,7)
0.00005902244945481627470605504	(3,8)
0.0000563979971567151875648619	(3,9)
0.00005292013269075433681184331	(3,10)
0.0000485420814859253372753754	(3,11)
0.00004327960154163132524427347	(3,12)
0.00003722094015225763635756735	(3,13)
0.00003053032917903715283368381	(3,14)
0.00002344346648352295737438835	(3,15)
0.00001625428086320932015356883	(3,16)
9.29337763788752836128046e-6	(3,17)
2.89976444576617782381134e-6	(3,18)
-2.61141979186226816750572e-6	(3,19)
-6.98159244959103625123433e-6	(3,20)
-0.00001003782078975368756201142	(3,21)
-0.00001171441390950668139913481	(3,22)
-0.00001206377113454365043562572	(3,23)
-0.00001125441740050818251988208	(3,24)
-9.55569726425503785653075e-6	(3,25)
-7.31030665038900483732416e-6	(3,26)
-4.89747749762085147126497e-6	(3,27)
-2.6909574046641289979689e-6	(3,28)
-1.01674320109645752862947e-6	(3,29)
-1.1570177369258750572294e-7	(3,30)
0.00012631772964188367693182082	(4,1)
0.0001263019716990655290273136	(4,2)
0.00012619573181992083052612763	(4,3)
0.00012585389351873988351303293	(4,4)
0.00012506999782168982895041121	(4,5)
0.00012359059927016156060552596	(4,6)
0.00012113538717269586823369747	(4,7)
0.000117423011827407053323458	(4,8)
0.00011220168117455747654546776	(4,9)
0.0001052824991111419368309845	(4,10)
0.00009657241399785246740171366	(4,11)
0.0000861027843158112368078847	(4,12)
0.00007404918684522054308185608	(4,13)
0.00006073836916390881811472206	(4,14)
0.00004663925807886827494124099	(4,15)
0.00003233662632977508453160184	(4,16)
0.00001848820815036036039723991	(4,17)
5.76844656780083174840436e-6	(4,18)
-5.19570971178595429563489e-6	(4,19)
-0.00001388983652307911580451714	(4,20)
-0.00001996991262504247408817789	(4,21)
-0.00002330527238073138902364138	(4,22)
-0.00002400018375154240278973287	(4,23)
-0.00002238993544818511118793723	(4,24)
-0.00001901038310636585310930275	(4,25)
-0.00001454330109374519904890035	(4,26)
-9.74314100661616780743483e-6	(4,27)
-5.35343724109722386905202e-6	(4,28)
-2.0227245124012866675907e-6	(4,29)
-2.3017876772092510822931e-7	(4,30)
0.0002129458300165486786831019	(5,1)
0.00021291926438578383021315461	(5,2)
0.0002127401591957174927420514	(5,3)
0.0002121638689199275920990089	(5,4)
0.00021084233362241577328883565	(5,5)
0.00020834828159738375406317006	(5,6)
0.00020420915183807734173819894	(5,7)
0.00019795063476013736838072539	(5,8)
0.00018914825552669365628942643	(5,9)
0.00017748357935427937373407668	(5,10)
0.00016279975893876028419316373	(5,11)
0.00014514969152418617817813636	(5,12)
0.00012482940992937180066348825	(5,13)
0.00010238979823110061815966131	(5,14)
0.00007862142583884872669511974	(5,15)
0.00005451014479473676857687259	(5,16)
0.00003116478491735955453297892	(5,17)
9.7223148749784558917014e-6	(5,18)
-8.76039501833131016606352e-6	(5,19)
-0.00002341619808469973611185886	(5,20)
-0.00003366523328022041975636395	(5,21)
-0.00003928731987290702010472005	(5,22)
-0.00004045831582186000949028913	(5,23)
-0.00003774350462326797244449832	(5,24)
-0.00003204624430686549964040706	(5,25)
-0.00002451583768293394071128689	(5,26)
-0.00001642406758638851455517413	(5,27)
-9.02428800983447640376268e-6	(5,28)
-3.409698385212694694307e-6	(5,29)
-3.8801095123251076180746e-7	(5,30)
0.00032579444264381371954570566	(6,1)
0.00032575379597682292322555939	(6,2)
0.00032547975660645108654561462	(6,3)
0.00032459800548991154560063923	(6,4)
0.00032257599532274221209610682	(6,5)
0.00031875998311989208770339339	(6,6)
0.00031242693590491719881034688	(6,7)
0.00030285115422726513654141358	(6,8)
0.00028938320223924948103437408	(6,9)
0.00027153590942190986666249241	(6,10)
0.00024906936361039496291968843	(6,11)
0.00022206459202320558391651389	(6,12)
0.0001909746431247724739550029	(6,13)
0.00015664249682553791810463186	(6,14)
0.00012027783810494987174321168	(6,15)
0.00008338909373905676263744687	(6,16)
0.0000476727794550963365616294	(6,17)
0.00001486837740763888378151915	(6,18)
-0.00001340727173243987884875097	(6,19)
-0.0000358276820296509708228399	(6,20)
-0.00005150595962630218651534306	(6,21)
-0.00006010551904863877142112953	(6,22)
-0.0000618956574585189699902979	(6,23)
-0.00005774138739461801318782143	(6,24)
-0.00004902483734548485251342389	(6,25)
-0.00003750428672687269187402116	(6,26)
-0.00002512528805349101805005915	(6,27)
-0.0000138051264593992815012183	(6,28)
-5.2160467891346755918758e-6	(6,29)
-5.9356533803019755852499e-7	(6,30)
0.00046773185169984059009605611	(7,1)
0.00046767348981740876994906832	(7,2)
0.00046728001469066299142222898	(7,3)
0.00046601396650708778161869373	(7,4)
0.00046311069746848879276430958	(7,5)
0.00045763154783868064052589748	(7,6)
0.00044853838048724012797936532	(7,7)
0.00043478925129687447562903455	(7,8)
0.00041545175217342832159250571	(7,9)
0.0003898265072883194042542928	(7,10)
0.00035756921587597587925439	(7,11)
0.00031879644221870842743730873	(7,12)
0.00027415894140998092856503081	(7,13)
0.00022486733827035873571284759	(7,14)
0.00017265872534034744765582775	(7,15)
0.00011969901823447871160425577	(7,16)
0.00006842402079078733168190418	(7,17)
0.00002133101808909270923537839	(7,18)
-0.00001925900878112275458361723	(7,19)
-0.00005144214612691068990099949	(7,20)
-0.00007394573790305420460637851	(7,21)
-0.00008628723263074969677812108	(7,22)
-0.00008885384382358047363854977	(7,23)
-0.0000828878333663759786333692	(7,24)
-0.00007037358327220835383794116	(7,25)
-0.00005383518808256917857143796	(7,26)
-0.0000360653279624612737151041	(7,27)
-0.0000198159255506022639074073	(7,28)
-7.48707529945318844711156e-6	(7,29)
