c^2_3_(sigma,mu)
0.e-29	(1,1)
0.e-29	(1,2)
0.e-28	(1,3)
0.e-28	(1,4)
0.e-28	(1,5)
0.e-28	(1,6)
0.e-28	(1,7)
0.e-27	(1,8)
0.e-27	(1,9)
0.e-27	(1,10)
0.e-27	(1,11)
0.e-27	(1,12)
0.e-27	(1,13)
0.e-27	(1,14)
0.e-27	(1,15)
0.e-27	(1,16)
0.e-27	(1,17)
0.e-27	(1,18)
0.e-27	(1,19)
0.e-27	(1,20)
0.e-27	(1,21)
0.e-27	(1,22)
0.e-27	(1,23)
0.e-27	(1,24)
0.e-26	(1,25)
0.e-26	(1,26)
0.e-26	(1,27)
0.e-26	(1,28)
0.e-26	(1,29)
0.e-25	(1,30)
0.e-29	(2,1)
0.e-29	(2,2)
0.e-28	(2,3)
0.e-28	(2,4)
0.e-28	(2,5)
0.e-28	(2,6)
0.e-28	(2,7)
0.e-27	(2,8)
0.e-27	(2,9)
0.e-27	(2,10)
0.e-27	(2,11)
0.e-27	(2,12)
0.e-27	(2,13)
0.e-27	(2,14)
0.e-27	(2,15)
0.e-27	(2,16)
0.e-27	(2,17)
0.e-27	(2,18)
0.e-27	(2,19)
0.e-27	(2,20)
0.e-27	(2,21)
0.e-27	(2,22)
0.e-27	(2,23)
0.e-27	(2,24)
0.e-26	(2,25)
0.e-26	(2,26)
0.e-26	(2,27)
0.e-26	(2,28)
0.e-26	(2,29)
0.e-25	(2,30)
0.e-29	(3,1)
0.e-29	(3,2)
0.e-28	(3,3)
0.e-28	(3,4)
0.e-28	(3,5)
0.e-28	(3,6)
0.e-28	(3,7)
0.e-27	(3,8)
0.e-27	(3,9)
0.e-27	(3,10)
0.e-27	(3,11)
0.e-27	(3,12)
0.e-27	(3,13)
0.e-27	(3,14)
0.e-27	(3,15)
0.e-27	(3,16)
0.e-27	(3,17)
0.e-27	(3,18)
0.e-27	(3,19)
0.e-27	(3,20)
0.e-27	(3,21)
0.e-27	(3,22)
0.e-27	(3,23)
0.e-27	(3,24)
0.e-26	(3,25)
0.e-26	(3,26)
0.e-26	(3,27)
0.e-26	(3,28)
0.e-26	(3,29)
0.e-25	(3,30)
0.e-29	(4,1)
0.e-29	(4,2)
0.e-28	(4,3)
0.e-28	(4,4)
0.e-28	(4,5)
0.e-28	(4,6)
0.e-28	(4,7)
0.e-27	(4,8)
0.e-27	(4,9)
0.e-27	(4,10)
0.e-27	(4,11)
0.e-27	(4,12)
0.e-27	(4,13)
0.e-27	(4,14)
0.e-27	(4,15)
0.e-27	(4,16)
0.e-27	(4,17)
0.e-27	(4,18)
0.e-27	(4,19)
0.e-27	(4,20)
0.e-27	(4,21)
0.e-27	(4,22)
0.e-27	(4,23)
0.e-27	(4,24)
0.e-26	(4,25)
0.e-26	(4,26)
0.e-26	(4,27)
0.e-26	(4,28)
0.e-26	(4,29)
0.e-25	(4,30)
0.e-29	(5,1)
0.e-29	(5,2)
0.e-28	(5,3)
0.e-28	(5,4)
0.e-28	(5,5)
0.e-28	(5,6)
0.e-27	(5,7)
0.e-27	(5,8)
0.e-27	(5,9)
0.e-27	(5,10)
0.e-27	(5,11)
0.e-27	(5,12)
0.e-27	(5,13)
0.e-27	(5,14)
0.e-27	(5,15)
0.e-27	(5,16)
0.e-27	(5,17)
0.e-27	(5,18)
0.e-27	(5,19)
0.e-27	(5,20)
0.e-27	(5,21)
0.e-27	(5,22)
0.e-27	(5,23)
0.e-26	(5,24)
0.e-26	(5,25)
0.e-26	(5,26)
0.e-26	(5,27)
0.e-26	(5,28)
0.e-26	(5,29)
0.e-25	(5,30)
0.e-29	(6,1)
0.e-28	(6,2)
0.e-28	(6,3)
0.e-28	(6,4)
0.e-28	(6,5)
0.e-28	(6,6)
0.e-27	(6,7)
0.e-27	(6,8)
0.e-27	(6,9)
0.e-27	(6,10)
0.e-27	(6,11)
0.e-27	(6,12)
0.e-27	(6,13)
0.e-27	(6,14)
0.e-27	(6,15)
0.e-27	(6,16)
0.e-27	(6,17)
0.e-27	(6,18)
0.e-27	(6,19)
0.e-27	(6,20)
0.e-27	(6,21)
0.e-27	(6,22)
0.e-27	(6,23)
0.e-26	(6,24)
0.e-26	(6,25)
0.e-26	(6,26)
0.e-26	(6,27)
0.e-26	(6,28)
0.e-26	(6,29)
0.e-25	(6,30)
0.e-29	(7,1)
0.e-28	(7,2)
0.e-28	(7,3)
0.e-28	(7,4)
0.e-28	(7,5)
0.e-28	(7,6)
0.e-27	(7,7)
0.e-27	(7,8)
0.e-27	(7,9)
0.e-27	(7,10)
0.e-27	(7,11)
0.e-27	(7,12)
0.e-27	(7,13)
0.e-27	(7,14)
0.e-27	(7,15)
