luu222_(sigma,mu)
-0.0018272869941926755788288536	(1,1)
-0.0164155458757607065619032912	(1,2)
-0.045432231621712890438827822	(1,3)
-0.0885594313504178917544096366	(1,4)
-0.1453246344353156496591882184	(1,5)
-0.215105909429511174537875183	(1,6)
-0.2971387180760822594549006106	(1,7)
-0.390524291748503381767692046	(1,8)
-0.494239478547279508393056565	(1,9)
-0.607147953166053589009539976	(1,10)
-0.728012666709636238181678988	(1,11)
-0.855509400061192876485184351	(1,12)
-0.988241272305058871971776523	(1,13)
-1.124754045247811375048591507	(1,14)
-1.263552056357957868347060482	(1,15)
-1.403114605559475235316528545	(1,16)
-1.541912616341889670199724774	(1,17)
-1.678425388644110923493964867	(1,18)
-1.811157259963754202584667232	(1,19)
-1.938653992149214569972760055	(1,20)
-2.059518704337281463873598073	(1,21)
-2.17242717747166039230606908	(1,22)
-2.27614236272291782500908805	(1,23)
-2.36952793485264221334081449	(1,24)
-2.45156074202845026521767986	(1,25)
-2.52134201568721519592757746	(1,26)
-2.57810721762908197915550626	(1,27)
-2.6212344164556214961885209	(1,28)
-2.6502511015782777024549127	(1,29)
-2.66483936014154685211742	(1,30)
-0.0018272870157563342647300122	(2,1)
-0.0164155460690984093097369138	(2,2)
-0.0454322321496948744978780683	(2,3)
-0.088559432334993397930576508	(2,4)
-0.1453246358828519239112631266	(2,5)
-0.2151059111007373093899840701	(2,6)
-0.2971387192971157986631729912	(2,7)
-0.390524291170069373370144393	(2,8)
-0.494239473870005149074538257	(2,9)
-0.607147940859282483765608978	(2,10)
-0.728012641758251605559156926	(2,11)
-0.855509355778374445168264428	(2,12)
-0.988241200247989087693653872	(2,13)
-1.12475393526783923683212083	(2,14)
-1.263551896806919332063554545	(2,15)
-1.403114383660601900944136048	(2,16)
-1.541912318718325554687910296	(2,17)
-1.678425001982131590168772295	(2,18)
-1.81115677177308923385457437	(2,19)
-1.938653391571049112739985513	(2,20)
-2.059517982942870264182234644	(2,21)
-2.17242632999185991612711023	(2,22)
-2.27614138765158824876231673	(2,23)
-2.3695268348744755906734965	(2,24)
-2.45155952423353106837154114	(2,25)
-2.52134069154934400363614623	(2,26)
-2.57810580274123561706542006	(2,27)
-2.6212329300325114672416543	(2,28)
-2.6502495657515569340819151	(2,29)
-2.66483779908677394464049	(2,30)
-0.0018272871283334385718918249	(3,1)
