kdd3322_(sigma,mu)
-0.16666658963298333890860176124	(1,1)
-0.16666035218367451284917117478	(1,2)
-0.16661829083516638170004366082	(1,3)
-0.16648285289957958397901572379	(1,4)
-0.1661716854795773545913800468	(1,5)
-0.16558220181368346945114396157	(1,6)
-0.16459733777112193403543308432	(1,7)
-0.16309223296290302981975751247	(1,8)
-0.16094152732775234016959634468	(1,9)
-0.15802693414215603753514196645	(1,10)
-0.1542447355334374749716480178	(1,11)
-0.14951284742385313008968937715	(1,12)
-0.14377711739289757733034733844	(1,13)
-0.13701655051536795096003225789	(1,14)
-0.12924720345589918466166678471	(1,15)
-0.12052454401802555570535782218	(1,16)
-0.11094413948388295623913966098	(1,17)
-0.10064060955906700322423072526	(1,18)
-0.0897848553944022387643551937	(1,19)
-0.07857965168793086097820913091	(1,20)
-0.06725376097314631168257320341	(1,21)
-0.05605479471599135835666532386	(1,22)
-0.04524110189984917806311981578	(1,23)
-0.03507300991063991564081161314	(1,24)
-0.02580377279652293103530012757	(1,25)
-0.01767059702456777616075562538	(1,26)
-0.01088611400768393075116875413	(1,27)
-0.0056306519383931014680967441	(1,28)
-0.00204562754260269137611308534	(1,29)
-0.00022833261862224752941314573	(1,30)
-0.16666668770230130469277360657	(2,1)
-0.16666045024931085863942581933	(2,2)
-0.1666183888759762711997137724	(2,3)
-0.16648295086044831575155657975	(2,4)
-0.16617178325678353113757165129	(2,5)
-0.16558229924296034153013453274	(2,6)
-0.16459743461912225116946340395	(2,7)
-0.1630923289226166295794471985	(2,8)
-0.16094162201824308114341318777	(2,9)
-0.15802702711278334631530001562	(2,10)
-0.1542448262725165646598752172	(2,11)
-0.14951293537149634324202074809	(2,12)
-0.14377720195757703786612114812	(2,13)
-0.13701663109355627859392592841	(2,14)
-0.12924727945398921283648826847	(2,15)
-0.12052461487560937560425485535	(2,16)
-0.11094420469739111801920918926	(2,17)
-0.10064066870473427799681543329	(2,18)
-0.0897849081495386865736493873	(2,19)
-0.07857969784953544002820016795	(2,20)
-0.06725380047300200903151336172	(2,21)
-0.05605482763152085544217345083	(2,22)
-0.04524112846018166909675304646	(2,23)
-0.03507303049753482403126810625	(2,24)
-0.02580378794000600946592884664	(2,25)
-0.01767060739335014693390497082	(2,26)
-0.01088612039464582974997766972	(2,27)
-0.00563065524161273126446024557	(2,28)
-0.00204562874258879165053821798	(2,29)
-0.00022833275255995177067619426	(2,30)
-0.16666735733141661696873722994	(3,1)
-0.16666111985313282084272120638	(3,2)
-0.16661905830923659458448255524	(3,3)
-0.1664836197445039476889703627	(3,4)
-0.16617245087907750526848038191	(3,5)
-0.16558296447505899687935810877	(3,6)
-0.16459809585821315499417697719	(3,7)
-0.16309298406028765874021473768	(3,8)
-0.16094226843910628617515622212	(3,9)
-0.15802766172410762138009269964	(3,10)
-0.15424544556455077912087376354	(3,11)
-0.14951353550666744808065134792	(3,12)
-0.14377777888530873446112556599	(3,13)
-0.13701718068614707800459134255	(3,14)
-0.1292477976578842244452184637	(3,15)
-0.12052509787155910437865861766	(3,16)
-0.11094464906246031405948792813	(3,17)
-0.10064107156893414931787191073	(3,18)
-0.08978526734001596217224849774	(3,19)
-0.07858001201575018712796988763	(3,20)
-0.06725406918713112217387529569	(3,21)
-0.05605505145938701685134378384	(3,22)
-0.04524130899926685176597632043	(3,23)
-0.03507317038002408987448484705	(3,24)
-0.02580389080025046602559891098	(3,25)
-0.01767067780056959944145931729	(3,26)
-0.01088616375305128006401165034	(3,27)
-0.00563067766136582443853675118	(3,28)
-0.00204563688609022780857151654	(3,29)
-0.00022833366144340340609300576	(3,30)
-0.16666955813101163943241994758	(4,1)
-0.16666332056877726362168685804	(4,2)
-0.16662125845877539413027467575	(4,3)
-0.16648581807121396628342807795	(4,4)
-0.16617464501806711309652365334	(4,5)
-0.16558515068153214995417240444	(4,6)
-0.16460026881401302206650641323	(4,7)
-0.16309513677164880754997568235	(4,8)
-0.16094439223436159181832415569	(4,9)
-0.15802974635536417278481148389	(4,10)
-0.15424747941226386204374214081	(4,11)
-0.14951550588084370634281925723	(4,12)
-0.14377967241203361231668243536	(4,13)
-0.13701898376354882851157358375	(4,14)
-0.12924949696180138623689890108	(4,15)
-0.1205266808883214640580678012	(4,16)
-0.11094610462451728636546891945	(4,17)
-0.10064239036868160755424843684	(4,18)
-0.08978644239810185765505188127	(4,19)
-0.07858103908230303357980564114	(4,20)
-0.0672549470575864892943469975	(4,21)
-0.05605578219064679403179908157	(4,22)
-0.04524189801652928176762451056	(4,23)
-0.03507362646946831336409017087	(4,24)
-0.02580422598756044726528323794	(4,25)
-0.0176709071197919836188565144	(4,26)
-0.01088630491431221550816363902	(4,27)
-0.00563075062940345292215786182	(4,28)
-0.00204566338433946691301516727	(4,29)
-0.00022833661854057111699848202	(4,30)
-0.16667476043345690771697664694	(5,1)
-0.16666852267013509283279961805	(5,2)
-0.1666264592041412933864962245	(5,3)
-0.16649101445042101513805993135	(5,4)
-0.16617983136691873761323238181	(5,5)
-0.16559031803188232296136386981	(5,6)
-0.16460540443266150947338208786	(5,7)
-0.16310022391981247319177692177	(5,8)
-0.16094941016942745777541882028	(5,9)
