kuu3322_(sigma,mu)
-2.6861477137971560286614917776	(1,1)
-2.6860464563965700445606604091	(1,2)
-2.6853636430033224893163796592	(1,3)
-2.6831649943517505578264885339	(1,4)
-2.6781137166237945544745830835	(1,5)
-2.6685448168854173810836462825	(1,6)
-2.6525589214757987807139742931	(1,7)
-2.6281313270949277017624850087	(1,8)
-2.5932312559095788171315884287	(1,9)
-2.545945733129943928664793614	(1,10)
-2.4846021937090544869181267258	(1,11)
-2.407883881513442510858630239	(1,12)
-2.314932345142634801166156599	(1,13)
-2.2054318600724755942156274697	(1,14)
-2.0796714001212061852179365155	(1,15)
-1.938580807452949180793558084	(1,16)
-1.7837390175830172900569395176	(1,17)
-1.6173535184625284909027776019	(1,18)
-1.4422115860196914024060966936	(1,19)
-1.2616051648304462896810661926	(1,20)
-1.0792324776365389882915088579	(1,21)
-0.8990804865507422285826096222	(1,22)
-0.7252931419019791109897265363	(1,23)
-0.5620309095729023801164316107	(1,24)
-0.4133273512439894440349530442	(1,25)
-0.2829485491878770039957872394	(1,26)
-0.1742609384589847220592485854	(1,27)
-0.090112665909044161482354256	(1,28)
-0.0327329751239191827114639188	(1,29)
-0.0036533584105000394223079043	(1,30)
-2.6863624056622581872191841002	(2,1)
-2.6862611321330043484322513675	(2,2)
-2.6855782099942079749083751081	(2,3)
-2.6833792113681497552366790321	(2,4)
-2.6783271306591446863813323951	(2,5)
-2.6687567138667581116428654091	(2,6)
-2.6527682959534904382649272067	(2,7)
-2.6283368757739559013210515407	(2,8)
-2.5934313989734623543299705446	(2,9)
-2.5461386655713110762841064426	(2,10)
-2.4847859663239237778852547386	(2,11)
-2.4080565080276093512980461265	(2,12)
-2.3150919284820850493231334711	(2,13)
-2.2055767275593149286865269729	(2,14)
-2.0798002349204135252430784871	(2,15)
-1.9386927624215631075670431257	(2,16)
-1.7838337981539409228182377525	(2,17)
-1.6174314234842648618980609355	(2,18)
-1.442273499457733142753849758	(2,19)
-1.2616524965269348953790697246	(2,20)
-1.0792670572959387476174144301	(2,21)
-0.8991044209874294665183571981	(2,22)
-0.725308650522259218346442647	(2,23)
-0.5620401563208762424393372775	(2,24)
-0.4133322922700050688419997009	(2,25)
-0.2829508140465158998300977511	(2,26)
-0.1742617588036702585117384284	(2,27)
-0.0901128598622868848319054064	(2,28)
-0.0327329884994385719680145858	(2,29)
-0.0036533566733526973664867627	(2,30)
-2.6867981649583198566398780005	(3,1)
-2.6866968584100540870025629867	(3,2)
-2.6860137136449359320248818646	(3,3)
-2.6838139985466317201220627067	(3,4)
-2.678760273983960671151902634	(3,5)
-2.6691867515701148222099983826	(3,6)
-2.6531931699568816753578653918	(3,7)
-2.6287539186903055645785282095	(3,8)
-2.5938373781661097654168244765	(3,9)
-2.5465298888282936610636932369	(3,10)
-2.4851584484410513932799235939	(3,11)
-2.4084061910245166839796054031	(3,12)
-2.3154149410526631997408957347	(3,13)
-2.2058696627013906698364712986	(3,14)
-2.0800604196311359579114784523	(3,15)
-1.9389184909337898974008230637	(3,16)
-1.7840245011919918610744912808	(3,17)
-1.6175877507521183730028435793	(3,18)
-1.4423973008036946425038909173	(3,19)
-1.2617466981516364158406156224	(3,20)
-1.079335441691022940802274706	(3,21)
-0.8991513313929825595261846105	(3,22)
-0.7253386508620993903763960228	(3,23)
-0.5620576842735790018584013835	(3,24)
-0.4133413452319260532247830779	(3,25)
-0.2829547047211195989145841351	(3,26)
-0.1742629692043339452728709922	(3,27)
-0.0901130105535484199636510412	(3,28)
-0.0327329254391751474230473203	(3,29)
-0.0036533429689704909341391868	(3,30)
-2.687467556703700076560043797	(4,1)
-2.6873661987397430578417356986	(4,2)
-2.686682707311816798917646411	(4,3)
-2.684481876566193007952414877	(4,4)
-2.6794255923411718488627908949	(4,5)
-2.669847234311501510453250519	(4,6)
-2.6538456130758867865515782353	(4,7)
-2.6293941704848374734783513395	(4,8)
-2.5944604088301461287866915474	(4,9)
-2.5471299564383604644669910723	(4,10)
-2.4857293602264173970639626917	(4,11)
-2.4089416484793382347769007673	(4,12)
-2.3159089462434161400394580577	(4,13)
-2.2063169526527096382828001533	(4,14)
-2.0804568877235557418564399864	(4,15)
-1.9392615504726066847534938401	(4,16)
-1.7843133479160750030486726403	(4,17)
-1.6178234885428492072329624928	(4,18)
-1.4425829078519539096768181225	(4,19)
-1.261886828071646657605546459	(4,20)
-1.0794360734887473934837339775	(4,21)
-0.8992193012508118255463514213	(4,22)
-0.7253811146951127995530720925	(4,23)
-0.5620815705173569277963420013	(4,24)
-0.4133528605657722246415228944	(4,25)
-0.2829589506022279952189013039	(4,26)
-0.1742637145036603274766294171	(4,27)
-0.0901126466837665111208134201	(4,28)
-0.0327326075397230129460530784	(4,29)
-0.0036532969778898657136898468	(4,30)
-2.6883890124327701048568205664	(5,1)
-2.688287582435733451256184776	(5,2)
-2.6876036053365016749991504973	(5,3)
-2.6854012115942453491271945422	(5,4)
-2.6803413414251214746929901809	(5,5)
-2.6707562092922377543683403043	(5,6)
-2.6547433264846702507139291603	(5,7)
-2.6302748090955003369334333358	(5,8)
-2.5953169329228291745653165653	(5,9)
-2.5479543349187585911164666458	(5,10)
-2.4865129400230471848659775658	(5,11)
-2.409675641986354825400342489	(5,12)
-2.3165850046745518657644029684	(5,13)
-2.2069277783152454942195055796	(5,14)
-2.080996826954120336585768924	(5,15)
-1.9397271036552681209208499377	(5,16)
-1.7847035353460748782435791966	(5,17)
