luu221_(sigma,mu)
0.00787007829236112997667147	(1,1)
0.0078700782461416677802234	(1,2)
0.00787007793455874429707515	(1,3)
0.00787007693234062461847916	(1,4)
0.00787007463600726625679559	(1,5)
0.00787007030966493904377359	(1,6)
0.00787006315131785466616993	(1,7)
0.00787005238031843281320574	(1,8)
0.00787003734301452752688758	(1,9)
0.00787001762911060426821609	(1,10)
0.00786999318663287977666432	(1,11)
0.00786996441973195825920282	(1,12)
0.00786993225188338251541032	(1,13)
0.00786989813811396799269916	(1,14)
0.00786986401401398734992019	(1,15)
0.00786983217627630946062235	(1,16)
0.00786980509856420503452634	(1,17)
0.00786978519641499618962491	(1,18)
0.00786977456411525467674714	(1,19)
0.00786977471346751941142118	(1,20)
0.00786978634776085962663117	(1,21)
0.00786980920317378168305424	(1,22)
0.00786984198403621296635771	(1,23)
0.00786988240833953695981808	(1,24)
0.00786992736678096023856095	(1,25)
0.00786997318417202665255176	(1,26)
0.00787001595823926902240984	(1,27)
0.00787005193970363982564362	(1,28)
0.0078700779107381689944171	(1,29)
0.007870091517582335152806	(1,30)
0.06971857857579290044577401	(2,1)
0.0697185782057537414127048	(2,2)
0.06971857571126968189031477	(2,3)
0.06971856768873675782741505	(2,4)
0.06971854931328160692246812	(2,5)
0.06971851471720443984136558	(2,6)
0.06971845754423236945686755	(2,7)
0.06971837168711602549025055	(2,8)
0.0697182521843753247238312	(2,9)
0.06971809621137722936331949	(2,10)
0.06971790405942504588813281	(2,11)
0.06971767996364862658878937	(2,12)
0.06971743262531686956993735	(2,13)
0.06971717528356306857907492	(2,14)
0.06971692522834538131105826	(2,15)
0.06971670270883145621489703	(2,16)
0.06971652927239782747782556	(2,17)
0.06971642565798780971265512	(2,18)
0.06971640945001332060039569	(2,19)
0.06971649276124499663374178	(2,20)
0.06971668024311548871793773	(2,21)
0.06971696771163358391110487	(2,22)
0.06971734162451884667158191	(2,23)
0.06971777955457030033727413	(2,24)
0.06971825168622442001096937	(2,25)
0.06971872323213632583304102	(2,26)
0.06971915754250079855838544	(2,27)
0.06971951957975547035976903	(2,28)
0.0697197793705036879152962	(2,29)
0.0697199150349501162061742	(2,30)
0.18759741362152563518775846	(3,1)
0.18759741292533688081102454	(3,2)
0.18759740823296834361409405	(3,3)
0.18759739315048894055156013	(3,4)
0.18759735865465838140006696	(3,5)
0.18759729390095018303149832	(3,6)
0.18759718745627814249023294	(3,7)
0.18759702899138970436125827	(3,8)
0.18759681138217932810943456	(3,9)
0.1875965330580589222529663	(3,10)
0.18759620032116789939511805	(3,11)
0.18759582926891405251007007	(3,12)
0.18759544690938057250026435	(3,13)
0.18759509108345785539313416	(3,14)
0.18759480890734895750740671	(3,15)
0.1875946536191099861211408	(3,16)
0.18759467993410757529824391	(3,17)
0.18759493825610765935753614	(3,18)
0.18759546831541417374065332	(3,19)
0.1875962929741899522131756	(3,20)
0.1875974130184343144412601	(3,21)
0.18759880372423431658151434	(3,22)
0.18760041383703238246627151	(3,23)
0.18760216734897139054939218	(3,24)
0.18760396813025307463780867	(3,25)
0.18760570710866964960922691	(3,26)
0.1876072713471996956422572	(3,27)
0.18760855409283754988993584	(3,28)
0.1876094647028500727001801	(3,29)
0.1876099373250654685786155	(3,30)
0.35040773845674242344374403	(4,1)
0.35040773842272826994133689	(4,2)
0.35040773819782182450873412	(4,3)
0.35040773752643604665304462	(4,4)
0.35040773628924191785055177	(4,5)
0.35040773511187352264922503	(4,6)
0.35040773655123107358847435	(4,7)
0.35040774698433821639580366	(4,8)
0.35040777916627838991129207	(4,9)
0.35040785521267266748506016	(4,10)
0.35040800954156097927691487	(4,11)
0.35040829113073424920760459	(4,12)
0.35040876435899399842422551	(4,13)
0.3504095077407072773572608	(4,14)
0.35041061004868718183585914	(4,15)
0.35041216364101096147794891	(4,16)
0.35041425522620003125969784	(4,17)
0.35041695475895952204109046	(4,18)
0.35042030358222783892354676	(4,19)
