kuu1122_(sigma,mu)
-0.31129027405960490578748916616	(1,1)
-0.31127862411022063097970257943	(1,2)
-0.31120006434053102192312355566	(1,3)
-0.31094710114738204950369837102	(1,4)
-0.31036592052155841909069098032	(1,5)
-0.30926491680520730144633408332	(1,6)
-0.3074254443421896436242961553	(1,7)
-0.30461429607357561551435223916	(1,8)
-0.30059733168173337976872942083	(1,9)
-0.29515362202352918817436645594	(1,10)
-0.28808944881913970451420588486	(1,11)
-0.27925150014881383334982240737	(1,12)
-0.26853863323823999696324503881	(1,13)
-0.25591163497848353683439333953	(1,14)
-0.24140049509169383369008589804	(1,15)
-0.22510881316074953726905454496	(1,16)
-0.20721508426990740512578360119	(1,17)
-0.1879707433745463304152539888	(1,18)
-0.16769498982637531406819971753	(1,19)
-0.14676655455399224677376731595	(1,20)
-0.12561270706800203303652575505	(1,21)
-0.10469592182784002575637095524	(1,22)
-0.08449872820692354738649130185	(1,23)
-0.06550735072158096499387121514	(1,24)
-0.04819480271150787483946733309	(1,25)
-0.03300412476498016632329643091	(1,26)
-0.02033245759615353399512072758	(1,27)
-0.01051660782188062416944832666	(1,28)
-0.00382070546071395474384041183	(1,29)
-0.00042646653142906179854505355	(1,30)
-0.31131537693000728807224090409	(2,1)
-0.311303726027478039717418779	(2,2)
-0.31122515983041816967034535075	(2,3)
-0.3109721759413931406571561233	(2,4)
-0.31039094776881171821786764726	(2,5)
-0.30928985398562945414804165186	(2,6)
-0.30745023106626681232461415481	(2,7)
-0.30463885291413937334634204234	(2,8)
-0.30062156013581907095041166477	(2,9)
-0.29517740564908079441701145822	(2,10)
-0.2881126555344786357943068563	(2,11)
-0.27927398562499127107895201391	(2,12)
-0.2685602452585999792115124541	(2,13)
-0.25593221858903950358478287307	(2,14)
-0.24141989832321761722112270616	(2,15)
-0.22512689307138338047027478189	(2,16)
-0.20723171303763358370295820183	(2,17)
-0.18798581416318749655976997074	(2,18)
-0.16770842215723272366700193647	(2,19)
-0.14677829893708347693601593206	(2,20)
-0.12562274868056791581200539336	(2,21)
-0.10470428307105140611594730009	(2,22)
-0.08450547002172763654136461038	(2,23)
-0.06551257259834973531597506939	(2,24)
-0.04819864138260149810630261616	(2,25)
-0.03300675162182913812649925368	(2,26)
-0.02033407492079047769009026644	(2,27)
-0.01051744396540132118392252114	(2,28)
-0.00382100913690218822120614351	(2,29)
-0.00042650042225703570482634118	(2,30)
-0.31148185760839531306013749784	(3,1)
-0.31147020038243113761383043606	(3,2)
-0.31139159154437265965530544621	(3,3)
-0.3111384703530827058564426641	(3,4)
-0.31055692674222673758619691537	(3,5)
-0.30945523543202942812983264728	(3,6)
-0.3076146143490444028299736305	(3,7)
-0.30480171110228524548383715373	(3,8)
-0.30078223975704031677530597697	(3,9)
-0.29533513424002498647373512803	(3,10)
-0.28826655690786521175958218962	(3,11)
-0.2794231023893849659495595574	(3,12)
-0.26870356775571352200938475708	(3,13)
-0.25606871907626705558107313564	(3,14)
-0.2415485689453057390345224037	(3,15)
-0.2252467859520861588181847253	(3,16)
-0.20734198069321677388234593717	(3,17)
-0.1880857484027560425445560047	(3,18)
-0.16779748969188751359306360096	(3,19)
-0.14685617206628188783876368788	(3,20)
-0.12568932964920620385332555992	(3,21)
-0.10475972097923165550319745927	(3,22)
-0.08455016950209307964706107889	(3,23)
-0.06554719383294104844296904224	(3,24)
-0.04822409139245640301885964485	(3,25)
-0.0330241671101286377066669621	(3,26)
-0.02034479726966625880000856314	(3,27)
-0.01052298726697365384511463401	(3,28)
-0.00382302237419457154278302034	(3,29)
-0.00042672510238169909080209008	(3,30)
-0.31200363008713581727569162485	(4,1)
-0.31199195303097248974922460443	(4,2)
-0.31191321047139060185842774727	(4,3)
-0.31165965870255234340272101134	(4,4)
-0.31107712588422150280169238709	(4,5)
-0.30997356074838025874426324382	(4,6)
-0.30812980947337886277901058956	(4,7)
-0.3053121236465507002794860071	(4,8)
-0.30128582056957029607757150829	(4,9)
-0.29582946113009182083079914006	(4,10)
-0.28874888258501053784410042665	(4,11)
-0.27989042515814103368100080725	(4,12)
-0.26915272233966317678661770172	(4,13)
-0.25649648388449620192184161067	(4,14)
-0.24195178520178286622698406168	(4,15)
-0.22562248343943060862515671799	(4,16)
-0.207687504459032823032445566	(4,17)
-0.18839888066453662601101359023	(4,18)
-0.16807656136099412932003551366	(4,19)
-0.14710015877775019772508881087	(4,20)
-0.12589792789810271691806222882	(4,21)
-0.10493340087637603209983119181	(4,22)
-0.08469020171198289992410003403	(4,23)
-0.06565564937990101594510845486	(4,24)
-0.04830381415410439885435194116	(4,25)
-0.03307871990380595335435311882	(4,26)
-0.02037838343198943879797100958	(4,27)
-0.01054035049662007566392932701	(4,28)
-0.00382932833408349424085051718	(4,29)
-0.00042742885167148184781875471	(4,30)
-0.31315871440425482701761406091	(5,1)
-0.31314699341143473907353782645	(5,2)
-0.31306795457266725722158092856	(5,3)
-0.3128134487984547507931565563	(5,4)
-0.3122287242561454846598205021	(5,5)
-0.31112100742293157154658281183	(5,6)
-0.30927032086686630337107177311	(5,7)
-0.30644203884560149924085908391	(5,8)
-0.30240059978966677528284200741	(5,9)
-0.29692373843030232440149584952	(5,10)
-0.28981657228054424028898695872	(5,11)
-0.28092487868625475931678782769	(5,12)
-0.27014692973781833392467593642	(5,13)
-0.2574433116780527197706184631	(5,14)
-0.2428442405129610854042769067	(5,15)
-0.2264539926439561839219640326	(5,16)
-0.20845219382718826942857168968	(5,17)
-0.18909184618599309539459244065	(5,18)
-0.16869411537954653168859331396	(5,19)
-0.14764004211805402615623125922	(5,20)
-0.12635947777355086500026064778	(5,21)
-0.10531766691194481714250281064	(5,22)
-0.08500000476125177168547930246	(5,23)
-0.06589558031478358287051520721	(5,24)
-0.04848017231664268103989708779	(5,25)
-0.03319939330578626754942461676	(5,26)
-0.0204526749699036424533800467	(5,27)
-0.01057875634678166254881295154	(5,28)
-0.00384327626613034884342875169	(5,29)
-0.00042898543509768305331371086	(5,30)
-0.31524694160328791156470920332	(6,1)
-0.31523514109010913028877244094	(6,2)
-0.31515556601983721213415574151	(6,3)
-0.31489933360683638351799199061	(6,4)
-0.31431064231076294692135986172	(6,5)
-0.31319541145533731601408462913	(6,6)
-0.31133217309064881809246962325	(6,7)
-0.30848471387923341090701298741	(6,8)
-0.30441588211245303099723104293	(6,9)
-0.29890191814909706275898657008	(6,10)
-0.29174663819498197443012492678	(6,11)
-0.282794802753917165662907738	(6,12)
-0.27194403231301664128175211724	(6,13)
-0.25915469259714932693273099827	(6,14)
-0.24445725748624372199892462551	(6,15)
-0.22795676571897680801340960138	(6,16)
-0.20983411308758054643682445181	(6,17)
-0.19034405944717815306658996508	(6,18)
-0.16980997345830140203264998799	(6,19)
-0.14861548121921731792366979725	(6,20)
-0.12719332150593074662450016046	(6,21)
-0.10601183420315994841232950206	(6,22)
-0.08555961423119062887287452003	(6,23)
-0.06632894621637676850540490178	(6,24)
-0.04879869169744588803752165286	(6,25)
-0.03341732835448011597744611276	(6,26)
-0.02058683840842463494180328564	(6,27)
-0.01064811109029922513623267343	(6,28)
-0.00386846333655338698860868897	(6,29)
-0.00043179626574873256519455961	(6,30)
-0.31854549503398170203628760382	(7,1)
-0.31853356873166919353611205107	(7,2)
-0.31845314542492006062379941094	(7,3)
-0.3181941817367199243989995272	(7,4)
-0.31759921567408192020202099315	(7,5)
-0.31647209893420578580299670502	(7,6)
-0.31458900604158661499576563624	(7,7)
-0.31171121287101110135854725793	(7,8)
-0.30759905339585902406208537232	(7,9)
-0.30202640586687870108975405798	(7,10)
-0.29479503072725600714577787438	(7,11)
-0.28574808381505377783177628448	(7,12)
-0.27478215988085831100196406985	(7,13)
-0.26185728189903881920590825254	(7,14)
-0.24700433851263161244969092975	(7,15)
-0.2303295814585892522287693316	(7,16)
-0.21201592216481061556223515645	(7,17)
-0.19232090626001045340555419622	(7,18)
-0.17157139029221404076396868913	(7,19)
-0.15015509003368862849117856851	(7,20)
-0.12850930790720430074761700176	(7,21)
-0.10710727217508017321628521884	(7,22)
-0.0864426270719140560433476388	(7,23)
-0.06701269637506866345426520252	(7,24)
-0.04930119939458595634249693043	(7,25)
-0.03376112563419630462700793628	(7,26)
-0.02079847133030070095692445057	(7,27)
-0.01075750794049072302683184597	(7,28)
-0.00390819094100786297374486217	(7,29)
-0.00043622972110923985592871794	(7,30)
-0.32326780995614666473330125194	(8,1)
-0.32325570325215143834111218856	(8,2)
-0.32317406343960338469154463894	(8,3)
-0.32291118267633476343415126643	(8,4)
-0.32230721766075619826215739963	(8,5)
-0.32116305494679609149041705787	(8,6)
-0.31925148843057782910782296765	(8,7)
-0.31633019408716339703358319211	(8,8)
-0.31215590180421003092052349424	(8,9)
-0.30649910532053055866840084421	(8,10)
-0.29915862159313134654352531012	(8,11)
-0.28997531189844221606057253411	(8,12)
-0.27884430878851502468965550405	(8,13)
-0.26572515445301638045795541344	(8,14)
-0.25064934450698898348290014569	(8,15)
-0.23372488289392328027755313354	(8,16)
-0.21513758352548007506487968347	(8,17)
-0.19514899666108607291947954808	(8,18)
-0.17409098645314172934253031517	(8,19)
-0.15235713385207623280082618713	(8,20)
-0.13039127952859016969554653718	(8,21)
-0.10867364834443639120786145146	(8,22)
-0.08770510457208910846402712579	(8,23)
-0.06799017083765719355828812623	(8,24)
-0.05001950007873053447097020147	(8,25)
-0.0342525163739860299968891532	(8,26)
-0.02110093635496498708254925045	(8,27)
-0.01091384843323149509771332431	(8,28)
-0.00396496393296393130458057916	(8,29)
-0.00044256525172087560729087223	(8,30)
-0.32952973288547105511714461502	(9,1)
-0.32951738644949096628205452214	(9,2)
-0.32943413004908077486029602318	(9,3)
-0.32916604398246035941352342437	(9,4)
-0.32855012055073038274185213022	(9,5)
-0.32738330625527202463197170533	(9,6)
-0.32543390325753232868347433927	(9,7)
-0.32245480527198240464760718987	(9,8)
-0.31819795578163668463907954553	(9,9)
-0.31242935597872865462148311245	(9,10)
-0.30494391905622122058231731299	(9,11)
-0.29557946806858325292447220484	(9,12)
-0.28422920682583127651725353019	(9,13)
-0.27085205602648421674222040922	(9,14)
-0.25548033748304179659916785202	(9,15)
-0.23822440390999737625873361493	(9,16)
-0.21927394520829713695942911014	(9,17)
-0.19889584842757647275341064552	(9,18)
-0.17742864091380247853347194891	(9,19)
-0.15527369755541109547176950864	(9,20)
-0.13288353659565865218727474984	(9,21)
-0.11074765768034194464450237315	(9,22)
-0.08937648490913700802066862373	(9,23)
-0.06928406193119301269687651094	(9,24)
-0.05097020207331651355355243623	(9,25)
-0.03490282196368422206605172092	(9,26)
-0.02150118136057104654211473237	(9,27)
-0.0111207155232563869525071561	(9,28)
-0.00404008135333521962024673125	(9,29)
-0.00045094770619565413812399803	(9,30)
-0.33732561133511317854978132078	(10,1)
-0.33731296566682291511849246585	(10,2)
-0.33722769145071606501472749306	(10,3)
-0.33695310817200807867952650655	(10,4)
-0.33632225845679811768681600889	(10,5)
-0.3351271712489017157050794901	(10,6)
-0.33313054321862570214456195544	(10,7)
-0.33007930124977388276308783594	(10,8)
-0.32571941895771847889493797347	(10,9)
-0.31981129757653037935789268913	(10,10)
-0.31214498933837892026454569542	(10,11)
-0.30255454151532310780347441893	(10,12)
-0.29093077204802073621861860301	(10,13)
-0.27723185208007629341971136476	(10,14)
-0.26149116414894114027330710566	(10,15)
-0.24382202318890223491156857775	(10,16)
-0.22441898551648046609830398421	(10,17)
-0.20355562219427815368832002782	(10,18)
-0.18157879050754634833053646231	(10,19)
-0.15889959333256982725803169931	(10,20)
-0.13598136362867565377905978711	(10,21)
-0.11332514335845645804834536824	(10,22)
-0.09145323691678634768428654142	(10,23)
-0.07089150387147375372310014951	(10,24)
-0.05215111108941183320020863785	(10,25)
-0.03571048820554358966015180985	(10,26)
-0.02199822241977114949810238337	(10,27)
