b^2^2_2_(sigma,mu)
-0.0145982984499858077240005452	(1,1)
-0.1311447249177604251200183172	(1,2)
-0.3629607948047888194350453108	(1,3)
-0.707507340595807396606708429	(1,4)
-1.161011391152486145151252828	(1,5)
-1.718508511088234764790304601	(1,6)
-2.373898284577547708469165778	(1,7)
-3.120012162848895159230249026	(1,8)
-3.94869275631171454960937728	(1,9)
-4.850883544595139945231345693	(1,10)
-5.816727900503835674088760163	(1,11)
-6.835676274430857675652470157	(1,12)
-7.896600359503929394161475358	(1,13)
-8.987913048618127756553485452	(1,14)
-10.097692995701442305310469385	(1,15)
-11.21381259825204628707898475	(1,16)
-12.32406822032641780361730552	(1,17)
-13.41631147014155549706743676	(1,18)
-14.47858033165470850819032612	(1,19)
-15.49922892457400641760457947	(1,20)
-16.46705463429492900575223945	(1,21)
-17.37142131653810347776547681	(1,22)
-18.20237724709885374624350016	(1,23)
-18.95076646245607673686213903	(1,24)
-19.60833212987105721970949321	(1,25)
-20.16781060356881796984145364	(1,26)
-20.62301487306010728866020391	(1,27)
-20.9689061952360620728305101	(1,28)
-21.2016528257809400508297566	(1,29)
-21.31867492721618783565355	(1,30)
-0.0145982936431140010270208544	(2,1)
-0.1311446817336958836561873726	(2,2)
-0.362960675264050492362849194	(2,3)
-0.707507107434746906505367077	(2,4)
-1.161011007993816152285782665	(2,5)
-1.718507942417756327279227999	(2,6)
-2.373897495510274571426072281	(2,7)
-3.120011118701314657226337352	(2,8)
-3.948691422030657272992365379	(2,9)
-4.850881884123691284185821333	(2,10)
-5.816725876187352627652542001	(2,11)
-6.835673846578640789571970341	(2,12)
-7.896597486222613460143590415	(2,13)
-8.987909686020678995120572779	(2,14)
-10.097689098571208693375623164	(2,15)
-11.21380812120612019268377426	(2,16)
-12.32406311947914558474468919	(2,17)
-13.41630570522072005888233965	(2,18)
-14.47857386847372368136495003	(2,19)
-15.49922173771781206118992165	(2,20)
-16.46704670983968195010122194	(2,21)
-17.37141265459946999589946884	(2,22)
-18.20236786399427296980558992	(2,23)
-18.95075639227518347563731928	(2,24)
-19.60832142527637430335071357	(2,25)
-20.16779933569484739916433289	(2,26)
-20.62300313044009349754017042	(2,27)
-20.96889408175715133241882524	(2,28)
-21.201640457743935287219931	(2,29)
-21.318662429648470949383082	(2,30)
-0.0145982615563784625564729143	(3,1)
-0.1311443934719677821190803209	(3,2)
-0.3629598773013241914342421712	(3,3)
-0.707505550992552836667442023	(3,4)
-1.16100845011920386894307353	(3,5)
-1.718504145721618704654761887	(3,6)
-2.37389222645072874223765185	(3,7)
-3.120004144529341996921697397	(3,8)
-3.948682506749021648586641939	(3,9)
-4.850870784017814606418122897	(3,10)
-5.81671233564362043836483201	(3,11)
-6.835657594991995630222144854	(3,12)
-7.896578236798560243514936357	(3,13)
-8.987887137191999580889078532	(3,14)
-10.097662938579739406085754295	(3,15)
-11.21377803615548995666931211	(3,16)
-12.32402880486290748965326619	(3,17)
-13.41626688059519671285128578	(3,18)
-14.47853029460399471091415732	(3,19)
-15.49917323520926127007796955	(3,20)
-16.46699317800769641224994715	(3,21)
-17.37135408915558897527006299	(3,22)
-18.20230437206274555912485811	(3,23)
-18.95068820331594206320863224	(3,24)
-19.60824889668451822960965111	(3,25)
-20.16772295216571469376242663	(3,26)
-20.62292349661218576973237618	(3,27)
-20.96881190813919894508575071	(3,28)
-21.2015565404538500683650293	(3,29)
-21.318577624991679248473276	(3,30)
-0.0145981598942355734706750008	(4,1)
-0.1311434801550683471545379967	(4,2)
-0.3629573490374984313752460126	(4,3)
-0.707500619370789014003369464	(4,4)
-1.161000344710055821034880097	(4,5)
-1.718492112692870034609836765	(4,6)
-2.37387552231672398983537536	(4,7)
-3.119982025433856180645387346	(4,8)
-3.94865421446751540735347084	(4,9)
-4.850835530562896321137337879	(4,10)
-5.816669288884253896075173482	(4,11)
-6.835605867986538162591438542	(4,12)
-7.896516883551200605783371696	(4,13)
-8.987815157254836636319803896	(4,14)
