a^2^1^2_1_(sigma,mu)
0.6666666666666643860643639536	(1,1)
0.6666666666664826120098958063	(1,2)
0.6666666666652568420260309981	(1,3)
0.6666666666613098203199746921	(1,4)
0.6666666666522413954128092777	(1,5)
0.6666666666350612527729774361	(1,6)
0.6666666666063559971622711646	(1,7)
0.6666666665624827724837651151	(1,8)
0.6666666664997804286077730158	(1,9)
0.6666666664147884963829945855	(1,10)
0.6666666663044639276704030166	(1,11)
0.6666666661663856865807023564	(1,12)
0.6666666659989378119545130394	(1,13)
0.6666666658014624673565854638	(1,14)
0.6666666655743757043301354448	(1,15)
0.6666666653192401360475788845	(1,16)
0.6666666650387904011615848684	(1,17)
0.6666666647369091423153367537	(1,18)
0.6666666644185531810690473992	(1,19)
0.66666666408963158869883979	(1,20)
0.6666666637568393719488781765	(1,21)
0.6666666634274524469388423339	(1,22)
0.6666666631090913855997994111	(1,23)
0.6666666628094630011398708883	(1,24)
0.6666666625360901015417896709	(1,25)
0.666666662296040594648528899	(1,26)
0.6666666620956674976140901321	(1,27)
0.6666666619403712303758341017	(1,28)
0.666666661834394829549920717	(1,29)
0.6666666617806614139912597	(1,30)
0.6666666666664821066262262878	(2,1)
0.6666666666517718580208493955	(2,2)
0.6666666665525751863872681662	(2,3)
0.6666666662331584760627688965	(2,4)
0.6666666654992870502599073089	(2,5)
0.6666666641089666954556340443	(2,6)
0.6666666617859649730624643314	(2,7)
0.6666666582354801078508202264	(2,8)
0.666666653161229885800116897	(2,9)
0.6666666462831724388463643154	(2,10)
0.6666666373550461617438995174	(2,11)
0.6666666261809264728139293988	(2,12)
0.6666666126300403330304914542	(2,13)
0.6666665966491519665119150099	(2,14)
0.6666665782719311041185456296	(2,15)
0.6666665576248341467662381984	(2,16)
0.6666665349291648181991674228	(2,17)
0.6666665104991301592624405879	(2,18)
0.6666664847358661136850507125	(2,19)
0.6666664581175702409850558285	(2,20)
0.6666664311860425329217240088	(2,21)
0.6666664045300934489786772135	(2,22)
0.6666663787664248561438898235	(2,23)
0.6666663545187175917042054997	(2,24)
0.6666663323957615344052058965	(2,25)
0.6666663129695332221540378899	(2,26)
0.6666662967541559312675883588	(2,27)
0.6666662841866631200366618826	(2,28)
0.666666275610425989316411145	(2,29)
0.66666627126200029114030536	(2,30)
0.666666666665245193001504941	(3,1)
0.6666666665519474772695865376	(3,2)
0.6666666657879388875800027317	(3,3)
0.6666666633278048397656379738	(3,4)
0.6666666576755580937510094924	(3,5)
0.6666666469673696408217804803	(3,6)
0.6666666290757095115135191934	(3,7)
0.6666666017300282710986673868	(3,8)
0.6666665626483755038410613988	(3,9)
0.6666665096738851510711247243	(3,10)
0.6666664409098678071013582216	(3,11)
0.6666663548473306536134029648	(3,12)
0.6666662504790784399038818485	(3,13)
0.666666127395107535608704831	(3,14)
0.6666659858547589752684521586	(3,15)
0.6666658268320135868832117128	(3,16)
0.6666656520313611797121161289	(3,17)
0.6666654638728256252198716717	(3,18)
0.6666652654459477273715632067	(3,19)
0.6666650604337854651060800298	(3,20)
0.6666648530092500382473047053	(3,21)
0.6666646477073141192755245383	(3,22)
0.6666644492777575311986238549	(3,23)
0.6666642625241015795153018584	(3,24)
0.6666640921351700153432263268	(3,25)
0.6666639425162470681614263716	(3,26)
0.6666638176270329499735813842	(3,27)
0.6666637208334891903562339904	(3,28)
0.666663654780202813254562953	(3,29)
0.66666362128908485595808381	(3,30)
0.6666666666612208852729291595	(4,1)
0.6666666662271681081545307633	(4,2)
0.6666666633001889838856342516	(4,3)
0.666666653875215243400899113	(4,4)
0.6666666322209987835658712298	(4,5)
0.6666665911970619618607562818	(4,6)
0.6666665226526725357180436298	(4,7)
0.666666417889189151803303596	(4,8)
0.6666662681643090818637793301	(4,9)
0.6666660652149623996688478542	(4,10)
0.6666658017748692299778081155	(4,11)
0.6666654720630849273428373729	(4,12)
0.6666650722211325083091293944	(4,13)
0.6666646006784618656903614295	(4,14)
0.6666640584288639785564965812	(4,15)
0.666663449203982906654795716	(4,16)
0.6666627795340877901586913469	(4,17)
0.6666620586906734727435644212	(4,18)
0.666661298510133655018419348	(4,19)
0.6666605131025696572116444625	(4,20)
0.6666597184546210583062969881	(4,21)
0.6666589319398705033968032174	(4,22)
0.6666581717546988332199332947	(4,23)
0.6666574563012428688586372009	(4,24)
0.6666568035421205574365628482	(4,25)
0.6666562303536261468344929696	(4,26)
0.666655751904977179799283316	(4,27)
0.6666553810907796283953816496	(4,28)
0.666655128042101397311607192	(4,29)
0.66665499973842759136739113	(4,30)
0.6666666666518397491890300554	(5,1)
0.666666665470069084189674353	(5,2)
0.6666666575009505461862203446	(5,3)
0.6666666318401148887584567963	(5,4)
0.6666665728834264805012255349	(5,5)
0.666666461189935844063346264	(5,6)
0.6666662745681658932474411577	(5,7)
0.6666659893349456377504973444	(5,8)
0.6666655816883403240332573044	(5,9)
0.6666650291313566280367157794	(5,10)
0.6666643118811168232703886176	(5,11)
0.6666634141990319387895826877	(5,12)
0.666662325580972267927433937	(5,13)
0.6666610417522612001411290832	(5,14)
0.6666595654201862612800558518	(5,15)
0.6666579067462955586624691149	(5,16)
0.6666560835116984287718144723	(5,17)
0.6666541209605940376368989296	(5,18)
0.6666520513199883000387854608	(5,19)
0.6666499130066861172195506778	(5,20)
0.666647749545780618794712312	(5,21)
0.6666456082375641752701838053	(5,22)
0.6666435386215534207269066326	(5,23)
0.6666415907965931206148416051	(5,24)
0.6666398136641939175959609279	(5,25)
0.6666382531677948211300132532	(5,26)
0.6666369506030224104866828293	(5,27)
0.666635941072877341693992072	(5,28)
0.666635252156936739502049777	(5,29)
0.66663490285517368410043226	(5,30)
0.6666666666337308043994378758	(6,1)
0.6666666640085974405051204357	(6,2)
0.6666666463063484635512720263	(6,3)
0.6666665893045022840316853054	(6,4)
0.6666664583407441065140392561	(6,5)
0.6666662102298960653818614735	(6,6)
0.666665795677035383777801233	(6,7)
0.6666651620739561494216602413	(6,8)
0.6666642565491318559375023384	(6,9)
0.6666630291305008072982395287	(6,10)
0.6666614358759707358097578083	(6,11)
0.6666594418283823304759244597	(6,12)
0.6666570236593687835460930771	(6,13)
0.6666541718794963782332790915	(6,14)
0.666650892509562335453151567	(6,15)
0.6666472081292182753837722413	(6,16)
0.6666431582434448318619148543	(6,17)
0.6666387989341057081161144141	(6,18)
0.6666342017921355047216367234	(6,19)
0.6666294521551002691838567049	(6,20)
0.666624646704059245751980225	(6,21)
0.6666198905018704509451287793	(6,22)
0.6666152935812005175087244207	(6,23)
0.6666109672132797406575070444	(6,24)
0.6666070200065854333574015797	(6,25)
0.6666035539968764427859684489	(6,26)
0.6666006608952354375676492306	(6,27)
0.6665984186581946785286253175	(6,28)
0.666596888533236962629837257	(6,29)
0.6665961127141040800255326	(6,30)
0.6666666666027674024755144495	(7,1)
0.6666666615097144795671109722	(7,2)
0.666666627165368787283184362	(7,3)
0.6666665165754171390654976407	(7,4)
0.6666662624911730846054904258	(7,5)
0.6666657811288711018205946248	(7,6)
0.6666649768516975161545133292	(7,7)
0.6666637475957392561705201524	(7,8)
0.6666619907879327235347141978	(7,9)
0.6666596094830173726557872392	(7,10)
0.6666565184378529978238197575	(7,11)
0.6666526498449877672448288316	(7,12)
0.6666479584622735882584325829	(7,13)
0.6666424259004553578996341698	(7,14)
0.6666360638646434768043542041	(7,15)
0.6666289161869722742925240784	(7,16)
0.6666210595351138444207035841	(7,17)
0.6666126027332462403464955022	(7,18)
0.666603684687146660936341866	(7,19)
0.6665944709617904205971553536	(7,20)
0.6665851491165109743380419889	(7,21)
0.6665759229575006335744211064	(7,22)
0.6665670059180264787760408205	(7,23)
0.6665586138207985143844402328	(7,24)
0.6665509573119475969410266008	(7,25)
0.666544234279618945094147364	(7,26)
0.6665386225801494870932763684	(7,27)
0.6665342733896334259279352823	(7,28)
0.666531305477661429649783007	(7,29)
0.66652980066340990607688673	(7,30)
0.666666666554122959128991124	(8,1)
0.6666666575838936209870000338	(8,2)
0.6666665970943121594672548345	(8,3)
0.6666664023158604246516257465	(8,4)
0.6666659548058588658347675419	(8,5)
0.6666651069995927001570998409	(8,6)
0.6666636904575191217961435327	(8,7)
0.6666615254232557574256592416	(8,8)
