ldd331_(sigma,mu)
0.0005025939907553943666448486	(1,1)
0.0005025935898187410219945459	(1,2)
0.0005025908861596854524615201	(1,3)
0.0005025821803522370336404192	(1,4)
0.000502562178839121980629952	(1,5)
0.0005025242874516068248792665	(1,6)
0.000502460981430846313453075	(1,7)
0.0005023642348825506691135731	(1,8)
0.0005022259897936909844515787	(1,9)
0.0005020386428174327979127848	(1,10)
0.0005017955270766484674411823	(1,11)
0.0005014913662909457899644143	(1,12)
0.0005011226795965628729334534	(1,13)
0.0005006881174577865895725315	(1,14)
0.0005001887119754393026356736	(1,15)
0.0004996280285565486271541694	(1,16)
0.000499012210160577771262214	(1,17)
0.000498349909996405207028538	(1,18)
0.000497652113407387860100456	(1,19)
0.000496931854536914125237366	(1,20)
0.000496203838001532228579236	(1,21)
0.000495483980010074501749701	(1,22)
0.000494788886970479982621109	(1,23)
0.000494135292462859286595863	(1,24)
0.000493539475402613909563075	(1,25)
0.000493016683184719906988748	(1,26)
0.000492580583545743468574924	(1,27)
0.000492242767804366135337307	(1,28)
0.000492012326089210017631274	(1,29)
0.00049189551222212810132469	(1,30)
0.0044541924778957638314258948	(2,1)
0.0044541888592484458262951296	(2,2)
0.0044541644574171036411031981	(2,3)
0.0044540858832918263208470663	(2,4)
0.0044539053599558960954919795	(2,5)
0.0044535633718430678273354224	(2,6)
0.0044529920043569846649962758	(2,7)
0.0044521188199036666923669455	(2,8)
0.0044508710909892068991168241	(2,9)
0.0044491801936834785103310222	(2,10)
0.0044469859561241853429518	(2,11)
0.0044442407572286171092169769	(2,12)
0.004440913180387485411171458	(2,13)
0.0044369910452306155001622165	(2,14)
0.0044324836667899633056957778	(2,15)
0.0044274232244051524184001069	(2,16)
0.004421865161085592797733638	(2,17)
0.004415887576090354024968109	(2,18)
0.004409589617378360461039739	(2,19)
0.004403088924400223374387026	(2,20)
0.004396518213532968101076782	(2,21)
0.004390021136468403307318834	(2,22)
0.004383747574387847818957863	(2,23)
0.004377848556360809284585151	(2,24)
0.004372471007963496978799698	(2,25)
0.004367752544844804744407151	(2,26)
0.004363816525476476954842154	(2,27)
0.004360767567615725211631159	(2,28)
0.004358687714489026474240166	(2,29)
0.00435763341016536507008618	(2,30)
0.0119956712000120102410277751	(3,1)
0.0119956610976032535115345816	(3,2)
0.0119955929734527777483472386	(3,3)
0.0119953736130514540118007641	(3,4)
0.0119948696345349909489169566	(3,5)
0.0119939148845134416321072559	(3,6)
0.011992319761515755348571266	(3,7)
0.0119898820369824979699382484	(3,8)
0.0119863986731094163597931503	(3,9)
0.0119816780884008179575582621	(3,10)
0.0119755522977056438350066775	(3,11)
0.0119678883548830902527702516	(3,12)
0.0119585985530639500714920993	(3,13)
0.0119476488886066774560306429	(3,14)
0.0119350653680935881090160931	(3,15)
0.011920937829900275122935293	(3,16)
0.011905421058993872144007869	(3,17)
0.011888733091007663901830592	(3,18)
0.011871150724179739635954911	(3,19)
0.011853002380079257204950218	(3,20)
0.011834658570825090378849366	(3,21)
0.011816520336614065504709892	(3,22)
0.011799006108165460766218056	(3,23)
0.011782537520164267550646132	(3,24)
0.011767524750795401086980054	(3,25)
0.011754351986828334829110232	(3,26)
0.011743363612331928448693364	(3,27)
0.011734851691988244218532408	(3,28)
0.011729045268267669128140725	(3,29)
0.01172610191763233800609224	(3,30)
0.022437301434394423415496028	(4,1)
0.0224372815131042569174240816	(4,2)
0.0224371471767301477198524943	(4,3)
0.022436714612357799827356206	(4,4)
0.0224357207997134192763075976	(4,5)
0.0224338380953447758930075906	(4,6)
0.022430692618019672282705818	(4,7)
0.0224258855872971560400103672	(4,8)
0.0224190166279242187076689661	(4,9)
0.0224097079571509595633896859	(4,10)
0.0223976283245275929936276751	(4,11)
0.0223825155764290016289538372	(4,12)
0.0223641967704252371548275557	(4,13)
0.0223426048654532070388695659	(4,14)
0.022317791158210088679316245	(4,15)
0.02228993281802567024439341	(4,16)
0.022259335083772932453663416	(4,17)
0.022226427917934550847645696	(4,18)
0.022191757154648241162567763	(4,19)
0.022155970419839491210055747	(4,20)
0.022119798331855927493417203	(4,21)
0.022084031700252370777351703	(4,22)
0.022049495619360237412961914	(4,23)
0.022017021494143801990738936	(4,24)
0.021987418132391290008206234	(4,25)
0.021961443085232137820270708	(4,26)
0.021939775415149710150267429	(4,27)
0.021922991017117016147578178	(4,28)
0.021911541516473477707774127	(4,29)
0.02190573762104291404718942	(4,30)
0.0348269728139972327444204076	(5,1)
0.0348269396956557086329220971	(5,2)
0.0348267163668540481169805553	(5,3)
0.0348259972460719518838092869	(5,4)
0.0348243450729205522628141928	(5,5)
0.0348212151541258916254846764	(5,6)
0.0348159859292455686025352326	(5,7)
0.0348079944463586664559823011	(5,8)
0.0347965751062836232625835949	(5,9)
0.0347810998748804538385978026	(5,10)
0.0347610180838376161864107744	(5,11)
0.0347358939446895686788565441	(5,12)
0.0347054399886543452938525409	(5,13)
0.034669544812543926656238979	(5,14)
0.034628293751286256003458687	(5,15)
0.034581981400097866063954095	(5,16)
0.034531115260893504357875899	(5,17)
0.034476410172766053685303167	(5,18)
0.03441877358846334505690914	(5,19)
0.034359282160113863046838636	(5,20)
0.034299150480413906552474523	(5,21)
0.034239693173282333367658686	(5,22)
0.034182281825349096944961765	(5,23)
0.034128298483510366697571796	(5,24)
0.034079087603873369452714121	(5,25)
0.034035908416668607702369372	(5,26)
0.033999889666591517027447326	(5,27)
0.033971988598687405435977353	(5,28)
0.033952955890107817640208464	(5,29)
0.03394330798512361638265543	(5,30)
0.0480437385471102080979616968	(6,1)
0.0480436888869555109254666849	(6,2)
0.0480433540108094773076438568	(6,3)
0.0480422757066543024998662484	(6,4)
0.048039798313672186638748569	(6,5)
0.0480351050795643018118552117	(6,6)
0.0480272639951855832917462524	(6,7)
0.0480152809928216963004316717	(6,8)
0.0479981580467425545289042573	(6,9)
0.0479749534758725054617121811	(6,10)
0.0479448416293271737867175697	(6,11)
0.047907169141761383512593863	(6,12)
0.047861505077034435756520237	(6,13)
0.047807682530181398640437994	(6,14)
0.047745829618318660075407087	(6,15)
0.047676388245283122235359596	(6,16)
0.047600119552696904961879703	(6,17)
0.047518095548641817871054024	(6,18)
0.047431677008816716003514353	(6,19)
0.047342478347388028372959717	(6,20)
0.047252320729227318614383667	(6,21)
0.047163175216591140448593684	(6,22)
0.047077098188628839882817214	(6,23)
0.046996161621866561151714929	(6,24)
0.046922381058697903399496984	(6,25)
0.046857644208479692068383144	(6,26)
0.046803643116961560860312846	(6,27)
0.046761812704850288620757599	(6,28)
0.046733278221159494649630512	(6,29)
0.04671881379263201090554698	(6,30)
0.060912121999914140402397075	(7,1)
0.0609120525980546797904838602	(7,2)
0.0609115845965661248471312534	(7,3)
0.060910077627844675995900475	(7,4)
0.060906615383565335922594218	(7,5)
0.0609000564277280260065106497	(7,6)
0.0608890982569226815204978288	(7,7)
0.0608723516543924477654665884	(7,8)
0.0608484218979160075317196063	(7,9)
0.060815993046945332265522037	(7,10)
0.060773911367102385152669325	(7,11)
0.060721263958066524702522726	(7,12)
0.060657448834392002518890037	(7,13)
0.060582233060422051795254887	(7,14)
0.060495796045236575092374995	(7,15)
0.06039875573960506373604558	(7,16)
0.060292176216377329804000873	(7,17)
0.060177555926073998753254033	(7,18)
0.060056796764833373174889013	(7,19)
0.05993215493492136650714196	(7,20)
0.059806175381417898945989662	(7,21)
0.059681612316976174947473945	(7,22)
0.0595613389676576488128331	(7,23)
0.059448250159578646420258875	(7,24)
0.059345161697305927605594118	(7,25)
0.059254710646370520719116684	(7,26)
0.05917926061716886279651636	(7,27)
0.059120815956809503927801024	(7,28)
0.059080948397622444763960848	(7,29)
0.0590607392016708808757554	(7,30)
0.0723258584842046672544335713	(8,1)
0.0723257663990170698115315939	(8,2)
0.0723251454357931815465806332	(8,3)
0.0723231459294220328998872073	(8,4)
0.0723185520876784564570419678	(8,5)
0.0723098494166874873617849074	(8,6)
0.0722953097278956217899923738	(8,7)
0.0722730898088385307195514373	(8,8)
0.072241339193143233550923072	(8,9)
0.072198312019573742695714436	(8,10)
0.07214247774614086060529016	(8,11)
0.072072625494388279588592319	(8,12)
0.071987957041758578564428236	(8,13)
0.071888163946834660581314039	(8,14)
0.071773484963502988953849493	(8,15)
0.071644740746581314422763436	(8,16)
0.071503343835958952470460901	(8,17)
0.071351282985131301848265518	(8,18)
0.071191082025076113404184522	(8,19)
0.071025734575476440375051635	(8,20)
0.070858616982343526820899769	(8,21)
0.070693382826731759895809354	(8,22)
0.070533843170869086130348151	(8,23)
0.070383837349777248847358777	(8,24)
0.070247099550728141727005716	(8,25)
0.070127126631459506864010987	(8,26)
0.070027052602758269414271454	(8,27)
0.069949534943798355903183771	(8,28)
0.069896657441374827159360595	(8,29)
0.06986985356800093585799437	(8,30)
0.0813655834437647760770544391	(9,1)
0.08136546606415318095039588	(9,2)
0.0813646745316811442379326327	(9,3)
0.0813621257917679322564074347	(9,4)
0.0813562700969450256246234036	(9,5)
0.0813451769614077795644288006	(9,6)
0.081326643534588691827892053	(9,7)
0.0812983204017018498123747111	(9,8)
0.081257848992415476919230822	(9,9)
0.081203004207759655658119963	(9,10)
0.081131835586968217307620608	(9,11)
0.081042800344995572777923149	(9,12)
0.080934881919696702878572463	(9,13)
0.080807688263408662855675011	(9,14)
0.080661524971990322370688082	(9,15)
0.080497439428003445266097192	(9,16)
0.080317233395649483715059018	(9,17)
0.08012344288677110510020243	(9,18)
0.079919285557321446298822744	(9,19)
0.079708577327079247468761158	(9,20)
0.079495621277399712370473236	(9,21)
0.079285073111446060290905263	(9,22)
0.079081788504229513503205519	(9,23)
0.078890658480555434501899643	(9,24)
0.078716439503303144544566392	(9,25)
0.078563585210341267469030263	(9,26)
0.078436086696732426351359677	(9,27)
0.078337327903593444576056845	(9,28)
0.078269962062313151457962648	(9,29)
0.07823581428038492646078318	(9,30)
0.0873929454896221224205041749	(10,1)
0.0873928005255437176943757542	(10,2)
0.0873918229813072805162766557	(10,3)
0.0873886752835195069900058716	(10,4)
0.0873814434985463899030711142	(10,5)
0.0873677435005535661621553	(10,6)
0.0873448548407601452774523693	(10,7)
0.0873098761557296586801186515	(10,8)
0.0872598949276310277519518449	(10,9)
0.0871921636990896577339021846	(10,10)
0.087104274483772537781678578	(10,11)
0.086994323120738963525774598	(10,12)
0.086861055699203649467124747	(10,13)
0.086703989917145255968611221	(10,14)
0.086523505301742039215508703	(10,15)
0.086320897565656278027215765	(10,16)
0.086098393940527245246058372	(10,17)
0.08585912804638594664799829	(10,18)
0.085607074644274677461552155	(10,19)
0.0853469463969089762115781	(10,20)
0.085084056447398030952445177	(10,21)
0.084824152142561161171860891	(10,22)
0.084573226507853641720996143	(10,23)
0.084337315070007938825903843	(10,24)
0.08412228628025088617046184	(10,25)
0.083933634090208714771498515	(10,26)
0.083776281165477779729751897	(10,27)
0.083654400795373667956462571	(10,28)
0.083571264793520270323393705	(10,29)
0.08352912361795849059845143	(10,30)
0.0901057643080877463580138039	(11,1)
0.0901055896746695832605692054	(11,2)
0.0901044120597170372878424292	(11,3)
0.0901006201351783504613410289	(11,4)
0.0900919082614660254866159207	(11,5)
0.0900754044072237092807772533	(11,6)
0.0900478314619765355884541893	(11,7)
0.0900056945231807564015817362	(11,8)
0.0899454854983774041934328167	(11,9)
0.0898638954992551994464996992	(11,10)
0.0897580250603939909964285718	(11,11)
0.0896255822168260297437826679	(11,12)
0.089465058927308793091830303	(11,13)
0.089275877219473337121769015	(11,14)
0.089058497722787002552171724	(11,15)
0.088814484889390085540796068	(11,16)
0.088546525107339947692465962	(11,17)
0.08825839599738724950439291	(11,18)
0.087954887355302432656748041	(11,19)
0.087641676354970082522006206	(11,20)
0.087325161662497781772430586	(11,21)
0.087012262935018046222444654	(11,22)
0.086710193708231745081175152	(11,23)
0.086426216848469829110078117	(11,24)
0.086167392511141366765689191	(11,25)
0.085940328880855580030163212	(11,26)
0.085750945862294414177489852	(11,27)
0.085604261357209003538560969	(11,28)
0.085504208831143259578925928	(11,29)
0.08545349358800059905062551	(11,30)
0.0895456059478016569503548152	(12,1)
0.0895453995436074847251469897	(12,2)
0.0895440076873409740652045558	(12,3)
0.0895395259082190677879093922	(12,4)
0.0895292291256348699240606076	(12,5)
0.0895097228770456737276990181	(12,6)
0.0894771340489499930832410096	(12,7)
0.0894273323505725237050430282	(12,8)
0.0893561722935629329248015689	(12,9)
0.0892597444069346468060907432	(12,10)
0.0891346238780624964044870089	(12,11)
0.0889781048011923349424339705	(12,12)
0.0887884087447477043057134731	(12,13)
0.0885648574024715310819437331	(12,14)
0.0883080006295390909272658599	(12,15)
0.088019693116177298186573163	(12,16)
0.08770311522821240111738423	(12,17)
0.087362736038295886675297667	(12,18)
0.087004219163129122329896282	(12,19)
0.086634274585617807811703413	(12,20)
0.086260462053887851433810236	(12,21)
0.085890953798653733492032068	(12,22)
0.085534266099842178093520608	(12,23)
0.085198970586873114418392822	(12,24)
