H5_(sigma,mu)
-5.14971162028340889837e-9	(1,1)
-4.626275326118190256862e-8	(1,2)
-1.2803839345507816176196e-7	(1,3)
-2.4958068117415598698784e-7	(1,4)
-4.0955797367624656668471e-7	(1,5)
-6.0621752625954785278307e-7	(1,6)
-8.37404695698365578684e-7	(1,7)
-1.10058654696332554604279e-6	(1,8)
-1.39287960458620441633838e-6	(1,9)
-1.71108144461990051871882e-6	(1,10)
-2.05170578106563807488027e-6	(1,11)
-2.41102066235329441764789e-6	(1,12)
-2.78508935938624057694112e-6	(1,13)
-3.16981349717262811815174e-6	(1,14)
-3.56097795748374198063696e-6	(1,15)
-3.95429706057619783596883e-6	(1,16)
-4.34546152000099439336584e-6	(1,17)
-4.730185656052281383071e-6	(1,18)
-5.10425435057497932507473e-6	(1,19)
-5.46356922868413847803473e-6	(1,20)
-5.80419356141910577379894e-6	(1,21)
-6.12239539736937715329752e-6	(1,22)
-6.41468845071290467619354e-6	(1,23)
-6.67787029768900030008455e-6	(1,24)
-6.90905746301749919834205e-6	(1,25)
-7.10571701185040524562679e-6	(1,26)
-7.26569430112849430219469e-6	(1,27)
-7.38723658629380833452989e-6	(1,28)
-7.46901222471860146268479e-6	(1,29)
-7.51012526545457242270704e-6	(1,30)
-4.1674560055586735539395e-7	(2,1)
-3.74385991146574068754203e-6	(2,2)
-0.0000103616359711622205636725	(2,3)
-0.00002019756803237333607436464	(2,4)
-0.00003314389154167129955125312	(2,5)
-0.00004905876381842194874110439	(2,6)
-0.0000677678180997110848343835	(2,7)
-0.00008906607392685106251242994	(2,8)
-0.0001127201829449426691865234	(2,9)
-0.00013847098551190101878400318	(2,10)
-0.00016603635010763826914693446	(2,11)
-0.00019511426443508773679308771	(2,12)
-0.00022538614434646401215357794	(2,13)
-0.00025652032434086671471261079	(2,14)
-0.00028817569138927301312941042	(2,15)
-0.00032000542227199256276120183	(2,16)
-0.00035166078347904729384404352	(2,17)
-0.00038279495203816792268813772	(2,18)
-0.00041306681540572174460796688	(2,19)
-0.00044214470878544126385336411	(2,20)
-0.00046971004892580439944234572	(2,21)
-0.00049546082458179624934311867	(2,22)
-0.00051911490539808838751375607	(2,23)
-0.00054041313296112492677660372	(2,24)
-0.00055912216015530857585094666	(2,25)
-0.00057503700771716713661802692	(2,26)
-0.00058798330998071120701251387	(2,27)
-0.00059781922521310100086681914	(2,28)
-0.00060443698961482050872402791	(2,29)
-0.0006077640979624938573628019	(2,30)
-3.20975676956964746832085e-6	(3,1)
-0.00002883504871402773067854449	(3,2)
-0.00007980487645250103855776915	(3,3)
-0.0001555608034114818304187439	(3,4)
-0.00025527283039297367510914344	(3,5)
-0.00037784848849571436410639241	(3,6)
-0.00052194480764238087037026693	(3,7)
-0.00068598302970592399774035766	(3,8)
-0.00086816590515926279744338302	(3,9)
-0.00106649738385429037452348982	(3,10)
-0.00127880448428017634995328728	(3,11)
-0.00150276110174757681796817408	(3,12)
-0.00173591349465990955149306225	(3,13)
-0.00197570716960240162622105004	(3,14)
-0.00221951487061006305309279414	(3,15)
-0.00246466536583927639779465832	(3,16)
-0.00270847271610074211721383554	(3,17)
-0.00294826570441310432082061866	(3,18)
-0.00318141710396709830243432142	(3,19)
-0.00340537246367044036901328609	(3,20)
-0.00361767809575492961077760311	(3,21)
-0.00381600795871038992709882916	(3,22)
-0.00399818914096665272710536194	(3,23)
-0.00416222566613772194343675697	(3,24)
-0.00430632035909759532602749347	(3,25)
-0.00442889453346630573005332797	(3,26)
-0.00452860528500722411360538653	(3,27)
-0.00460436020170389962568612746	(3,28)
-0.00465532932960367444591730896	(3,29)
-0.0046809542635726476248868152	(3,30)
-0.00001229683364376864450635206	(4,1)
-0.00011046936650623416516247431	(4,2)
-0.00030573883208100665085234254	(4,3)
-0.00059596581015070493824670208	(4,4)
-0.00097797049216086892936649484	(4,5)
-0.00144756750905935694819529346	(4,6)
-0.00199961177526655999772418281	(4,7)
-0.0026280548483354731531480475	(4,8)
-0.00332601118867089526005697263	(4,9)
-0.00408583359502084846058850404	(4,10)
-0.00489919699054216065447333259	(4,11)
-0.00575718964222064667792236245	(4,12)
-0.00665041081435410303536081337	(4,13)
-0.00756907378564063774073358159	(4,14)
-0.00850311309999491883169473352	(4,15)
-0.00944229487424882833913687877	(4,16)
