mdd33_(sigma,mu)
-32.38238020668869	(1,1)
-32.38237218549787	(1,2)
-32.38231809575415	(1,3)
-32.38214392640266	(1,4)
-32.38174377465501	(1,5)
-32.38098571961347	(1,6)
-32.37971922779179	(1,7)
-32.37778374937334	(1,8)
-32.37501810758138	(1,9)
-32.37127024455789	(1,10)
-32.36640686748528	(1,11)
-32.36032253933983	(1,12)
-32.35294777974608	(1,13)
-32.34425578209939	(1,14)
-32.33426741173307	(1,15)
-32.32305422388388	(1,16)
-32.31073932628451	(1,17)
-32.29749600553579	(1,18)
-32.28354413473904	(1,19)
-32.26914447776796	(1,20)
-32.25459109862254	(1,21)
-32.24020216837281	(1,22)
-32.22630953354523	(1,23)
-32.21324746532093	(1,24)
-32.20134104624024	(1,25)
-32.19089466871994	(1,26)
-32.18218111695047	(1,27)
-32.17543168090184	(1,28)
-32.17082770933218	(1,29)
-32.16849394974486	(1,30)
-31.966685461694895401	(2,1)
-31.966677299087764418	(2,2)
-31.966622255719665698	(2,3)
-31.966445015644892743	(2,4)
-31.966037808685078689	(2,5)
-31.965266387097405079	(2,6)
-31.963977560648618159	(2,7)
-31.962007942810250629	(2,8)
-31.959193503467373629	(2,9)
-31.955379484051874171	(2,10)
-31.950430211195048464	(2,11)
-31.944238345816592527	(2,12)
-31.936733126095552958	(2,13)
-31.927887204148878529	(2,14)
-31.91772173572362788	(2,15)
-31.906309457210625702	(2,16)
-31.893775571514329265	(2,17)
-31.880296359900842356	(2,18)
-31.866095536638015938	(2,19)
-31.851438462592355258	(2,20)
-31.836624428530061614	(2,21)
-31.821977304484170215	(2,22)
-31.807834924418439986	(2,23)
-31.794537632356111596	(2,24)
-31.78241645469363449	(2,25)
-31.771781381962655446	(2,26)
-31.762910241103649291	(2,27)
-31.756038616542035248	(2,28)
-31.751351236063177444	(2,29)
-31.74897517753631156	(2,30)
-31.1643483890968137562	(3,1)
-31.1643399518631743611	(3,2)
-31.1642830565836913959	(3,3)
-31.164099853257061927	(3,4)
-31.1636789453188173762	(3,5)
-31.1628815664766267754	(3,6)
-31.1615493674883626011	(3,7)
-31.1595134537161398176	(3,8)
-31.1566042552857857152	(3,9)
-31.1526617712020618637	(3,10)
-31.1475457086326273074	(3,11)
-31.1411450397038564479	(3,12)
-31.1333865205416233418	(3,13)
-31.1242417599983248369	(3,14)
-31.1137324866980019906	(3,15)
-31.1019337400541524935	(3,16)
-31.0889748004203502103	(3,17)
-31.0750377716201010018	(3,18)
-31.0603538314857771418	(3,19)
-31.0451972682395191094	(3,20)
-31.029877518096959234	(3,21)
-31.0147295080919723449	(3,22)
-31.0001026839186646931	(3,23)
-30.9863491622340836484	(3,24)
-30.97381148773354481	(3,25)
-30.9628104955900799749	(3,26)
-30.9536337786273685563	(3,27)
-30.9465252358950400649	(3,28)
-30.941676136094402844	(3,29)
-30.9392180674113159514	(3,30)
-30.02911416953726837934	(4,1)
-30.0291053393589624894	(4,2)
-30.02904579430471774935	(4,3)
-30.02885405857765272503	(4,4)
-30.02841354694395111531	(4,5)
-30.02757902812168229656	(4,6)
-30.02618477199782044131	(4,7)
-30.02405400453736944354	(4,8)
-30.02100923280004873997	(4,9)
-30.01688296051992257713	(4,10)
-30.01152829405082285021	(4,11)
-30.0048289400056774207	(4,12)
-29.99670811951802398882	(4,13)
-29.98713596867206741787	(4,14)
-29.97613505833121195056	(4,15)
-29.9637837465895450064	(4,16)
-29.95021716994175715277	(4,17)
-29.93562578104493614696	(4,18)
-29.92025144728814477688	(4,19)
-29.90438123075125078904	(4,20)
-29.88833907196344665235	(4,21)
-29.87247569276915873903	(4,22)
-29.85715711352386580401	(4,23)
-29.84275224323968955887	(4,24)
-29.82962004531767805533	(4,25)
-29.81809680408466473011	(4,26)
-29.80848401735426413322	(4,27)
-29.80103741749268228052	(4,28)
-29.79595757883794723923	(4,29)
-29.79338250463174644464	(4,30)
-28.631710928573234757859	(5,1)
-28.631701606250805831423	(5,2)
-28.631638742484432344254	(5,3)
-28.63143632037234655106	(5,4)
-28.6309712562832379388	(5,5)
-28.630090222421007932025	(5,6)
-28.628618246031151999149	(5,7)
-28.626368687920603430772	(5,8)
-28.623154138376485122556	(5,9)
-28.618797724652908462471	(5,10)
-28.61314430279101568071	(5,11)
-28.606071008471305583002	(5,12)
-28.597496666670307073446	(5,13)
-28.587389606922333598923	(5,14)
-28.575773497880793578954	(5,15)
-28.562730898742888918293	(5,16)
-28.548404322388255408377	(5,17)
-28.532994711704196847888	(5,18)
-28.516757342076866843676	(5,19)
-28.499995274761289201262	(5,20)
-28.483050593105788473831	(5,21)
-28.466293751832067563313	(5,22)
-28.450111454500644315418	(5,23)
-28.434893542142985537242	(5,24)
-28.421019423686704369557	(5,25)
-28.408844603915245788633	(5,26)
-28.398687865905192845815	(5,27)
-28.390819641828913065144	(5,28)
-28.385452059448397279446	(5,29)
-28.382731083404079077995	(5,30)
-27.0504797092670098284863	(6,1)
-27.0504698164609145004622	(6,2)
-27.0504031057130679884919	(6,3)
-27.0501882962094944209097	(6,4)
-27.0496947717670851155216	(6,5)
-27.0487598202103259735244	(6,6)
-27.0471977574295499891935	(6,7)
-27.0448105143274966289222	(6,8)
-27.0413991965121545536479	(6,9)
-27.0367760802432736945212	(6,10)
-27.0307764856905952452457	(6,11)
-27.023269970827591531108	(6,12)
-27.0141703159946650655878	(6,13)
-27.0034438190194503801822	(6,14)
-26.9911154915414441041707	(6,15)
-26.9772728358005026722664	(6,16)
-26.9620669838838696528921	(6,17)
-26.9457110940259403734292	(6,18)
-26.9284760163853119578581	(6,19)
-26.9106833589326492000232	(6,20)
-26.8926961977610608688792	(6,21)
-26.8749077804789545176978	(6,22)
-26.85772866185041655978	(6,23)
-26.8415727834643625208436	(6,24)
-26.8268430605464459523423	(6,25)
-26.8139170665098507864155	(6,26)
-26.8031334078897274036371	(6,27)
-26.7947793584455734672642	(6,28)
-26.7890802721529387490553	(6,29)
-26.786191222444076753141	(6,30)
-25.36220680153426183558172	(7,1)
-25.36219628085821153313077	(7,2)
-25.36212533615729118122481	(7,3)
-25.36189689326495932755172	(7,4)
-25.36137204611928476604839	(7,5)
-25.36037775557023353139327	(7,6)
-25.35871655245194032486464	(7,7)
-25.35617779635047828635277	(7,8)
-25.35254996882116912074617	(7,9)
-25.34763343053069213381353	(7,10)
-25.34125304793883435163595	(7,11)
-25.33327009755415344823996	(7,12)
-25.32359288420532512197593	(7,13)
-25.31218556277937718035732	(7,14)
-25.29907472810931111590428	(7,15)
-25.28435343190236419552285	(7,16)
-25.26818239482499149438262	(7,17)
-25.2507883015798935129245	(7,18)
-25.23245919210337549173866	(7,19)
-25.21353708772293352084009	(7,20)
-25.19440811202560652762398	(7,21)
-25.17549047719074432866666	(7,22)
-25.15722080282988566655463	(7,23)
-25.14003931163996527425798	(7,24)
-25.12437450079526217323813	(7,25)
-25.11062791724215482358196	(7,26)
-25.09915966723380470638574	(7,27)
-25.0902752650467480584278	(7,28)
-25.0842143736165514329268	(7,29)
-25.0811419128483047015404	(7,30)
-23.63471175944546543731466	(8,1)
-23.63470057421836422086421	(8,2)
-23.63462514821789880623789	(8,3)
-23.63438227556477038944792	(8,4)
-23.633824276554983518871	(8,5)
-23.63276718370106445451952	(8,6)
-23.63100105954984505633001	(8,7)
-23.62830196957537334267672	(8,8)
-23.62444505592786476032949	(8,9)
-23.61921810509401084691646	(8,10)
-23.6124349768065432306924	(8,11)
-23.60394826382807942232131	(8,12)
-23.59366058229321643005667	(8,13)
-23.58153394870850817666957	(8,14)
-23.56759677997858640115441	(8,15)
-23.55194815348553755772788	(8,16)
-23.53475908103143064650319	(8,17)
-23.51627067846316160121178	(8,18)
-23.49678924668972893531197	(8,19)
-23.47667841397480013677046	(8,20)
-23.45634861818708224921059	(8,21)
-23.43624432561533498754837	(8,22)
-23.41682948486809512069167	(8,23)
-23.39857179572682659287832	(8,24)
-23.38192642984397806013356	(8,25)
-23.36731987009782437830946	(8,26)
-23.35513453660368864456423	(8,27)
-23.34569483946781188335944	(8,28)
-23.33925524230667253905624	(8,29)
-23.3359908386012381056354	(8,30)
-21.92212940162948894285365	(9,1)
-21.9221175364902528561428	(9,2)
-21.92203752561484326280553	(9,3)
-21.92177988980403892385388	(9,4)
-21.92118797362947065058236	(9,5)
-21.92006663124628302072976	(9,6)
-21.91819317568869817585899	(9,7)
-21.91533008644075739309251	(9,8)
-21.91123888725809729124098	(9,9)
-21.90569454950367788332403	(9,10)
-21.89849974816121381431737	(9,11)
-21.88949829945128575075371	(9,12)
-21.87858714053257653729502	(9,13)
-21.86572627176109201921676	(9,14)
-21.85094616780882780687754	(9,15)
-21.83435227190230998230906	(9,16)
-21.81612631287196489707602	(9,17)
-21.79652432219349333668154	(9,18)
-21.77587137181334117126391	(9,19)
-21.75455319706223860239437	(9,20)
-21.73300500613251925478587	(9,21)
-21.71169790242840909956644	(9,22)
-21.69112345309875177003322	(9,23)
-21.67177702148228195591527	(9,24)
-21.65414053925706672686577	(9,25)
-21.63866542315444879347667	(9,26)
-21.62575633981376102600088	(9,27)
-21.6157564906986748093633	(9,28)
-21.60893502829497104776671	(9,29)
-21.6054771276706487298525	(9,30)
-20.263125570498927503127514	(10,1)
-20.263113033462366410094169	(10,2)
-20.263028491771008279191183	(10,3)
-20.262756267018198562994983	(10,4)
-20.262130834777105008743058	(10,5)
-20.260946005922203227181573	(10,6)
-20.258966503180441242334444	(10,7)
-20.255941399885962843424075	(10,8)
-20.251618799417289667249451	(10,9)
-20.245761072553066017193184	(10,10)
-20.238159938913561986603284	(10,11)
-20.228650679398008148992408	(10,12)
-20.217124799323764740079276	(10,13)
-20.203540525614482736437068	(10,14)
-20.187930613231257678402452	(10,15)
-20.170407052114377166533662	(10,16)
-20.151162401052232072380674	(10,17)
-20.130467623030010870922549	(10,18)
-20.108666451001427635668094	(10,19)
-20.086166466628855989688535	(10,20)
-20.063427220351838534085079	(10,21)
-20.040945852569621260198814	(10,22)
-20.019240786885942666315062	(10,23)
-19.998834152400842821803481	(10,24)
-19.980233649313211601960071	(10,25)
-19.963914598362392276827395	(10,26)
-19.95030290906594487876048	(10,27)
-19.939759664897170931627026	(10,28)
-19.93256795740686521383754	(10,29)
-19.928922508920923640396	(10,30)
-18.68168719655074392017138	(11,1)
-18.681674022175864275142405	(11,2)
-18.681585182726445781597276	(11,3)
-18.681299119647823565414569	(11,4)
-18.680641896842954705000201	(11,5)
-18.679396854055134947572742	(11,6)
-18.677316782444666937432538	(11,7)
-18.67413806338539133411906	(11,8)
-18.669596117070856193555002	(11,9)
-18.663441441240964417446037	(11,10)
-18.655455485681851749334507	(11,11)
-18.645465607304722515945313	(11,12)
-18.633358384279097817794694	(11,13)
-18.619090634953089809346229	(11,14)
-18.602697585511924447429692	(11,15)
-18.584297755232013663678994	(11,16)
-18.564094274028989960596113	(11,17)
-18.542372506830888875145965	(11,18)
-18.519494025386277280904889	(11,19)
-18.495887132353043552623468	(11,20)
-18.472034296967289156438845	(11,21)
-18.448456998952485638430037	(11,22)
-18.42569859133871554488223	(11,23)
-18.404305878646070650527126	(11,24)
-18.38481016116614302227799	(11,25)
-18.367708517247702289799709	(11,26)
-18.353446083582761405241326	(11,27)
-18.342400049997475668686277	(11,28)
-18.334866012922421791124748	(11,29)
-18.33104723426626411824665	(11,30)
-17.189731691493773502994487	(12,1)
-17.189717944002882353577501	(12,2)
-17.189625239884618130536907	(12,3)
-17.189326733212084164641789	(12,4)
-17.188640925271080887133387	(12,5)
-17.187341744983550502079057	(12,6)
-17.185171268186281299694532	(12,7)
-17.181854494005502470471546	(12,8)
-17.177115496094914505495701	(12,9)
-17.170694194771640620883388	(12,10)
-17.162362957232880100516046	(12,11)
-17.151942229980189446410576	(12,12)
-17.139314441661234749360327	(12,13)
-17.124435485246045203436525	(12,14)
-17.107343193241778872983248	(12,15)
-17.088162353927788069919412	(12,16)
-17.067105973897445403986261	(12,17)
-17.044472664541513357938508	(12,18)
-17.020640208513897723492779	(12,19)
-16.996055537324712815538451	(12,20)
-16.97122151394854685943914	(12,21)
-16.946681056603947232401353	(12,22)
-16.922999255028682715807666	(12,23)
-16.900744213892277196923078	(12,24)
-16.880467406761803287375463	(12,25)
-16.862684337624150501052685	(12,26)
-16.847856286570578925470124	(12,27)
-16.836373864579931570683123	(12,28)
-16.828543023202422506183367	(12,29)
-16.82457406282125989668388	(12,30)
-15.7906179931265775737453859	(13,1)
-15.7906037679018608997376929	(13,2)
-15.7905078423262011727102646	(13,3)
-15.7901989633877231884851661	(13,4)
-15.7894893302143981866801053	(13,5)
-15.7881450337113775745716127	(13,6)
-15.7858992354709657208701295	(13,7)
-15.7824674858990030143485925	(13,8)
-15.7775644751097357392378878	(13,9)
-15.7709214326807574209679737	(13,10)
-15.7623033487800434815358365	(13,11)
-15.7515251832882810197421993	(13,12)
-15.7384662634971315115865611	(13,13)
-15.7230821448092395518630454	(13,14)
-15.7054133202095539975230554	(13,15)
-15.685590308201820511777496	(13,16)
-15.6638348181292108732480521	(13,17)
-15.6404568771232312366646708	(13,18)
-15.6158479939076096679514421	(13,19)
-15.5904706204820123649523097	(13,20)
-15.5648443429866799818113323	(13,21)
-15.5395293788188014960624278	(13,22)
-15.5151080713882416517674773	(13,23)
-15.4921651522941973628994325	(13,24)
-15.4712675813279261767482275	(13,25)
-15.45294477818757410004432	(13,26)
-15.4376700288353489836864189	(13,27)
-15.425843788250362531729771	(13,28)
-15.417779515015367701450603	(13,29)
-15.41369256705962078248461	(13,30)
-14.4826898039430235632875365	(14,1)
-14.4826752260449722759429172	(14,2)
-14.4825769223536291856390722	(14,3)
-14.4822603868848989286456582	(14,4)
-14.4815331688253345458319141	(14,5)
-14.4801555816789976199671076	(14,6)
-14.4778542300495947591977668	(14,7)
-14.4743377414218432039874181	(14,8)
-14.4693139783597046517081375	(14,9)
-14.4625079232713274338808904	(14,10)
-14.4536793791740958908586773	(14,11)
-14.4426396205901274144270316	(14,12)
-14.429266161946007171861943	(14,13)
-14.4135148873740418026129022	(14,14)
