b^3^1_1_(sigma,mu)
0.46805986894892892211789814	(1,1)
0.468059868293030316482230553	(1,2)
0.468059863870071752179247463	(1,3)
0.468059849628103803909687804	(1,4)
0.468059816907312495754385928	(1,5)
0.46805975492019302054988761	(1,6)
0.468059651356873514466628082	(1,7)
0.468059493087666741075400835	(1,8)
0.468059266930341941842515196	(1,9)
0.468058960446464013863830086	(1,10)
0.468058562729583501759016908	(1,11)
0.468058065148150189249179774	(1,12)
0.468057462007764364839690343	(1,13)
0.468056751100699612140660078	(1,14)
0.468055934115386399196085409	(1,15)
0.468055016884530855337881533	(1,16)
0.468054009457497834022375441	(1,17)
0.468052925990208785174326172	(1,18)
0.468051784453760659051975225	(1,19)
0.468050606170914554338920844	(1,20)
0.468049415197184768789086761	(1,21)
0.46804823757014829991672641	(1,22)
0.468047100456489507470257975	(1,23)
0.468046031230935480872119229	(1,24)
0.468045056524419946688090538	(1,25)
0.468044201280395965495402816	(1,26)
0.468043487858128437465237178	(1,27)
0.468042935220037531903127983	(1,28)
0.46804255823680727586476657	(1,29)
0.46804236713916292139361495	(1,30)
0.477002518370792383718354651	(2,1)
0.4770025124027645735127909	(2,2)
0.477002472158221456943885881	(2,3)
0.477002342570416194345997062	(2,4)
0.477002044843617013831217367	(2,5)
0.477001480822212676114379076	(2,6)
0.477000538498559618635842335	(2,7)
0.476999098405506926282518344	(2,8)
0.476997040597810851544552002	(2,9)
0.476994251898033307261502606	(2,10)
0.476990633068290830035930669	(2,11)
0.476986105570033007921774565	(2,12)
0.476980617589873354385414008	(2,13)
0.476974149039702293469908823	(2,14)
0.476966715282581603776049896	(2,15)
0.4769583693903783408822344	(2,16)
0.476949202802377309780917108	(2,17)
0.476939344323458665475513393	(2,18)
0.4769289574728162769217378	(2,19)
0.476918236266461347793212838	(2,20)
0.476907399585744009681188802	(2,21)
0.476896684346812206708965466	(2,22)
0.47688633773956273964360778	(2,23)
0.476876608846866212334639251	(2,24)
0.476867739983803206335510348	(2,25)
0.476859958111047281093849866	(2,26)
0.476853466675718368941547664	(2,27)
0.476848438217016653293215082	(2,28)
0.47684500804340267792963057	(2,29)
0.47684326924431759152486424	(2,30)
0.494601833792750594451796334	(3,1)
0.494601816852468064347655065	(3,2)
0.494601702618092825785814744	(3,3)
0.494601334782340794588052536	(3,4)
0.494600489683086950947596977	(3,5)
0.494598888705149518223296674	(3,6)
0.494596213914450313764059069	(3,7)
0.494592126203400824956469606	(3,8)
0.494586285107914373108462753	(3,9)
0.494578369375195470437336271	(3,10)
0.494568097321051682817437662	(3,11)
0.494555246017763576466465932	(3,12)
0.494539668398513737814521452	(3,13)
0.494521307450121357660538037	(3,14)
0.494500206788666732640886993	(3,15)
0.494476517067199986693280628	(3,16)
0.494450497844389431100744097	(3,17)
0.494422514739849243867487071	(3,18)
0.494393031907400793946528349	(3,19)
0.494362600062685571760535751	(3,20)
0.494331840497383611393652327	(3,21)
0.494301425690220669094437833	(3,22)
0.494272057277165018405569262	(3,23)
0.494244442263030619949044527	(3,24)
0.494219268438835772088184523	(3,25)
0.494197180010072305756530962	(3,26)
0.494178754438675240255246743	(3,27)
0.494164481455980428754544484	(3,28)
0.4941547451172289248874716	(3,29)
0.49414980964392596195799879	(3,30)
0.520319709092054454672451502	(4,1)
0.520319674816513927318533562	(4,2)
0.520319443684305900746073617	(4,3)
0.520318699436480281298879102	(4,4)
0.520316989534164085003389551	(4,5)
0.520313750251690811738732587	(4,6)
0.520308338310242720409652365	(4,7)
0.520300067592978411016459154	(4,8)
0.520288249242848492376615203	(4,9)
0.520272233279763212996350908	(4,10)
0.520251449791869605117388902	(4,11)
0.52022544776020586072106102	(4,12)
0.520193929666919263493716188	(4,13)
0.520156780210752524736697161	(4,14)
0.520114087702171656732010222	(4,15)
0.520066157023555128368260534	(4,16)
0.520013513403664994434634222	(4,17)
0.519956896654296329757636721	(4,18)
0.519897245933115051385722106	(4,19)
0.519835675512021716331704388	(4,20)
0.519773442426712754659425979	(4,21)
0.519711907243064171548967009	(4,22)
0.519652489483736292836598561	(4,23)
0.519596619500472935776656837	(4,24)
0.519545688743297841311937728	(4,25)
0.519501000459882926551140698	(4,26)
0.519463722853112446802102911	(4,27)
0.519434846632430572538007305	(4,28)
0.51941514871886013396675879	(4,29)
0.51940516361214934729235014	(4,30)
0.553420807290068746562767639	(5,1)
0.55342074824964881835109403	(5,2)
0.553420350119029174392469797	(5,3)
0.553419068134938611293932244	(5,4)
0.553416122789519257194613359	(5,5)
0.553410543055477363679051306	(5,6)
0.553401220879033340427635678	(5,7)
0.553386974427818722744256447	(5,8)
0.553366617167412025248303164	(5,9)
0.55333902955618748690998404	(5,10)
0.553303230006442188752540298	(5,11)
0.553258441767030916745145394	(5,12)
0.553204152539100407453382319	(5,13)
0.553140163935520208471074473	(5,14)
0.553066628323469254265473828	(5,15)
