b^3^2_1_(sigma,mu)
-0.00137139795659071891701517938	(1,1)
-0.01232003847567129962761449365	(1,2)
-0.03409736395955879807515925998	(1,3)
-0.06646477769803812124922674877	(1,4)
-0.10906765620076460676582648635	(1,5)
-0.1614392348690843686117078114	(1,6)
-0.2230057223402551418424608685	(1,7)
-0.2930925874111241035591067225	(1,8)
-0.3709319496003219161869531987	(1,9)
-0.4556709923223968781291146211	(1,10)
-0.5463813064559721615321178736	(1,11)
-0.6420690619124007900740681528	(1,12)
-0.7416858957612430084982825559	(1,13)
-0.8441403976411825016614341878	(1,14)
-0.9483100666631253154532641319	(1,15)
-1.0530536088653155310967027754	(1,16)
-1.1572234405626931082119729739	(1,17)
-1.2596782606835760030417683096	(1,18)
-1.3592955544297955004458727345	(1,19)
-1.45498389133977755131398944	(1,20)
-1.545694883070212003489761204	(1,21)
-1.630434669917730028758125153	(1,22)
-1.708274810238771261158585182	(1,23)
-1.77836245343967148121178548	(1,24)
-1.839929685031162172635819696	(1,25)
-1.892301941288792812760460605	(1,26)
-1.934905401236404452748592737	(1,27)
-1.967273274863971631948094257	(1,28)
-1.989050918582325270543885847	(1,29)
-1.99999972177329549185621275	(1,30)
-0.00137887842617237121397476607	(2,1)
-0.01238723975546982032752986994	(2,2)
-0.0342833528789352571309670691	(2,3)
-0.06682732139008254123744151203	(2,4)
-0.10966259266998301842302104158	(2,5)
-0.1623198673845516600942156382	(2,6)
-0.2242222445322689515224652694	(2,7)
-0.2946915451488997269485700219	(2,8)
-0.3729557448535416360154266342	(2,9)
-0.4581574333252621591471695748	(2,10)
-0.5493632076599454707366776962	(2,11)
-0.645573896484410304446271829	(2,12)
-0.7457355027941466989166637936	(2,13)
-0.8487507458105358888486661332	(2,14)
-0.9534910757862089378509538182	(2,15)
-1.0588090306723873112412357388	(2,16)
-1.1635507999363832605110629598	(2,17)
-1.2665688586067666167501560839	(2,18)
-1.366734533844145536128143579	(2,19)
-1.462950366994172799265055808	(2,20)
-1.554162136174546658974319629	(2,21)
-1.639370407968436877377244932	(2,22)
-1.7176414917217244776917463	(2,23)
-1.788117676237884541354796224	(2,24)
-1.850026636286205899727537122	(2,25)
-1.902689905225342762688070125	(2,26)
-1.945530320117524336877600871	(2,27)
-1.978078356874206630180644804	(2,28)
-1.999977285118675120590843901	(2,29)
-2.01098708544457976587525882	(2,30)
-0.00139393818099984690392177792	(3,1)
-0.01252253002973706667012812591	(3,2)
-0.03465778755072504045619746755	(3,3)
-0.06755719756072850479852658004	(3,4)
-0.11086032306244538278759285499	(3,5)
-0.164092760385409549713571767	(3,6)
-0.2266713457023626969207761843	(3,7)
-0.2979105524762234340880812928	(3,8)
