b^1^1_2_(sigma,mu)
-0.00021330633933381780451151029	(1,1)
-0.00191625070941754839677859429	(1,2)
-0.00530348163475573999427791506	(1,3)
-0.01033788790479000886666732984	(1,4)
-0.01696431151174951174638107876	(1,5)
-0.0251101519737580454195081708	(1,6)
-0.0346861617613764860573595666	(1,7)
-0.0455874241126464855799559156	(1,8)
-0.0576945025234135327565935578	(1,9)
-0.0708747493188048292581509336	(1,10)
-0.0849837589688268838075154161	(1,11)
-0.0998669502252235022166097019	(1,12)
-0.1153612597453693533656893026	(1,13)
-0.1312969286475280028328362161	(1,14)
-0.1474993624236556670423587087	(1,15)
-0.1637910438322350600158394125	(1,16)
-0.1799934778131804699877974003	(1,17)
-0.1959291471160230994830811997	(1,18)
-0.2114234572152073647602269508	(1,19)
-0.2263066492036900901068606985	(1,20)
-0.2404156597068502852612895888	(1,21)
-0.253595907439145539996301839	(1,22)
-0.265702986829635174148491185	(1,23)
-0.276604250160627814592432601	(1,24)
-0.286180260885150365973405413	(1,25)
-0.294326102200297264954839615	(1,26)
-0.300952526539343132815688613	(1,27)
-0.305986933388416062582013237	(1,28)
-0.309374164714438427027725138	(1,29)
-0.31107710928934000891635696	(1,30)
-0.00021332260175413904925023578	(2,1)
-0.00191639680410909610573063519	(2,2)
-0.00530388597578880848397818464	(2,3)
-0.0103386760994821862193382031	(2,4)
-0.0169656050290711096506278276	(2,5)
-0.0251120668925713234742250246	(2,6)
-0.0346888076153390035754555878	(2,7)
-0.0455909028415987867026830254	(2,8)
-0.0576989075338559026862092685	(2,9)
-0.0708801646494337977166165319	(2,10)
-0.0849902585517815158951090379	(2,11)
-0.0998745972302834906125605341	(2,12)
-0.1153701059932525464168237917	(2,13)
-0.1313070140798113655257681498	(2,14)
-0.1475107146205824572000875646	(2,15)
-0.1638036775754037396724058824	(2,16)
-0.1800073946972406997778064734	(2,17)
-0.1959443352212612146978397936	(2,18)
-0.2114398908604189063269381439	(2,19)
-0.226324288805126992300456211	(2,20)
-0.2404344517734858399316636462	(2,21)
-0.253615784736368257556246899	(2,22)
-0.265723868742335164779763954	(2,23)
-0.276626043282321375972567585	(2,24)
-0.286202859852440612513472856	(2,25)
-0.294349390782021254139217977	(2,26)
-0.300976378977895869423315876	(2,27)
-0.306011215977853985633234099	(2,28)
-0.309398737587054859646709402	(2,29)
-0.31110182837050823188551568	(2,30)
-0.00021343030258179141233748966	(3,1)
-0.00191736434273612291003193812	(3,2)
-0.00530656379844076938129987228	(3,3)
-0.01034389606796445376950146908	(3,4)
-0.01697417160950710646986884089	(3,5)
-0.0251247488785446576124806093	(3,6)
-0.0347063304972821345254989938	(3,7)
-0.045613941886775093537991528	(3,8)
-0.0577280815924173245900807975	(3,9)
-0.0709160306571441872397078168	(3,10)
-0.085033306664046242798899529	(3,11)
-0.0999252464991860760726211258	(3,12)
-0.1154287004920906679792618547	(3,13)
-0.131373819389211915841699575	(3,14)
-0.1475859146159200602815089725	(3,15)
-0.163887371494443708326283841	(3,16)
-0.1800995945156189947845724371	(3,17)
-0.1960449634163686166663206284	(3,18)
-0.2115487786955685476937503444	(3,19)
-0.2264411753095518290570391909	(3,20)
-0.2405589836242360763196523373	(3,21)
-0.253747517261121009284460065	(3,22)
-0.265862268254581262440014103	(3,23)
-0.27677049093130327527734102	(3,24)
-0.286352657120533757179432379	(3,25)
-0.294503766694900246183231284	(3,26)
-0.301134499012469097778353113	(3,27)
-0.306172192565594005508835379	(3,28)
-0.309561642022821878499594111	(3,29)
-0.31126570385629116814715696	(3,30)
-0.00021376706132219156499964532	(4,1)
-0.00192038964085644046654469067	(4,2)
-0.00531493681355264225834337149	(4,3)
-0.0103602178880072117913511071	(4,4)
-0.0170009577210222392131130765	(4,5)
-0.0251644033558871401935632086	(4,6)
-0.034761122244478932581458078	(4,7)
-0.0456859831295928278838054897	(4,8)
-0.0578193086597235703239727604	(4,9)
-0.071028186945235104100219844	(4,10)
-0.0851679275614506936279994321	(4,11)
-0.1000836459757863526862503242	(4,12)
-0.115611959034079129846856371	(4,13)
-0.1315827729938868047659820189	(4,14)
-0.1478211446451908143848468211	(4,15)
-0.1641491953149837547804249069	(4,16)
-0.1803880570136327807871729349	(4,17)
-0.1963598296488608755058837457	(4,18)
-0.2118895281085550049628621284	(4,19)
-0.2268069980972606303263554756	(4,20)
-0.240948779904089626339932807	(4,21)
-0.254159899782697990922298733	(4,22)
-0.266295569337364034493548025	(4,23)
-0.277222774232388146549519232	(4,24)
-0.286821734672730347961762275	(4,25)
-0.294987221437290118220489886	(4,26)
-0.301629712774717873384222128	(4,27)
-0.306676379183674108321901993	(4,28)
-0.310071884979516127399803806	(4,29)
-0.31177899757778457590896019	(4,30)
-0.00021451005716658629510787366	(5,1)
-0.00192706440199227031336150604	(5,2)
-0.00533341033606497205510987587	(5,3)
-0.01039622906797001449749874211	(5,4)
-0.01706005678060188826450853015	(5,5)
-0.0252518951180040959067000086	(5,6)
-0.034882014038388431838780606	(5,7)
-0.0458449377516046489971861099	(5,8)
-0.0580206024454272812943608096	(5,9)
-0.071275672672630884350664754	(5,10)
-0.0854650016360831086654691803	(5,11)
-0.1004332191802500264943408939	(5,12)
-0.1160164300757713921183562743	(5,13)
-0.1320440041646555110972946915	(5,14)
-0.1483404391088526074014211499	(5,15)
-0.164727275844381257057155605	(5,16)
-0.181025046376945057898219646	(5,17)
-0.1970552332553193518117622123	(5,18)
-0.2126422199214736783958242411	(5,19)
-0.2276152111615975763290622651	(5,20)
-0.241810103074723505372879069	(5,21)
-0.255071282344477064288210031	(5,22)
-0.267253335156696381082254641	(5,23)
-0.27822264686476125365526495	(5,24)
-0.287858874478414181509171591	(5,25)
-0.296056275250869659018330487	(5,26)
-0.302724876068481867791819046	(5,27)
-0.307791470005872321636162448	(5,28)
-0.311200428287835677841489053	(5,29)
-0.31291431797933278524376204	(5,30)
-0.00021584724439328158492959827	(6,1)
-0.00193907712936152360764641869	(6,2)
-0.0053666576063925735026645439	(6,3)
-0.01046103949489875477308967004	(6,4)
-0.0171664198769966894987981686	(6,5)
-0.0254093597428807042384271945	(6,6)
-0.0350995954258169176049285764	(6,7)
-0.046131033856660973032518461	(6,8)
-0.0583829196360085621976987496	(6,9)
-0.0717211601502838954057241356	(6,10)
-0.0859997934569660076724302165	(6,11)
-0.1010625824287293082378823385	(6,12)
-0.1167447176578785592176311128	(6,13)
-0.1328746108521434638118379896	(6,14)
-0.149275759865690842061822657	(6,15)
-0.1657686660688590254716369645	(6,16)
-0.1821727844338263686179102921	(6,17)
-0.1983084864761049358398736228	(6,18)
-0.2139990160293193336323274543	(6,19)
-0.2290724177421241771702814173	(6,20)
-0.2433634181837844992686697492	(6,21)
-0.256715239553791000115256531	(6,22)
-0.268981326245709663936762384	(6,23)
-0.280026964957216805444339981	(6,24)
-0.289730779709423506138425634	(6,25)
-0.297986084078169167810029947	(6,26)
-0.304702074178654457202304994	(6,27)
-0.309804847500678674743503209	(6,28)
-0.31323823456708426531998719	(6,29)
-0.31496443256727896427526825	(6,30)
-0.00021794727511174357040867097	(7,1)
-0.00195794292490469653052638389	(7,2)
-0.00541887197134935301103027464	(7,3)
-0.01056282372781658698026333735	(7,4)
-0.0173334636606732393166009151	(7,5)
-0.0256566627495397818903263193	(7,6)
-0.0354413229038792508011824674	(7,7)
-0.0465803872954206004690324112	(7,8)
-0.058952022405154549934451151	(7,9)
-0.0724209569171926690808621739	(7,10)
-0.0868399613211355436271529807	(7,11)
-0.102051451182045278142106556	(7,12)
-0.1178891964499681883024183215	(7,13)
-0.1341801188381954357952517017	(7,14)
-0.150746159120232391989634687	(7,15)
-0.1674061960985141784304026469	(7,16)
-0.1839779989110126163503823871	(7,17)
-0.2002801942102295972014383699	(7,18)
-0.2161342295418493050730510415	(7,19)
-0.2313663139646482414094290702	(7,20)
-0.245809316615122068270965179	(7,21)
-0.259304603582318700673170946	(7,22)
-0.271703793194727021944076773	(7,23)
-0.282870409719917058575580575	(7,24)
-0.292681415631966203835795048	(7,25)
-0.301028603099546496539124972	(7,26)
-0.307819826262346611825418463	(7,27)
-0.312980057245833835206245637	(7,28)
-0.316452250735617101643437762	(7,29)
-0.31819800428137463445527885	(7,30)
-0.0002209320451104769088855721	(8,1)
-0.0019847568530567579768691097	(8,2)
-0.00549308428236416562401388619	(8,3)
-0.01070749040852900403326772053	(8,4)
-0.0175708868005754537900501817	(8,5)
-0.0260081673828518284708161331	(8,6)
-0.0359270546307834711695479857	(8,7)
-0.0472191321353378698727196395	(8,8)
-0.0597610484673477622619808722	(8,9)
-0.0734158757745426078276162439	(8,10)
-0.0880346056383627735490560581	(8,11)
-0.1034577643411007213420045368	(8,12)
-0.1195171297403316210812274602	(8,13)
-0.1360375322795080815061203479	(8,14)
-0.1528387231275447197316313448	(8,15)
-0.169737292883680994007959995	(8,16)
-0.1865486245722392155347411881	(8,17)
-0.2030888646834965675408699391	(8,18)
-0.2191768957349674507605123515	(8,19)
-0.2346362932269516486195362778	(8,20)
-0.249297248995542933606048304	(8,21)
-0.262998441922788466641002796	(8,22)
-0.2755888358843296571040381	(8,23)
-0.286929383862537533920222672	(8,24)
-0.296894616500208303052774069	(8,25)
-0.305374093180528278996162957	(8,26)
-0.312273694132543432212567021	(8,27)
-0.317516733177676600084910016	(8,28)
-0.321044872601671065384790188	(8,29)
-0.32281882425117294439030918	(8,30)
-0.00022485469088320600282425174	(9,1)
-0.0020199962754067055096819864	(9,2)
-0.00559061582515962079579304336	(9,3)
-0.01089761584617320518761777925	(9,4)
-0.0178829198971670637678503589	(9,5)
-0.0264701438530190803382228978	(9,6)
-0.0365654709012771116298457901	(9,7)
-0.0480587146423347725333280171	(9,8)
-0.0608245525010673992902010517	(9,9)
-0.0747239104107808662427756326	(9,10)
-0.0896054793659036620776644158	(9,11)
-0.1053073448425178231554973815	(9,12)
-0.1216587110701318831876467857	(9,13)
-0.1384817034680733718838803343	(9,14)
-0.1555932339741238969823710685	(9,15)
-0.1728069152329606534367810965	(9,16)
-0.1899350104502475589322385926	(9,17)
-0.2067904059841457000951662436	(9,18)
-0.2231885933451791010608628552	(9,19)
-0.2389496462012020324147822678	(9,20)
-0.253900176319970768296933225	(9,21)
-0.267875250293125610997623092	(9,22)
-0.280720246603725130221876831	(9,23)
-0.292292630398878536671988284	(9,24)
-0.302463621498418128538099757	(9,25)
-0.3111197299847702713948162	(9,26)
-0.318164133411633432960420348	(9,27)
-0.32351787040875075894294066	(9,28)
-0.327120827334915874509128039	(9,29)
-0.32893249763929610267688284	(9,30)
-0.00022968497629343472504207174	(10,1)
-0.00206338957048838174370764719	(10,2)
-0.00571071497654835891150554356	(10,3)
-0.01113173571777306823731837203	(10,4)
-0.0182671629951619302653807133	(10,5)
-0.027039048148708282990595413	(10,6)
-0.0373516954083812566815640732	(10,7)
-0.0490927646155262136765848847	(10,8)
-0.0621345423549363699923173786	(10,9)
-0.0763353590471325021899925787	(10,10)
-0.0915411299481893402681885425	(10,11)
-0.1075869995028415681009563993	(10,12)
