ldd112_(sigma,mu)
0.00194953215426678462451202947	(1,1)
0.017513745244990273692969941	(1,2)
0.04847169096788335743516499176	(1,3)
0.0944844227279376136184724065	(1,4)
0.1550485134354095827714053749	(1,5)
0.2295019292705501764060748792	(1,6)
0.3170316735251563835053936682	(1,7)
0.4166830549888124440515110162	(1,8)
0.5273704165339735363796515937	(1,9)
0.6478891498883174653865536973	(1,10)
0.7769288216689129775569674837	(1,11)
0.913087242371032909982233358	(1,12)
1.0548853222427267646712928259	(1,13)
1.20078257343098200577064368	(1,14)
1.349193133812559509358059459	(1,15)
1.498502201914535118827066364	(1,16)
1.647082781988501357485205298	(1,17)
1.793312641885196490771287268	(1,18)
1.935591382884907325768630729	(1,19)
2.072357509937010537449094473	(1,20)
2.202105373606121224797954065	(1,21)
2.323401833003840391814759293	(1,22)
2.434902464387291337446775912	(1,23)
2.5353671156897500692741919	(1,24)
2.62367458598918129742857111	(1,25)
2.69883619371497313369518409	(1,26)
2.76000799077488138849686036	(1,27)
2.8065013836652984232317328	(1,28)
2.837791938098464379426517	(1,29)
2.8535261708825798269141	(1,30)
0.00194929733946809199752332499	(2,1)
0.0175116357983759111602039778	(2,2)
0.04846585328836894168373582519	(2,3)
0.0944730466715074493967460782	(2,4)
0.1550298572850412736321512169	(2,5)
0.2294743479311133057630784919	(2,6)
0.3169936499934258613767847149	(2,7)
0.4166332344271302479202258571	(2,8)
0.5273076415505844328749672151	(2,9)
0.6478124949874846043210704734	(2,10)
0.7768376243625637622633250313	(2,11)
0.9129811282083733810791748782	(2,12)
1.0547642210594716950022680216	(2,13)
1.200646724461800786662881112	(2,14)
1.349043077934552065940482612	(2,15)
1.498338760151468534992485038	(2,16)
1.646907020434201721445087638	(2,17)
1.793125824308951540141871785	(2,18)
1.935394913359566429937131842	(2,19)
2.072152868777583702744553457	(2,20)
2.201894050627502296510408779	(2,21)
2.323185262523269230401485874	(2,22)
2.434681966458756909777310958	(2,23)
2.53514384774368983406056533	(2,24)
2.62344950837567710295143638	(2,25)
2.69861005165984972775754708	(2,26)
2.75978131403307623153046578	(2,27)
2.80627450379502234516121	(2,28)
2.837565021897532089447747	(2,29)
2.8532992672430988904992	(2,30)
0.00194810348018640306200263952	(3,1)
0.01750091074462214831262840055	(3,2)
0.04843617128644161734146345589	(3,3)
0.0944151950494132941615867081	(3,4)
0.1549349479902301356921573658	(3,5)
0.229333933713626900195459162	(3,6)
0.3167998447025225051120407536	(3,7)
0.4163788354294214335884757274	(3,8)
0.5269862508163080173622518753	(3,9)
0.647418634112992185714183829	(3,10)
0.7763668378721389383126174949	(3,11)
0.9124300690457990390518866973	(3,12)
1.0541307123304939332351939879	(3,13)
1.199929792255632444551756376	(3,14)
