mdd11_(sigma,mu)
554.9782285446109	(1,1)
554.9780852024691	(1,2)
554.9771185944151	(1,3)
554.9740060980365	(1,4)
554.9668551116719	(1,5)
554.9533078891446	(1,6)
554.9306736235076	(1,7)
554.8960816551143	(1,8)
554.8466487053542	(1,9)
554.779652387623	(1,10)
554.6927029446358	(1,11)
554.5839052125437	(1,12)
554.4520032084341	(1,13)
554.2965004559891	(1,14)
554.1177501702366	(1,15)
553.9170106732049	(1,16)
553.696462857622	(1,17)
553.459188099972	(1,18)
553.209106687649	(1,19)
552.9508785050999	(1,20)
552.6897693563002	(1,21)
552.4314878205116	(1,22)
552.1819988808167	(1,23)
551.947321669358	(1,24)
551.7333194844045	(1,25)
551.5454907064764	(1,26)
551.3887693406384	(1,27)
551.2673436226004	(1,28)
551.1845004490258	(1,29)
551.1425023492965	(1,30)
547.8397046059295034	(2,1)
547.8395578409309267	(2,2)
547.8385681512393082	(2,3)
547.8353813306863828	(2,4)
547.8280595789355212	(2,5)
547.8141888300404399	(2,6)
547.7910139713817552	(2,7)
547.7555956799792339	(2,8)
547.7049816085212529	(2,9)
547.6363839915946825	(2,10)
547.547355436509518	(2,11)
547.4359547186035616	(2,12)
547.3008948079335078	(2,13)
547.1416660889663025	(2,14)
546.9586287620802108	(2,15)
546.7530696912520058	(2,16)
546.5272204353528757	(2,17)
546.2842348150222983	(2,18)
546.0281260632998418	(2,19)
545.7636653232819591	(2,20)
545.4962449251243249	(2,21)
545.2317114317414493	(2,22)
544.9761748220259344	(2,23)
544.735801319427089	(2,24)
544.5165982149455259	(2,25)
544.3241995286905879	(2,26)
544.1636614675622175	(2,27)
544.0392763492021046	(2,28)
543.9544129743311192	(2,29)
543.9113903624204948	(2,30)
533.862244476796025607	(3,1)
533.862091201388964821	(3,2)
533.861057609514093556	(3,3)
533.857729421466953352	(3,4)
533.850082867318350199	(3,5)
533.835596758947886506	(3,6)
533.811393672478841682	(3,7)
533.774403686037376417	(3,8)
533.721543083729538286	(3,9)
533.64989975184390221	(3,10)
533.556916680245161883	(3,11)
533.440565045256646076	(3,12)
533.299498778061988832	(3,13)
533.133183288770910712	(3,14)
532.941992083536742971	(3,15)
532.727266334692633601	(3,16)
532.491333989720937638	(3,17)
532.237486677282330151	(3,18)
531.969914427199652852	(3,19)
531.693600002906055925	(3,20)
531.414176383597935236	(3,21)
531.137752561564565298	(3,22)
530.870714269823855303	(3,23)
530.619507459906417837	(3,24)
530.390413247796862437	(3,25)
530.189323584667934169	(3,26)
530.021527048019058381	(3,27)
529.891513865149175408	(3,28)
529.802808572235152501	(3,29)
529.757837599388148858	(3,30)
513.6389728438052870037	(4,1)
513.6388105930795448527	(4,2)
513.6377164771878599889	(4,3)
513.6341933984330242612	(4,4)
513.6260990684341676933	(4,5)
513.6107646198257878942	(4,6)
513.5851440105512778318	(4,7)
513.5459872768615507532	(4,8)
