kdd3311_(sigma,mu)
-0.16666666789027511848348111386	(1,1)
-0.16666666789027510279667951457	(1,2)
-0.16666666789027499701497350368	(1,3)
-0.16666666789027465639689079806	(1,4)
-0.16666666789027387382995679747	(1,5)
-0.16666666789027239131477239797	(1,6)
-0.16666666789026991444224472357	(1,7)
-0.16666666789026612919617091688	(1,8)
-0.1666666678902607203037033606	(1,9)
-0.16666666789025339028100458107	(1,10)
-0.16666666789024387828400203722	(1,11)
-0.16666666789023197787628835566	(1,12)
-0.16666666789021755286785794235	(1,13)
-0.16666666789020055045776842036	(1,14)
-0.16666666789018101102754882176	(1,15)
-0.1666666678901590740753201004	(1,16)
-0.16666666789013497994692670576	(1,17)
-0.16666666789010906720265670365	(1,18)
-0.16666666789008176564840125941	(1,19)
-0.16666666789005358525006152816	(1,20)
-0.16666666789002510133134490484	(1,21)
-0.16666666788999693661986253857	(1,22)
-0.16666666788996974084741917788	(1,23)
-0.16666666788994416872137787788	(1,24)
-0.16666666788992085716009011299	(1,25)
-0.16666666788990040272322625271	(1,26)
-0.16666666788988334016570595766	(1,27)
-0.1666666678898701230018362388	(1,28)
-0.1666666678898611068859794545	(1,29)
-0.166666667889856536501020318	(1,30)
-0.1666667659596391321243204089	(2,1)
-0.16666676595962771210519180735	(2,2)
-0.16666676595955070283735290537	(2,3)
-0.16666676595930273227481760929	(2,4)
-0.1666667659587330221731130585	(2,5)
-0.16666676595765374851981958464	(2,6)
-0.16666676595585058098736966684	(2,7)
-0.1666667659530949152490058267	(2,8)
-0.16666676594915723215709266185	(2,9)
-0.16666676594382096302197988631	(2,10)
-0.16666676593689621300312179409	(2,11)
-0.16666676592823269617817801126	(2,12)
-0.16666676591773126617346563417	(2,13)
-0.1666667659053534840407854211	(2,14)
-0.16666676589112874786436097442	(2,15)
-0.1666667658751586127913892718	(2,16)
-0.1666667658576180512717709258	(2,17)
-0.16666676583875353599317714105	(2,18)
-0.1666667658188779665181698884	(2,19)
-0.16666676579836259892020842547	(2,20)
-0.1666667657776262697271881305	(2,21)
-0.16666676575712232543374753031	(2,22)
-0.16666676573732377147576660055	(2,23)
-0.16666676571870723536097666077	(2,24)
-0.16666676570173639405446042196	(2,25)
-0.1666667656868455432665346978	(2,26)
-0.16666676567442398473395761078	(2,27)
-0.1666667656648018769409096014	(2,28)
-0.1666667656582381362772976247	(2,29)
-0.166666765654910891872858764	(2,30)
-0.16666743558906886471197630884	(3,1)
-0.16666743558882476336077832535	(3,2)
-0.16666743558717870076658532226	(3,3)
-0.16666743558187836384384127836	(3,4)
-0.16666743556970088832318619991	(3,5)
-0.166667435546631562062263619	(3,6)
-0.16666743550808910490306545954	(3,7)
-0.16666743544918713354514001141	(3,8)
-0.16666743536501971323114176149	(3,9)
-0.16666743525095772744261147221	(3,10)
-0.16666743510294221474752002427	(3,11)
-0.16666743491776085508198775096	(3,12)
-0.16666743469329443574682396393	(3,13)
-0.16666743442872136291928406477	(3,14)
-0.16666743412467005437057530521	(3,15)
-0.16666743378331127668527341515	(3,16)
-0.16666743340838507878330286993	(3,17)
-0.16666743300515981019669591368	(3,18)
-0.16666743258032367359144246354	(3,19)
-0.16666743214181221709055805867	(3,20)
-0.1666674316985779937483478508	(3,21)
-0.1666674312603111794634934636	(3,22)
-0.16666743083712213423845826723	(3,23)
-0.16666743043919861857703631463	(3,24)
-0.16666743007645156080635934424	(3,25)
-0.16666742975816385965710811649	(3,26)
-0.1666674294926566728780907623	(3,27)
-0.1666674292869869874106822508	(3,28)
-0.1666674291466890171753069441	(3,29)
-0.166667429075570184162991744	(3,30)
-0.16666963638969725934962207436	(4,1)
-0.16666963638786681174609001763	(4,2)
-0.16666963637552344984043311021	(4,3)
-0.16666963633577770980125849122	(4,4)
-0.16666963624446223936307434898	(4,5)
-0.16666963607147184991746735119	(4,6)
-0.16666963578245283899761802361	(4,7)
-0.16666963534076366129270512387	(4,8)
-0.16666963470961622682560088521	(4,9)
-0.16666963385429832474764599021	(4,10)
-0.16666963274437330423805680695	(4,11)
-0.16666963135575339065365431335	(4,12)
-0.16666962967254787332176237017	(4,13)
-0.16666962768859666660786758636	(4,14)
-0.16666962540861301972383860854	(4,15)
-0.16666962284887585825659608207	(4,16)
-0.16666962003743165520969971426	(4,17)
-0.1666696170137870053524147056	(4,18)
-0.16666961382809528505754780735	(4,19)
-0.16666961053986294977339090414	(4,20)
-0.16666960721622218256396138999	(4,21)
-0.16666960392983583260569606532	(4,22)
-0.16666960075651702871841243148	(4,23)
-0.16666959777265879717755467864	(4,24)
-0.16666959505257788474454797814	(4,25)
-0.16666959266588139382281959097	(4,26)
-0.1666695906749645780183607648	(4,27)
-0.166669589132743227260767728	(4,28)
-0.166669588080714698872042591	(4,29)
-0.166669587547428225071969813	(4,30)
-0.16667483869458523736551407726	(5,1)
-0.1666748386863617851675474678	(5,2)
-0.16667483863090811060757361705	(5,3)
-0.166674838452346768951937369	(5,4)
-0.16667483804210376982156644427	(5,5)
-0.16667483726492894644559914853	(5,6)
-0.16667483596648551597526329623	(5,7)
-0.1666748339821587735453563873	(5,8)
