muu22_(sigma,mu)
-514.0181208536664	(1,1)
-514.0181459542511	(1,2)
-514.0183152166337	(1,3)
-514.0188602451555	(1,4)
-514.0201124551525	(1,5)
-514.0224847200289	(1,6)
-514.026448251307	(1,7)
-514.0325057851533	(1,8)
-514.0411623181762	(1,9)
-514.0528947473982	(1,10)
-514.0681218205203	(1,11)
-514.0871757921804	(1,12)
-514.1102771118401	(1,13)
-514.1375133434837	(1,14)
-514.1688233425785	(1,15)
-514.2039874992319	(1,16)
-514.2426246067011	(1,17)
-514.284195640642	(1,18)
-514.3280144465847	(1,19)
-514.3732650414414	(1,20)
-514.419024950163	(1,21)
-514.4642937320077	(1,22)
-514.5080256134332	(1,23)
-514.5491649472218	(1,24)
-514.5866830702122	(1,25)
-514.6196150436236	(1,26)
-514.6470947370246	(1,27)
-514.6683867632982	(1,28)
-514.6829138879073	(1,29)
-514.690278717984	(1,30)
-507.3665980324821396	(2,1)
-507.3666208634950374	(2,2)
-507.3667748212845533	(2,3)
-507.3672705681679956	(2,4)
-507.3684095499739425	(2,5)
-507.3705672968390785	(2,6)
-507.374172382405992	(2,7)
-507.3796820166149348	(2,8)
-507.3875554028249397	(2,9)
-507.3982260940418498	(2,10)
-507.4120746317776698	(2,11)
-507.4294027433489706	(2,12)
-507.4504103105502948	(2,13)
-507.4751762081291875	(2,14)
-507.5036439497350618	(2,15)
-507.5356128789303604	(2,16)
-507.5707354115484775	(2,17)
-507.6085205821756561	(2,18)
-507.6483438815113194	(2,19)
-507.6894631029784381	(2,20)
-507.7310396566389239	(2,21)
-507.7721645666922328	(2,22)
-507.8118881558374736	(2,23)
-507.8492522452059292	(2,24)
-507.883323571035534	(2,25)
-507.913227045843729	(2,26)
-507.9381774775906527	(2,27)
-507.9575084077026202	(2,28)
-507.9706968374103312	(2,29)
-507.9773827780543382	(2,30)
-494.526531267760848522	(3,1)
-494.526549659127949867	(3,2)
-494.526673678689764246	(3,3)
-494.527073022893619665	(3,4)
-494.527990512871896295	(3,5)
-494.529728630998245141	(3,6)
-494.532632548834677274	(3,7)
-494.537070429537486412	(3,8)
-494.543411916207239048	(3,9)
-494.552005805639507049	(3,10)
-494.563157950551220476	(3,11)
-494.577110430668311624	(3,12)
-494.594022984141231665	(3,13)
-494.613957597704600028	(3,14)
-494.636867020837788458	(3,15)
-494.662587801680894025	(3,16)
-494.690838247873408046	(3,17)
-494.721221502246701556	(3,18)
-494.753233700666841996	(3,19)
-494.786276956960108519	(3,20)
-494.81967670743274298	(3,21)
-494.852702754280793023	(3,22)
-494.884593181627699455	(3,23)
-494.914580187304216611	(3,24)
-494.941916783583964572	(3,25)
-494.965903274949688078	(3,26)
-494.985912422704345126	(3,27)
-495.001412254942952111	(3,28)
-495.011985574105668657	(3,29)
-495.017345349104766977	(3,30)
-476.3545334130444209455	(4,1)
-476.3545453749775235251	(4,2)
-476.3546260384239024329	(4,3)
-476.3548857738076747828	(4,4)
-476.3554825038374718731	(4,5)
-476.3566129279131716321	(4,6)
-476.358501446076142215	(4,7)
-476.3613872877439727226	(4,8)
-476.3655104391010360508	(4,9)
-476.3710970270413125432	(4,10)
-476.3783448530466002688	(4,11)
-476.3874097744020441573	(4,12)
-476.398393601153608699	(4,13)
-476.4113341153609220089	(4,14)
-476.4261977265843364565	(4,15)
-476.4428751582397288791	(4,16)
-476.4611804193709625391	(4,17)
-476.4808531629371008583	(4,18)
-476.5015643732763603425	(4,19)
-476.5229251707154140452	(4,20)
-476.5444983787128192347	(4,21)
-476.5658123758246636912	(4,22)
-476.5863766569799140111	(4,23)
-476.6056984599696548275	(4,24)
-476.6232997755599780514	(4,25)
-476.6387340531379285126	(4,26)
-476.6516019365045683467	(4,27)
-476.6615654132640303008	(4,28)
-476.6683598323335056979	(4,29)
-476.6718033331718759618	(4,30)
-453.97821884672974867475	(5,1)
-453.97822261945287255355	(5,2)
-453.97824805996964215272	(5,3)
-453.97832997508894117389	(5,4)
-453.97851815361727417405	(5,5)
-453.97887456480280809694	(5,6)
-453.97946979818080051601	(5,7)
-453.98037889686284605162	(5,8)
-453.98167677342981394837	(5,9)
-453.98343342999795320567	(5,10)
-453.98570922799071045698	(5,11)
-453.98855046476366704119	(5,12)
-453.99198551013790488101	(5,13)
-453.99602173399013258388	(5,14)
-454.00064341604366559722	(5,15)
-454.00581077276953421832	(5,16)
-454.0114601678511223777	(5,17)
-454.01750549778215513565	(5,18)
-454.02384066976035310276	(5,19)
-454.03034302223000495243	(5,20)
-454.03687748558449663106	(5,21)
-454.04330124638335380111	(5,22)
-454.04946866536786591228	(5,23)
-454.05523620732936869724	(5,24)
-454.06046716667806305863	(5,25)
-454.065036011458687182	(5,26)
-454.06883221432937964496	(5,27)
-454.07176348509445357951	(5,28)
-454.07375835986993018606	(5,29)
-454.0747681325267897041	(5,30)
-428.647165289361738859494	(6,1)
-428.64715935973201996579	(6,2)
-428.647119373658846212498	(6,3)
-428.646990612660897889897	(6,4)
-428.646694753833389798957	(6,5)
-428.646134150399240493687	(6,6)
-428.645197184551826697641	(6,7)
-428.643764427089137870433	(6,8)
-428.641715313280790019435	(6,9)
-428.638935037835586579628	(6,10)
-428.635321380551035566779	(6,11)
-428.630791193544400656427	(6,12)
-428.625286305740552018823	(6,13)
-428.618778625996537259509	(6,14)
-428.611274249901732365837	(6,15)
-428.602816396090184362135	(6,16)
-428.593487017331923420634	(6,17)
-428.583406953187203668377	(6,18)
-428.572734519231944814054	(6,19)
-428.56166246747375738917	(6,20)
-428.550413307099324405945	(6,21)
