kuu2322_(sigma,mu)
-5.714431907883342146e-10	(1,1)
-5.13321105430844997138e-9	(1,2)
-1.419968209303629318212e-8	(1,3)
-2.76339545763674541143e-8	(1,4)
-4.517753075762082637448e-8	(1,5)
-6.639705995466457410055e-8	(1,6)
-9.063043400210376845372e-8	(1,7)
-1.1694558005267111616717e-7	(1,8)
-1.4412617825951940779808e-7	(1,9)
-1.70697030210155442869e-7	(1,10)
-1.949974073600009452435e-7	(1,11)
-2.1530346133347125493061e-7	(1,12)
-2.2999147188361900039913e-7	(1,13)
-2.3772388758343325903311e-7	(1,14)
-2.3763185014800319691538e-7	(1,15)
-2.2946335542218653170251e-7	(1,16)
-2.1366711897630691718412e-7	(1,17)
-1.9138934552861758185032e-7	(1,18)
-1.6437339903838366649286e-7	(1,19)
-1.3476890578789885968659e-7	(1,20)
-1.0487406259579259911982e-7	(1,21)
-7.684930766674401088007e-8	(1,22)
-5.244872908544463416564e-8	(1,23)
-3.281535506595738977209e-8	(1,24)
-1.8377154870353056239e-8	(1,25)
-8.86346237246396823669e-9	(1,26)
-3.43966327552310568149e-9	(1,27)
-9.3560476252049898303e-10	(1,28)
-1.24855979699565183e-10	(1,29)
-1.5641418899147927e-12	(1,30)
-5.16888366108650574152e-9	(2,1)
-4.64315109079422360655e-8	(2,2)
-1.284405972833344825739e-7	(2,3)
-2.4995782331238130876578e-7	(2,4)
-4.0864499486836751388069e-7	(2,5)
-6.0058231728858802163387e-7	(2,6)
-8.1978081152122779007576e-7	(2,7)
-1.05780958194245680753132e-6	(2,8)
-1.30366662847291223874196e-6	(2,9)
-1.54400831259956838259136e-6	(2,10)
-1.7638128179943432649453e-6	(2,11)
-1.947487391461083884512e-6	(2,12)
-2.08034497340169052029785e-6	(2,13)
-2.15028699538789146570278e-6	(2,14)
-2.14945437033751597614642e-6	(2,15)
-2.07556765447775811382814e-6	(2,16)
-1.93268563614331939719544e-6	(2,17)
-1.73117611142442819260616e-6	(2,18)
-1.48680836555461608908041e-6	(2,19)
-1.21902644770585693875961e-6	(2,20)
-9.4861826647772389184726e-7	(2,21)
-6.9512565322469126385478e-7	(2,22)
-4.7441486977889393786704e-7	(2,23)
