kdd1221_(sigma,mu)
2.1572692414119393983375813643	(1,1)
2.1572686558501749452857359254	(1,2)
2.1572647071980531721651157341	(1,3)
2.1572519925012900817588931847	(1,4)
2.1572227806016046817246460476	(1,5)
2.1571674408179125703057433656	(1,6)
2.1570749833568519333328292734	(1,7)
2.1569336865248025363287302951	(1,8)
2.1567317817196972869460486212	(1,9)
2.1564581643730869032369042165	(1,10)
2.1561030976169131907843113506	(1,11)
2.1556588755291563832434923886	(1,12)
2.1551204143670735282647656583	(1,13)
2.1544857431605197988930810166	(1,14)
2.1537563692833222670291633862	(1,15)
2.152937499963984313493556959	(1,16)
2.1520381069059332460074342812	(1,17)
2.1510708279916791664386957116	(1,18)
2.1500517071478330261319857433	(1,19)
2.1489997805387126213200257612	(1,20)
2.1479365240251527531277686532	(1,21)
2.146885182975719614365783799	(1,22)
2.1458700107800442027122095476	(1,23)
2.1449154465571150673774563748	(1,24)
2.1440452653923564756855605392	(1,25)
2.1432817358499887152276891478	(1,26)
2.1426448194274588960959631477	(1,27)
2.1421514450475164175550042017	(1,28)
2.1418148886865877674903385409	(1,29)
2.1416442839433641566560915055	(1,30)
2.1572689667427560924742676229	(2,1)
2.1572683748228441023702303952	(2,2)
2.1572643832954618930690296101	(2,3)
2.1572515305399513193629763798	(2,4)
2.1572220014515089938482851477	(2,5)
2.1571660607769995388168942809	(2,6)
2.1570725993931956837727461321	(2,7)
2.1569297683289154452947197272	(2,8)
2.1567256711942372363043495988	(2,9)
2.1564490828416780746923623218	(2,10)
2.1560901606730898039562592592	(2,11)
2.1556411150866303589910182284	(2,12)
2.1550968071296113433366008506	(2,13)
2.1544552444189732795702505414	(2,14)
2.1537179506826881622133246952	(2,15)
2.1528901896766685548561323721	(2,16)
2.1519810305080523427198747905	(2,17)
2.1510032482737004169220049754	(2,18)
2.1499730611023826107203071634	(2,19)
2.1489097118568543806170346203	(2,20)
2.1478349095943913359026914846	(2,21)
2.1467721521017282587834538813	(2,22)
2.1457459561400506953082109422	(2,23)
2.1447810262238750436850482134	(2,24)
2.1439013956295838518724199968	(2,25)
2.1431295747574987719584065116	(2,26)
2.1424857418909001999798546922	(2,27)
2.141987009807208067919948179	(2,28)
2.1416467986671252874409186183	(2,29)
2.1414743412661781624929504285	(2,30)
2.1564743619611537810230886905	(3,1)
2.156473757585069493034650944	(3,2)
2.156469682061264081227751056	(3,3)
2.1564565588364325488604088111	(3,4)
2.1564264083468912911391705763	(3,5)
2.1563692904727907789619511296	(3,6)
2.1562738623109117315322388929	(3,7)
2.156128025537119652837415634	(3,8)
2.1559196334043355662355867376	(3,9)
2.1556372245240664711932155989	(3,10)
2.1552707491389325267199316538	(3,11)
2.1548122536761039329193864814	(3,12)
2.1542564909761607987656248828	(3,13)
2.1536014266508447586679603569	(3,14)
2.1528486164048451359167489643	(3,15)
2.1520034346713866674355426297	(3,16)
2.1510751413193361455449914465	(3,17)
2.1500767802117967864263461269	(3,18)
2.1490249107264626893183941545	(3,19)
2.1479391806662566052957121937	(3,20)
2.1468417559749887108489831646	(3,21)
2.1457566290210662727727802968	(3,22)
2.1447088326442332015928158434	(3,23)
2.1437235914371440088142531525	(3,24)
2.142825444666589950896054613	(3,25)
2.1420373766980703906440300993	(3,26)
2.1413799907059047691968576465	(3,27)
2.1408707598299990334125392107	(3,28)
2.1405233868475351916274802051	(3,29)
2.1403472989951747984505656659	(3,30)
2.1534328319826582896609060335	(4,1)
2.1534322095609299341151301678	(4,2)
2.1534280123488871580307569009	(4,3)
2.1534144972866265005846899342	(4,4)
2.1533834465532070566065676661	(4,5)
2.1533246232299724469750131371	(4,6)
2.1532263457238905528349166263	(4,7)
2.1530761544533692244410512772	(4,8)
2.1528615399481251537491572298	(4,9)
2.1525706985310033323865670704	(4,10)
2.1521932802667123308094713899	(4,11)
2.1517210939479374391641995828	(4,12)
2.1511487355420783849780326916	(4,13)
2.1504741096720220303684428592	(4,14)
2.1496988182162851635188746429	(4,15)
2.1488283957921443788213242283	(4,16)
2.1478723784833446980201728126	(4,17)
2.1468441994044747077283586779	(4,18)
2.1457609122419488423010487526	(4,19)
2.1446427514473195816404395805	(4,20)
2.1435125449530175909151740027	(4,21)
2.1423950018186982970026093914	(4,22)
2.1413159028114587433558302149	(4,23)
2.1403012263292924973615457828	(4,24)
2.1393762450997696637748766992	(4,25)
2.1385646305905842940340672169	(4,26)
2.1378876019867832523034380989	(4,27)
2.1373631549216856947085335701	(4,28)
2.1370054019643086286798226294	(4,29)
2.1368240523012336973419685758	(4,30)
2.1462925238150965094634935592	(5,1)
2.1462918784700313646484558331	(5,2)
2.1462875266777097261890185891	(5,3)
2.1462735138651337445336239273	(5,4)
2.1462413195527626990917882467	(5,5)
2.1461803297955662916548790107	(5,6)
2.146078432754012166960122477	(5,7)
2.1459227099206913274378288919	(5,8)
2.1457001910182523006227536512	(5,9)
2.1453986374921988740336332229	(5,10)
2.1450073179860753773807022935	(5,11)
