luu231_(sigma,mu)
5.00621291536736409919544e-6	(1,1)
0.00004497194063372333357778937	(1,2)
0.00012443448344207216652339782	(1,3)
0.00024235854301541076718596507	(1,4)
0.00039696321873528409271679184	(1,5)
0.00058549069732681620414050697	(1,6)
0.00080396298896237623564280094	(1,7)
0.00104697264910820038403415975	(1,8)
0.00130755376384682388209573477	(1,9)
0.00157717416172110926886054833	(1,10)
0.00184587925717006328007987354	(1,11)
0.00210260310632628705913178465	(1,12)
0.00233564461622341071477013783	(1,13)
0.00253328817614034838773102877	(1,14)
0.00268453021265264398837526174	(1,15)
0.00277985820618428778925816573	(1,16)
0.00281201821235496663013142218	(1,17)
0.00277670216791663268854936354	(1,18)
0.00267308795235381784712110771	(1,19)
0.00250417342602946552371221099	(1,20)
0.00227685993587282695302702866	(1,21)
0.0020017599307584750095834954	(1,22)
0.00169272572085905203871342319	(1,23)
0.00136612005781525931871581161	(1,24)
0.00103987195055702418513841385	(1,25)
0.00073238084957618303355830338	(1,26)
0.00046134715674387829899538831	(1,27)
0.0002426154974828722043814953	(1,28)
0.00008911844111311362403162629	(1,29)
0.00001000214132340871097765495	(1,30)
5.06100778884006966021442e-6	(2,1)
0.00004546417534657845738600188	(2,2)
0.00012579646533606662870066057	(2,3)
0.00024501124731615935946370237	(2,4)
0.0004013081268989616346073749	(2,5)
0.00059189910305110561548307878	(2,6)
0.00081276264104064342130256322	(2,7)
0.00105843210329656563413784962	(2,8)
0.00132186532262653532230880891	(2,9)
0.00159443672936154746720235067	(2,10)
0.00186608277039340503086073581	(2,11)
0.00212561637139775531927271343	(2,12)
0.00236120836058924459155250028	(2,13)
0.00256101489549871418377099854	(2,14)
0.00271391197250820277772727862	(2,15)
0.00281028297125976629089322682	(2,16)
0.00284279457673334390669521846	(2,17)
0.0028070916063087961421945358	(2,18)
0.00270234297918105986261000854	(2,19)
0.00253157940592555140534390728	(2,20)
0.0023017778026414393723182333	(2,21)
0.00202366679512261454070142908	(2,22)
0.00171125031584752091471285852	(2,23)
0.00138107019785578189393655668	(2,24)
0.00105125165619861892984937984	(2,25)
0.00074039548103505005148190711	(2,26)
0.00046639575250714775206131359	(2,27)
0.00024527045957373449023979975	(2,28)
0.00009009366727752278356841594	(2,29)
0.00001011159484136815765218144	(2,30)
5.17033134804116123393086e-6	(3,1)
0.00004644625352804308725692357	(3,2)
0.00012851381233745613193141487	(3,3)
0.00025030376623551705428759148	(3,4)
0.00040997682234011627033810182	(3,5)
0.00060468473860951294836479321	(3,6)
0.00083031908073655213132173244	(3,7)
0.00108129508038987953297133584	(3,8)
0.00135041839112766217965745816	(3,9)
0.00162887704924384472754081335	(3,10)
0.0019063900421845867827930493	(3,11)
0.00217152857597368773039386976	(3,12)
0.00241220791388211275768305373	(3,13)
0.00261632837285605606179395439	(3,14)
0.00277252571357537999066812673	(3,15)
0.00287097570521496379011133443	(3,16)
0.00290418680779017076038341878	(3,17)
0.00286770999656798154486794811	(3,18)
0.0027606965018252879077135637	(3,19)
0.00258624276006233367639634052	(3,20)
0.00235147661327944242139588881	(3,21)
0.00206735857391642549913985066	(3,22)
0.0017481951001994162575386055	(3,23)
0.00141088524379150241054847195	(3,24)
0.00107394551309231659183454636	(3,25)
0.0007563781567241385957943184	(3,26)
0.0004764633781415180288888935	(3,27)
0.00025056474616619925341214686	(3,28)
0.00009203835316366810549684385	(3,29)
