c^1_1_(sigma,mu)
-5.4392884542656402214156423	(1,1)
-5.4392829918840981971699586	(1,2)
-5.4392461570943666149925367	(1,3)
-5.4391275487268690119883838	(1,4)
-5.4388550470855275152971595	(1,5)
-5.4383388128767176624061248	(1,6)
-5.437476328398737924977901	(1,7)
-5.4361582484536523097063971	(1,8)
-5.4342747902541607985229827	(1,9)
-5.4317223654055889230047971	(1,10)
-5.4284101440207518805742369	(1,11)
-5.424266241769198840830521	(1,12)
-5.4192432351639820765736032	(1,13)
-5.4133227380364698617709371	(1,14)
-5.4065188117532460629367238	(1,15)
-5.3988800315735849044091341	(1,16)
-5.390490089465279486079304	(1,17)
-5.3814668771683413585796296	(1,18)
-5.3719600595516979341989226	(1,19)
-5.3621472144536672375942734	(1,20)
-5.3522286783400529273870354	(1,21)
-5.3424212944891714601416193	(1,22)
-5.3329513095045158843738112	(1,23)
-5.3240467026051950075341544	(1,24)
-5.3159292586469260250099676	(1,25)
-5.308806709005097799464739	(1,26)
-5.3028652637085457566324495	(1,27)
-5.2982628435562340792228775	(1,28)
-5.2951232929927603670504219	(1,29)
-5.293531814455383487397471	(1,30)
-5.2771935595799495022463811	(2,1)
-5.2771880867183939051312749	(2,2)
-5.2771511812582049999335631	(2,3)
-5.2770323453313788890468819	(2,4)
-5.2767593208757437969889804	(2,5)
-5.2762420962384458152725446	(2,6)
-5.2753779570418273029873008	(2,7)
-5.2740573483279042879424443	(2,8)
-5.2721702767345620386466572	(2,9)
-5.2696129552129527057780387	(2,10)
-5.2662943797474020052194435	(2,11)
-5.2621425282836144860179939	(2,12)
-5.2571098866000880736249137	(2,13)
-5.2511780335582250802508401	(2,14)
-5.244361057846854200004007	(2,15)
-5.2367076282781989976425638	(2,16)
-5.2283015977243676293397306	(2,17)
-5.2192610843787302018878155	(2,18)
-5.209736040410920037345323	(2,19)
-5.1999043843579705893548974	(2,20)
-5.1899668368588474017253433	(2,21)
-5.1801406568248812041493023	(2,22)
-5.1706525243230030968742067	(2,23)
-5.1617308551702998694181293	(2,24)
-5.153597858789365758344377	(2,25)
-5.146461664075190251358491	(2,26)
-5.1405088372774101648830517	(2,27)
-5.1358976012151092339983311	(2,28)
-5.1327520371301991812943227	(2,29)
-5.131157510345158764556744	(2,30)
-4.9631399500519277307706924	(3,1)
-4.9631344630895554545135313	(3,2)
-4.9630974625428343970192012	(3,3)
-4.962978320440166618257524	(3,4)
-4.962704592569611566312832	(3,5)
-4.962186035446063958637137	(3,6)
-4.9613196702711653182661142	(3,7)
-4.9599956603106811108913278	(3,8)
-4.958103729741376888433615	(3,9)
-4.9555398256934746501885013	(3,10)
-4.9522127121176047944618405	(3,11)
-4.948050184839107496754432	(3,12)
-4.9430046117229869440484134	(3,13)
-4.9370575296476147376694764	(3,14)
-4.9302230697806766557679874	(3,15)
-4.9225500327431868813005751	(3,16)
-4.9141224934581282615092627	(3,17)
-4.9050588792713033077458407	(3,18)
-4.8955095315168720452307324	(3,19)
-4.8856528271664126756210438	(3,20)
-4.8756900006377672002889791	(3,21)
-4.8658388634678939789510417	(3,22)
-4.8563266688438591779743139	(3,23)
-4.8473824067721822776277469	(3,24)
-4.8392288422407754338804927	(3,25)
-4.8320746219134736898393581	(3,26)
-4.8261067741014690330513621	(3,27)
-4.8214839119941069866879776	(3,28)
-4.8183304220260117383908658	(3,29)
-4.816731879010568611459339	(3,30)
-4.5160775506118773247463095	(4,1)
-4.5160720591010274290429176	(4,2)
-4.5160350278834021642460704	(4,3)
-4.5159157870332115508561287	(4,4)
-4.5156418323667106276694382	(4,5)
-4.5151228458837839056374384	(4,6)
