muu33_(sigma,mu)
-518.7829600778376	(1,1)
-518.7828076098941	(1,2)
-518.7817794627927	(1,3)
-518.7784688041045	(1,4)
-518.7708625069526	(1,5)
-518.7564525992783	(1,6)
-518.73237663851	(1,7)
-518.6955804841238	(1,8)
-518.6429959208319	(1,9)
-518.5717249156065	(1,10)
-518.4792219926335	(1,11)
-518.3634662831825	(1,12)
-518.2231152375972	(1,13)
-518.0576327461681	(1,14)
-517.8673854666246	(1,15)
-517.6537024534433	(1,16)
-517.4188946784991	(1,17)
-517.1662326708151	(1,18)
-516.8998822294845	(1,19)
-516.6247999194642	(1,20)
-516.3465917828762	(1,21)
-516.0713403235327	(1,22)
-515.8054062821931	(1,23)
-515.5552129468623	(1,24)
-515.3270216715491	(1,25)
-515.1267078508969	(1,26)
-514.9595467718019	(1,27)
-514.8300185086166	(1,28)
-514.7416403394054	(1,29)
-514.696834055114	(1,30)
-512.191217607614714	(2,1)
-512.1910606741993147	(2,2)
-512.1900024146862296	(2,3)
-512.1865947920992699	(2,4)
-512.1787657117267874	(2,5)
-512.1639337212354174	(2,6)
-512.1391524703601109	(2,7)
-512.1012782085948535	(2,8)
-512.0471525532582849	(2,9)
-511.9737920759484691	(2,10)
-511.8785759525152656	(2,11)
-511.7594230007823156	(2,12)
-511.6149498751050511	(2,13)
-511.444602967832531	(2,14)
-511.2487576454193472	(2,15)
-511.0287797752656795	(2,16)
-510.7870460280531671	(2,17)
-510.5269211161627295	(2,18)
-510.252691895875316	(2,19)
-509.9694600606744684	(2,20)
-509.6829969227777124	(2,21)
-509.3995654539950377	(2,22)
-509.1257162661003489	(2,23)
-508.8680654849939055	(2,24)
-508.6330634441946315	(2,25)
-508.4267637306381369	(2,26)
-508.2546023105721115	(2,27)
-508.1211962144102608	(2,28)
-508.0301705580975822	(2,29)
-507.9840215421083176	(2,30)
-499.466186902431803835	(3,1)
-499.466021305465170927	(3,2)
-499.464904624264152586	(3,3)
-499.461308880128708576	(3,4)
-499.453047573909333829	(3,5)
-499.437396693570242444	(3,6)
-499.411247100137280896	(3,7)
-499.371281194031025249	(3,8)
-499.314165666617631892	(3,9)
-499.23675142851173443	(3,10)
-499.136271495818013748	(3,11)
-499.010527706514133164	(3,12)
-498.858057612371453047	(3,13)
-498.678273714370361703	(3,14)
-498.471568339183190472	(3,15)
-498.239378842739381741	(3,16)
-497.984209422532543619	(3,17)
-497.70960756939912265	(3,18)
-497.420095036079303064	(3,19)
-497.121055085078627897	(3,20)
-496.818579639223316048	(3,21)
-496.519281727101884264	(3,22)
-496.23008022012401752	(3,23)
-495.957965223413850076	(3,24)
-495.709753535324377128	(3,25)
-495.491844262143235172	(3,26)
-495.309984909803290867	(3,27)
-495.169058035885717196	(3,28)
-495.072897819986817598	(3,29)
-495.024144714217720149	(3,30)
-481.4561799869087136488	(4,1)
-481.4560020160277727844	(4,2)
-481.4548018927290833147	(4,3)
-481.4509374598338282999	(4,4)
-481.4420588180633826625	(4,5)
-481.4252383434482349774	(4,6)
-481.3971343962864921693	(4,7)
-481.3541810862547593387	(4,8)
-481.2927952878050660003	(4,9)
-481.2095913449628960355	(4,10)
-481.1015935832285928551	(4,11)
-480.9664368539807793053	(4,12)
-480.8025458502789779385	(4,13)
-480.6092848149679839407	(4,14)
-480.3870704661047371438	(4,15)
-480.1374424395936295656	(4,16)
-479.8630872409519425912	(4,17)
-479.5678135526707228198	(4,18)
-479.2564787045284177673	(4,19)
-478.9348681223038876311	(4,20)
-478.609531561609985499	(4,21)
-478.2875818377454883531	(4,22)
-477.9764635028298766179	(4,23)
-477.6837004165925309627	(4,24)
-477.4166323246522094442	(4,25)
-477.1821513204055869037	(4,26)
-476.9864493582485083489	(4,27)
-476.8347877610416557271	(4,28)
-476.731298904641341254	(4,29)
-476.6788289803282958373	(4,30)
-459.27796662299146962662	(5,1)
-459.27777319810977878855	(5,2)
-459.27646886251377193056	(5,3)
-459.27226885971443338336	(5,4)
-459.26261921833077732807	(5,5)
-459.244338024202863331	(5,6)
-459.21379327511045258607	(5,7)
-459.16710901200559244657	(5,8)
-459.10039015807586098902	(5,9)
-459.00995568906363969488	(5,10)
-458.89256942222953756947	(5,11)
-458.7456578392170067546	(5,12)
-458.56750492157236759519	(5,13)
-458.35741493403760867089	(5,14)
-458.11583538853214432905	(5,15)
-457.84443400566691791532	(5,16)
-457.54612530455580732883	(5,17)
-457.22504443964011742045	(5,18)
-456.88646800850326149228	(5,19)
-456.53668371746665356097	(5,20)
-456.18281294654878207423	(5,21)
-455.83259232849517383624	(5,22)
-455.49412236560247134949	(5,23)
-455.17559276324583242792	(5,24)
-454.88499546753502120694	(5,25)
-454.62983726705772352884	(5,26)
-454.41686417793823203211	(5,27)
-454.25180962148817263821	(5,28)
-454.13917759864153883663	(5,29)
-454.0820706760194575526	(5,30)
-434.169055211540179407483	(6,1)
-434.168843942340151799204	(6,2)
-434.167419275639900490485	(6,3)
-434.162831799734031769838	(6,4)
-434.152291908751515312572	(6,5)
-434.132324073935920742295	(6,6)
-434.098961039343325160123	(6,7)
-434.047968862236656793787	(6,8)
-433.975092348511560993873	(6,9)
-433.876309563238100427673	(6,10)
-433.748083742106112930275	(6,11)
-433.587601079598395495343	(6,12)
