kuu2211_(sigma,mu)
-2.6666666666666575442574558145	(1,1)
-2.6666666666659304480395832251	(1,2)
-2.6666666666610273681041239924	(1,3)
-2.6666666666452392812798987685	(1,4)
-2.6666666666089655816512371109	(1,5)
-2.6666666665402450110919097442	(1,6)
-2.6666666664254239886490846583	(1,7)
-2.6666666662499310899350604603	(1,8)
-2.6666666659991217144310920632	(1,9)
-2.6666666656591539855319783419	(1,10)
-2.6666666652178557106816120666	(1,11)
-2.6666666646655427463228094255	(1,12)
-2.6666666639957512478180521576	(1,13)
-2.6666666632058498694263418553	(1,14)
-2.6666666622975028173205417794	(1,15)
-2.6666666612769605441903155382	(1,16)
-2.6666666601551616046463394737	(1,17)
-2.6666666589476365692613470148	(1,18)
-2.6666666576742127242761895969	(1,19)
-2.6666666563585263547953591598	(1,20)
-2.6666666550273574877955127059	(1,21)
-2.6666666537098097877553693358	(1,22)
-2.666666652436365542399197644	(1,23)
-2.666666651237852004559483553	(1,24)
-2.666666650144360406167158684	(1,25)
-2.666666649184162378594115596	(1,26)
-2.666666648382669990456360528	(1,27)
-2.666666647761484921503336407	(1,28)
-2.666666647337579318199682869	(1,29)
-2.66666664712264565596503881	(1,30)
-2.6666666666659284265049051513	(2,1)
-2.6666666666070874320833975821	(2,2)
-2.666666666210300745549072665	(2,3)
-2.6666666649326339042510755862	(2,4)
-2.6666666619971482010396292357	(2,5)
-2.6666666564358667818225361773	(2,6)
-2.6666666471438598922498573255	(2,7)
-2.6666666329419204314032809055	(2,8)
-2.6666666126449195432004675879	(2,9)
-2.6666665851326897553854572618	(2,10)
-2.6666665494201846469755980697	(2,11)
-2.6666665047237058912557175952	(2,12)
-2.6666664505201613321219658166	(2,13)
-2.6666663865966078660476600395	(2,14)
-2.6666663130877244164741825185	(2,15)
-2.6666662304993365870649527936	(2,16)
-2.6666661397166592727966696913	(2,17)
-2.6666660419965206370497623517	(2,18)
-2.66666593894346445474020285	(2,19)
-2.666665832470280963940223314	(2,20)
-2.6666657247441701316868960352	(2,21)
-2.6666656181203737959147088542	(2,22)
-2.666665515065699424575559294	(2,23)
-2.666665418074870366816821999	(2,24)
-2.666665329583046137620823586	(2,25)
-2.66666525187813288861615156	(2,26)
-2.666665187016623725070353435	(2,27)
-2.66666513674665248014664753	(2,28)
-2.666665102441703957265644581	(2,29)
-2.66666508504800116456122142	(2,30)
-2.6666666666609807720060197641	(3,1)
-2.6666666662077899090783461503	(3,2)
-2.6666666631517555503200109267	(3,3)
-2.6666666533112193590625518953	(3,4)
-2.6666666307022323750040379694	(3,5)
-2.6666665878694785632871219213	(3,6)
-2.6666665163028380460540767735	(3,7)
-2.6666664069201130843946695474	(3,8)
-2.6666662505935020153642455953	(3,9)
-2.6666660386955406042844988972	(3,10)
-2.6666657636394712284054328864	(3,11)
-2.6666654193893226144536118592	(3,12)
-2.6666650019163137596155273939	(3,13)
-2.6666645095804301424348193241	(3,14)
-2.6666639434190359010738086345	(3,15)
-2.6666633073280543475328468513	(3,16)
-2.6666626081254447188484645157	(3,17)
-2.6666618554913025008794866868	(3,18)
-2.6666610617837909094862528268	(3,19)
-2.6666602417351418604243201192	(3,20)
-2.6666594120370001529892188213	(3,21)
-2.666658590829256477102098153	(3,22)
-2.66665779711103012479449542	(3,23)
-2.666657050096406318061207434	(3,24)
-2.666656368540680061372905307	(3,25)
-2.666655770064988272645705486	(3,26)
-2.666655270508131799894325537	(3,27)
-2.666654883333956761424935962	(3,28)
-2.666654619120811253018251813	(3,29)
-2.66665448515633942383233522	(3,30)
-2.6666666666448835410917166379	(4,1)
-2.6666666649086724326181230534	(4,2)
-2.6666666532007559355425370063	(4,3)
-2.666666615500860973603596452	(4,4)
-2.6666665288839951342634849193	(4,5)
-2.6666663647882478474430251273	(4,6)
-2.6666660906106901428721745192	(4,7)
-2.6666656715567566072132143841	(4,8)
-2.6666650726572363274551173203	(4,9)
-2.6666642608598495986753914169	(4,10)
-2.666663207099476919911232462	(4,11)
-2.6666618882523397093713494916	(4,12)
-2.6666602888845300332365175777	(4,13)
-2.6666584027138474627614457181	(4,14)
-2.666656233715455914225986325	(4,15)
-2.666653796815931626619182864	(4,16)
-2.6666511181363511606347653877	(4,17)
-2.6666482347626938909742576849	(4,18)
-2.6666451940405346200736773918	(4,19)
-2.6666420524102786288465778499	(4,20)
-2.6666388738184842332251879523	(4,21)
-2.6666357277594820135872128696	(4,22)
-2.666632687018795332879733179	(4,23)
-2.666629825204971475434548803	(4,24)
-2.666627214168482229746251393	(4,25)
-2.666624921414504587337971878	(4,26)
-2.666623007619908719197133264	(4,27)
-2.666621524363118513581526599	(4,28)
-2.666620512168405589246428769	(4,29)
-2.6666199989537103654695645	(4,30)
-2.6666666666073589967561202217	(5,1)
-2.6666666618802763367586974121	(5,2)
-2.6666666300038021847448813784	(5,3)
-2.6666665273604595550338271853	(5,4)
-2.6666662915337059220049021395	(5,5)
-2.6666658447597433762533850561	(5,6)
-2.6666650982726635729897646308	(5,7)
-2.6666639573397825510019893778	(5,8)
-2.6666623267533612961330292177	(5,9)
