a^1^2^2_1_(sigma,mu)
3.9999981218249973955002469214	(1,1)
3.9998484230415943802289029421	(1,2)
3.9988389506774607575877087832	(1,3)
3.9955884402236007504641349035	(1,4)
3.9881204221442045818094813474	(1,5)
3.9739728141645493719983479562	(1,6)
3.9503360771476909710064575028	(1,7)
3.9142135617613980314143537389	(1,8)
3.8625966265416332435068674545	(1,9)
3.7926463901350270178634989091	(1,10)
3.7018736236140869977758842023	(1,11)
3.5883083091365540658367644872	(1,12)
3.4506507886411121959516246797	(1,13)
3.2883971839603359396968866214	(1,14)
3.1019328550877044904979463037	(1,15)
2.8925890293519221907111221434	(1,16)
2.6626593215653951631087605149	(1,17)
2.4153746046955468021383093449	(1,18)
2.1548365063816210321534065503	(1,19)
1.8859116193770523576606482056	(1,20)
1.6140902444627601344656803494	(1,21)
1.3453150567725592385112447747	(1,22)
1.0857864318327544646696179045	(1,23)
0.8417522268069638812533926632	(1,24)
0.6192905387342113336254008875	(1,25)
0.4240943226966911368089629692	(1,26)
0.2612667324755243466599492338	(1,27)
0.1351356445716076259981931546	(1,28)
0.04909506030628674309284756352	(1,29)
0.00547998276655274680239501659	(1,30)
3.9999981218239037193849499492	(2,1)
3.9998484229533332010116183797	(2,2)
3.9988389500015670671936154334	(2,3)
3.9955884376575259077730855625	(2,4)
3.9881204152470234271039612536	(2,5)
3.9739727991066027261022469783	(2,6)
3.9503360485844441157318972719	(2,7)
3.9142135128708978856795925877	(2,8)
3.86259654925947272975498867	(2,9)
3.7926462756068755222918192909	(2,10)
3.7018734628634578404368481826	(2,11)
3.5883080939163205922307370498	(2,12)
3.4506505124049696574416007484	(2,13)
3.2883968428599408240220714683	(2,14)
3.1019324488782219726437962155	(2,15)
2.8925885620784353155353588182	(2,16)
2.6626588019089828184168118306	(2,17)
2.4153740458825235241120961885	(2,18)
2.1548359256013985873479154613	(2,19)
1.885911036709394461283445007	(2,20)
1.6140896813773761895374593434	(2,21)
1.3453145343247838721212053096	(2,22)
1.0857859687296380301402482487	(2,23)
0.8417518375503294505333431059	(2,24)
0.6192902320550365291353496897	(2,25)
0.424094100475606863732964727	(2,26)
0.2612665892981489180519501269	(2,27)
0.135135567999620830937034447	(2,28)
0.0490950318637529740127510703	(2,29)
0.00547997955649942382017585067	(2,30)
3.9999981218164822411213322185	(3,1)
3.9998484223544096131178893814	(3,2)
3.9988389454150809450254022482	(3,3)
3.9955884202446298017075382889	(3,4)
3.9881203684440635829300890128	(3,5)
3.9739726969262416915409993482	(3,6)
3.950335854759690734486205801	(3,7)
3.9142131811092889945271061059	(3,8)
3.8625960248375036068630733936	(3,9)
3.7926454984407947923156662971	(3,10)
3.7018723720406208919640296989	(3,11)
