ldd131_(sigma,mu)
0.1252086133032760417375017299	(1,1)
0.125203927306514335438769802	(1,2)
0.1251723279568570497268887186	(1,3)
0.1250705777577388626610857469	(1,4)
0.1248368076180015927270657859	(1,5)
0.124393947427162594900506071	(1,6)
0.1236540507771546394445048245	(1,7)
0.1225233143494079583201047666	(1,8)
0.120907559717800177238350636	(1,9)
0.1187179228388147569488023153	(1,10)
0.1158764853189357046125162993	(1,11)
0.1123215821793324421065532013	(1,12)
0.108012533274437451237953949	(1,13)
0.1029335692406122219808980495	(1,14)
0.0970967568339590685654943487	(1,15)
0.0905437712905894120860438116	(1,16)
0.0833464130484544592568773896	(1,17)
0.0756058206406473094962711796	(1,18)
0.067450388427547036118399418	(1,19)
0.0590324545934010632724339688	(1,20)
0.0505238790075436847579925916	(1,21)
0.0421106797675359386893697849	(1,22)
0.0339869393417963005675970238	(1,23)
0.026348224362691255837331835	(1,24)
0.0193847858276401193590079566	(1,25)
0.01327481773952477887584164569	(1,26)
0.00817805155022697388519812013	(1,27)
0.00422995117373371346688664048	(1,28)
0.00153674933815122297406582559	(1,29)
0.00017153167491074778819823406	(1,30)
0.1268625872543654014234413788	(2,1)
0.126857838546113842365576675	(2,2)
0.1268258163120687551790918172	(2,3)
0.1267227044400446055968810616	(2,4)
0.1264858059777921849239061772	(2,5)
0.1260370198259967015408216241	(2,6)
0.1252872237465966892245246507	(2,7)
0.1241413615805590003957243064	(2,8)
0.1225039993062204423402889211	(2,9)
0.1202850917144314607691404795	(2,10)
0.1174056900675155480830161138	(2,11)
0.1138033216840428122534382071	(2,12)
0.1094367849632797936783229761	(2,13)
0.1042901274146475492401279253	(2,14)
0.0983756087609661375421898913	(2,15)
0.0917354946446200287970181997	(2,16)
0.0844425769852940885640380473	(2,17)
0.0765993724000483817522954527	(2,18)
0.068336007865078551281229829	(2,19)
0.0598068604276486347976119549	(2,20)
0.0511860727258188301571529897	(2,21)
0.0426621159221442769090937187	(2,22)
0.0344316142134854752546167909	(2,23)
0.0266926784762735139448130994	(2,24)
0.0196380193860895574856072151	(2,25)
0.01344812152257541192365446961	(2,26)
0.00828475905522385872847320209	(2,27)
0.00428512064870407844062087219	(2,28)
0.0015567867946107389529134347	(2,29)
0.00017376792847107195792620423	(2,30)
0.1300890904810947955150750587	(3,1)
0.1300842193488809578335628828	(3,2)
0.1300513715696017568288914775	(3,3)
0.1299456014728923894289167445	(3,4)
0.1297025959873586233612733917	(3,5)
0.1292422413860320634351889323	(3,6)
0.1284731201248730018192855363	(3,7)
0.1272977305493696441557874669	(3,8)
0.1256181880094687231319822633	(3,9)
0.1233421423266694868933226357	(3,10)
0.1203886346944885101955048987	(3,11)
0.1166936175541573004468262685	(3,12)
0.1122148738200648063831235972	(3,13)
0.1069360965303770859871093149	(3,14)
0.1008699255251196569996752727	(3,15)
0.0940597825660830231029876953	(3,16)
0.0865803984370525166396221905	(3,17)
0.0785369826825851664518954317	(3,18)
0.0700630462070754805871224474	(3,19)
0.0613169462972336213402972782	(3,20)
0.0524772800976241746246099857	(3,21)
0.0437373036472457753394809387	(3,22)
0.0352985970189811328938822675	(3,23)
0.0273642299964688005882498464	(3,24)
0.0201317056198090095309716048	(3,25)
0.01378596987801819934110676542	(3,26)
0.00849277440063900037107593742	(3,27)
0.00439266532150971456235182129	(3,28)
0.00159584619509341037971111698	(3,29)
0.00017812706469327821468165157	(3,30)
0.1347288903913031133405653516	(4,1)
0.1347238429886020808261037985	(4,2)
0.1346898065596041114208829734	(4,3)
0.1345802090604440493291282104	(4,4)
0.1343284105039781689951074303	(4,5)
0.13385139942191758865287323	(4,6)
0.1330544537106968478972959676	(4,7)
0.1318365512775720106899850113	(4,8)
0.1300962802542704837080487454	(4,9)
0.1277379738612475508502187435	(4,10)
0.1246777824690493590249458411	(4,11)
0.1208493956822092350149320581	(4,12)
0.1162091404708635743752087646	(4,13)
0.1107402070152084170157686699	(4,14)
0.1044557909460757769067261846	(4,15)
0.0974009874539093628201359351	(4,16)
0.0896533272130183156603558879	(4,17)
0.0813219037621383804821637637	(4,18)
0.0725451041707382448620336786	(4,19)
0.0634870166571960239788197638	(4,20)
0.0543326474895611030787866656	(4,21)
0.0452821323412120531430685719	(4,22)
0.036544171942467556033568431	(4,23)
0.0283289564269452579228638955	(4,24)
0.0208408657750489603102844299	(4,25)
0.01427124431058999900628400455	(4,26)
0.00879154498235275587565892861	(4,27)
0.00454712439140179707564208216	(4,28)
0.00165194296239711890691234034	(4,29)
0.0001843875282178532091841775	(4,30)
0.1405534726032223357879200336	(5,1)
0.1405482035061907328989906436	(5,2)
0.1405126721203927328430497732	(5,3)
0.1403982609321858509907291274	(5,4)
0.1401354034652657307621395441	(5,5)
0.139637443990728274568201384	(5,6)
0.1388055048498349545633834463	(5,7)
0.1375341375736814449007023482	(5,8)
0.1357174965277606959880075128	(5,9)
0.1332557477193409577024656976	(5,10)
0.1300614119821121653202569924	(5,11)
0.1260653417710591792087914644	(5,12)
0.1212220444464016006835028692	(5,13)
0.1155140917536944252206154158	(5,14)
0.1089553941340903187634934667	(5,15)
0.1015931678313164638912964539	(5,16)
0.0935084802673269255860155147	(5,17)
0.0848153221721040066293402782	(5,18)
0.075658220518109807489794768	(5,19)
0.0662084713405819462102937362	(5,20)
0.0566591329785043345127108249	(5,21)
0.0472189753163321438940472351	(5,22)
0.0381056267740522690816606304	(5,23)
0.0295381960969900536999219767	(5,24)
0.0217296690187413874486833089	(5,25)
0.01487938980371285022797981016	(5,26)
0.0091659343275589100488521277	(5,27)
