b^2^2_1_(sigma,mu)
-0.00393503902638531140608523	(1,1)
-0.00393502945506591491605629	(1,2)
-0.00393496491214922947396992	(1,3)
-0.00393475708227197345988481	(1,4)
-0.00393427958877317704082933	(1,5)
-0.00393337498875823441628334	(1,6)
-0.00393186358273980039265016	(1,7)
-0.00392955362880732019863251	(1,8)
-0.00392625248760099664821798	(1,9)
-0.00392177818279033001178126	(1,10)
-0.0039159708434559727064711	(1,11)
-0.0039087034997395272347862	(1,12)
-0.003899891730331813381173	(1,13)
-0.0038895017079810502361672	(1,14)
-0.0038775562547996768494808	(1,15)
-0.0038641385999281018611405	(1,16)
-0.0038493936250309896091622	(1,17)
-0.0038335264849502916925284	(1,18)
-0.0038167985982662750476013	(1,19)
-0.0037995211119954389557838	(1,20)
-0.0037820460524370480025852	(1,21)
-0.003764755476283979221919	(1,22)
-0.0037480490283497011407816	(1,23)
-0.003732330390350189745495	(1,24)
-0.0037179931649447320825777	(1,25)
-0.0037054067768992458045676	(1,26)
-0.0036949029857292078348785	(1,27)
-0.0036867635895149253280156	(1,28)
-0.0036812098571466580833834	(1,29)
-0.003678394157039293292616	(1,30)
-0.03485928821023170344428972	(2,1)
-0.0348592021305823862165803	(2,2)
-0.03485862166393976901842518	(2,3)
-0.03485675254619012800554795	(2,4)
-0.034852458208977123446558	(2,5)
-0.03484432268978401091202952	(2,6)
-0.03483072986139307966585947	(2,7)
-0.03480995529295041544591114	(2,8)
-0.03478026648219906576623586	(2,9)
-0.0347400268245394515062176	(2,10)
-0.0346877985199890811078729	(2,11)
-0.0346224396637797586199532	(2,12)
-0.0345431910110092467847811	(2,13)
-0.0344497483339516202448903	(2,14)
-0.034342316880573599588615	(2,15)
-0.0342216451692849667823117	(2,16)
-0.0340890361905899212265883	(2,17)
-0.0339463350022675383850959	(2,18)
-0.0337958926708418823852003	(2,19)
-0.0336405074966804872944819	(2,20)
-0.0334833454294014358929283	(2,21)
-0.0333278424985445981062295	(2,22)
-0.0331775929139981277986009	(2,23)
-0.0330362271929623333090611	(2,24)
-0.0329072852077503067454768	(2,25)
-0.0327940893874375715418193	(2,26)
-0.0326996234187518387611145	(2,27)
-0.032626421659724536519043	(2,28)
-0.0325764740979926555964272	(2,29)
-0.032551151063129529641045	(2,30)
-0.09379870381998352987836996	(3,1)
-0.09379846509359921307851123	(3,2)
-0.09379685527404549590546751	(3,3)
-0.09379167161305992176491618	(3,4)
-0.09377976204340559295408499	(3,5)
-0.09375719964888339127162382	(3,6)
-0.09371950239343297629955215	(3,7)
-0.09366188788200579597655882	(3,8)
-0.0935795513376449362704577	(3,9)
-0.0934679539421636036971164	(3,10)
-0.0933231082312708941108513	(3,11)
-0.0931418473587919882683782	(3,12)
-0.0929220657231636381030123	(3,13)
-0.0926629196368986881013771	(3,14)
-0.0923649783558853763951814	(3,15)
-0.0920303178002779303226662	(3,16)
-0.0916625516163985161662347	(3,17)
-0.0912667967695149467085886	(3,18)
-0.0908495735369354829593448	(3,19)
-0.0904186425015561521574597	(3,20)
-0.0899827838343664561726751	(3,21)
-0.0895515267010780267070915	(3,22)
-0.0891348389284969482010759	(3,23)
-0.0887427890137330589443936	(3,24)
-0.0883851940497683952355598	(3,25)
-0.0880712680799484871470431	(3,26)
-0.0878092857053098804786993	(3,27)
-0.0876062754026803785422626	(3,28)
-0.0874677559529317178344691	(3,29)
-0.087397527652304597529975	(3,30)
-0.17520386337446416253800336	(4,1)
-0.17520339677526691747447851	(4,2)
-0.17520025032579000302055885	(4,3)
-0.1751901186765584972430353	(4,4)
-0.175166841001568935628402	(4,5)
-0.1751227420085444425432887	(4,6)
-0.1750490614120548186100961	(4,7)
-0.174936451880376198005546	(4,8)
-0.1747755223620268294050714	(4,9)
-0.1745574016701108543768705	(4,10)
-0.1742742963093633303245581	(4,11)
-0.1739200167720157183558866	(4,12)
-0.1734904478544430415848728	(4,13)
-0.1729839408677317560295525	(4,14)
-0.17240160881399349297415	(4,15)
-0.171747509539711383101237	(4,16)
-0.1710287064090658023903115	(4,17)
-0.1702552010074685186296413	(4,18)
-0.1694397376246542514724686	(4,19)
-0.1685974846052981460534707	(4,20)
-0.167745602910335209662363	(4,21)
-0.1669027172094977142247179	(4,22)
-0.1660883093207505904615654	(4,23)
-0.1653220576166533519289875	(4,24)
-0.1646231489280369132840959	(4,25)
-0.1640095913076999703125507	(4,26)
-0.1634975566223876079453177	(4,27)
-0.1631007812235465034943117	(4,28)
-0.1628300508768364453098831	(4,29)
-0.162692792755622869585663	(4,30)
-0.2714086655577530514796429	(5,1)
-0.2714078976133784124559065	(5,2)
-0.2714027190829563002299374	(5,3)
-0.2713860440811414444057883	(5,4)
-0.2713477329229718542164281	(5,5)
-0.271275153380472452921761	(5,6)
-0.2711538875447980101974914	(5,7)
-0.2709685513974775329010206	(5,8)
-0.2707036890812445349529471	(5,9)
-0.2703447005196841649101627	(5,10)
-0.2698787595607989283908032	(5,11)
-0.2692956802133419300341603	(5,12)
-0.2685886907252323581870306	(5,13)
-0.2677550790742823120549045	(5,14)
-0.2667966787092095706766848	(5,15)
-0.2657201698683012013391698	(5,16)
-0.2645371792689786656078264	(5,17)
-0.2632641691451754760479643	(5,18)
-0.2619221152400226934089105	(5,19)
