c^2_2_(sigma,mu)
-2.69585007153536194313771947	(1,1)
-2.69584897936048785479809487	(1,2)
-2.69584161443522206249267445	(1,3)
-2.69581789930698781205498923	(1,4)
-2.69576341401649323483367054	(1,5)
-2.69566019566301215018167737	(1,6)
-2.69548774636441389522543195	(1,7)
-2.69522420311718199252573205	(1,8)
-2.69484761542588333282672372	(1,9)
-2.69433727133442248986375147	(1,10)
-2.69367500988760473152143948	(1,11)
-2.69284645820018961779014089	(1,12)
-2.6918421342101197720201794	(1,13)
-2.6906583617205701223951235	(1,14)
-2.6892979522540347766537943	(1,15)
-2.6877706182078979592819649	(1,16)
-2.6860930933817158433576513	(1,17)
-2.6842889496374108726048211	(1,18)
-2.6823881117011657658171755	(1,19)
-2.6804260853413736727424651	(1,20)
-2.678442926782168716824842	(1,21)
-2.6764819926839670505624617	(1,22)
-2.6745885198379320138153733	(1,23)
-2.6728080914488876156624134	(1,24)
-2.6711850521800855256537127	(1,25)
-2.669760936768049761129514	(1,26)
-2.668572976866998120360139	(1,27)
-2.667652747851706697735061	(1,28)
-2.66702501171787979153734	(1,29)
-2.666706804208641860563	(1,30)
-2.69584773808804362032034628	(2,1)
-2.69584664645550559845095191	(2,2)
-2.69583928518743357651437443	(2,3)
-2.69581558183572844535136953	(2,4)
-2.69576112360361522292186229	(2,5)
-2.69565795651754606139257073	(2,6)
-2.69548559289394966440531695	(2,7)
-2.69522218062994677219151054	(2,8)
-2.69484578021417358151856325	(2,9)
-2.69433569011800688202332183	(2,10)
-2.69367375862358470223640942	(2,11)
-2.69284562029248015315936202	(2,12)
-2.6918417981763996362654571	(2,13)
-2.6906586183967473113746726	(2,14)
-2.6892988916356992088891379	(2,15)
-2.6877723260447175457798224	(2,16)
-2.68609564765408772076303	(2,17)
-2.6842924170545995635005633	(2,18)
-2.6823925443661536373759355	(2,19)
-2.68043151772904089246074	(2,20)
-2.6784493731734169294497593	(2,21)
-2.6764894451882213502098632	(2,22)
-2.6745969471194999900722864	(2,23)
-2.6728174382486901209975311	(2,24)
-2.6711952396936011060819344	(2,25)
-2.669771863903876604551778	(2,26)
-2.668584522369852444028938	(2,27)
-2.667664773231176099292692	(2,28)
-2.66703736488252124803824	(2,29)
-2.666719323666962499566	(2,30)
-2.69583117694923003120827933	(3,1)
-2.69583008903712823222158668	(3,2)
-2.69582275285747625949134249	(3,3)
-2.69579913029296407750531434	(3,4)
-2.69574485768167078768953822	(3,5)
-2.69564204229011461926150846	(3,6)
-2.69547026639554781284486504	(3,7)
-2.69520775267037300577271305	(3,8)
-2.69483263694786438774058667	(3,9)
-2.69432428922140132131767324	(3,10)
-2.69366462112501528090203468	(3,11)
-2.69283931828240482584305537	(3,12)
