H2_(sigma,mu)
3.75763575168298629873594e-6	(1,1)
3.7574951232418304385667e-6	(1,2)
3.75654681543510732263335e-6	(1,3)
3.75349325542816639093089e-6	(1,4)
3.74647772920173140531525e-6	(1,5)
3.73318733357502221525048e-6	(1,6)
3.71098276113208504258886e-6	(1,7)
3.67704893138460407193621e-6	(1,8)
3.62855949832317058822659e-6	(1,9)
3.56284759017851968076606e-6	(1,10)
3.47757480194965070094381e-6	(1,11)
3.37089048039871942796538e-6	(1,12)
3.24157371455341372007749e-6	(1,13)
3.08915115653737344742419e-6	(1,14)
2.9139848171427699500592e-6	(1,15)
2.71732526380778857219348e-6	(1,16)
2.50132713979905032273948e-6	(1,17)
2.26902555748455730844134e-6	(1,18)
2.02427362433784057814293e-6	(1,19)
1.7716430632353207477621e-6	(1,20)
1.51629151422420436713078e-6	(1,21)
1.26380158206163367545844e-6	(1,22)
1.0199979576704316724475e-6	(1,23)
7.9074993666884441407949e-7	(1,24)
5.8176734042189146475284e-7	(1,25)
3.9839818432809471122475e-7	(1,26)
2.4543641891199283633697e-7	(1,27)
1.2694769194974483676389e-7	(1,28)
4.612036011501070213963e-8	(1,29)
5.14794720773775046487e-9	(1,30)
0.00030409045922921743197932826	(2,1)
0.00030407907872429931287545026	(2,2)
0.00030400233591489467600639114	(2,3)
0.00030375522335100701931648802	(2,4)
0.00030318748449334268479623111	(2,5)
0.0003021119452160448395730335	(2,6)
0.00030031501679206542222336173	(2,7)
0.00029756888588422204500936642	(2,8)
0.00029364482749954986009545117	(2,9)
0.00028832702229304927585082859	(2,10)
0.00028142623247465624447657386	(2,11)
0.00027279269212191134658296947	(2,12)
0.00026232759791354636551485995	(2,13)
0.00024999264390084904452639101	(2,14)
0.00023581712644586988227160949	(2,15)
0.00021990224930469031837130278	(2,16)
0.00020242237950702375415531481	(2,17)
0.0001836231369248339927194567	(2,18)
0.00016381633846391904695479328	(2,19)
0.00014337195562404730655262076	(2,20)
0.00012270737572831187492031541	(2,21)
0.00010227437665996345756373575	(2,22)
0.00008254432722210465476070617	(2,23)
0.00006399220575658712826844605	(2,24)
0.00004708008487161867619621999	(2,25)
0.00003224075758096234616655364	(2,26)
0.00001986217860639863189895494	(2,27)
0.00001027336405659815941566496	(2,28)
3.73233444882576239153418e-6	(2,29)
4.1660257058890569827328e-7	(2,30)
