muu12_(sigma,mu)
3.046803792926523e-6	(1,1)
0.0000273701253775606	(1,2)
0.0000757313709742744	(1,3)
0.0001475003727850288	(1,4)
0.0002415930291145134	(1,5)
0.0003563304123260152	(1,6)
0.000489290604942757	(1,7)
0.000637181257634596	(1,8)
0.000795761072448982	(1,9)
0.00095983517622879	(1,10)
0.001123342909739653	(1,11)
0.001279547511906223	(1,12)
0.001421326411478169	(1,13)
0.001541549441259002	(1,14)
0.001633521450076482	(1,15)
0.001691456668649419	(1,16)
0.001710945807883403	(1,17)
0.001689374002391013	(1,18)
0.001626248795837987	(1,19)
0.001523402452725035	(1,20)
0.001385041632982928	(1,21)
0.001217629173167977	(1,22)
0.001029596369616333	(1,23)
0.000830898534571193	(1,24)
0.000632440383073789	(1,25)
0.000445409725592881	(1,26)
0.000280566862745174	(1,27)
0.0001475421398525501	(1,28)
0.0000541948009685825	(1,29)
6.08245959143782e-6	(1,30)
0.00002701267170854279869	(2,1)
0.00024266091749729854701	(2,2)
0.0006714270553476079196	(2,3)
0.0013077238339203053479	(2,4)
0.0021419389922495607775	(2,5)
0.003159185774699227467	(2,6)
0.004337988983580982824	(2,7)
0.005649154864619264664	(2,8)
0.007055074989891067715	(2,9)
0.008509685579794715443	(2,10)
0.009959246572938695539	(2,11)
0.01134402447870614919	(2,12)
0.012600867492678129856	(2,13)
0.013666560208745975901	(2,14)
0.014481749074415280006	(2,15)
0.014995148850066339872	(2,16)
0.015167683816233148301	(2,17)
0.014976192164603944822	(2,18)
0.014416331780769543419	(2,19)
0.013504370939462453209	(2,20)
0.01227762522935647238	(2,21)
0.010793405981658715536	(2,22)
0.009126466585986368986	(2,23)
0.007365060493946479929	(2,24)
0.005605846789061806534	(2,25)
0.003947984605857789154	(2,26)
0.0024868364684931846905	(2,27)
0.0013077451863215695031	(2,28)
0.0004803547456709149137	(2,29)
0.00005391161950287473571	(2,30)
0.000072845498881100156605	(3,1)
0.00065438751918857007002	(3,2)
0.00181064766386888497514	(3,3)
0.00352655737592366684733	(3,4)
0.00577619120360103939599	(3,5)
0.00851939538973466050711	(3,6)
0.0116982426748353317262	(3,7)
0.0152339834695165880835	(3,8)
0.0190251686530162510903	(3,9)
0.0229475417334541164802	(3,10)
0.0268561438093610880478	(3,11)
0.0305898579026890821099	(3,12)
