luu111_(sigma,mu)
-0.001857421152742395657209025	(1,1)
-0.001857420403960749696067904	(1,2)
-0.00185741535465866913000556	(1,3)
-0.001857399095858734788713766	(1,4)
-0.001857361741414326497738964	(1,5)
-0.001857290976181593939633571	(1,6)
-0.00185717274706416380772341	(1,7)
-0.001856992065054317663574963	(1,8)
-0.001856733881159417585180297	(1,9)
-0.001856383995511897719908145	(1,10)
-0.001855929957176052234863345	(1,11)
-0.001855361912266811597053622	(1,12)
-0.00185467335998358360532378	(1,13)
-0.00185386177995212758152257	(1,14)
-0.001852929099696260797042853	(1,15)
-0.001851881977893843061811714	(1,16)
-0.001850731887011024955450906	(1,17)
-0.001849494987609410923725923	(1,18)
-0.0018481917957030679873714	(1,19)
-0.001846846653609522626616188	(1,20)
-0.001845487023394514324968652	(1,21)
-0.00184414262987529015568767	(1,22)
-0.001842844486876672592038837	(1,23)
-0.00184162384573220944245533	(1,24)
-0.001840511108655719252792663	(1,25)
-0.001839534751415116491972703	(1,26)
-0.001838720299638599133870637	(1,27)
-0.001838089401074205259084316	(1,28)
-0.001837659032291521616409232	(1,29)
-0.00183744087282247574294889	(1,30)
-0.016459129021406034122359709	(2,1)
-0.016459122267533868417970952	(2,2)
-0.016459076723761568658241279	(2,3)
-0.016458930072388591102758137	(2,4)
-0.016458593142197378549600971	(2,5)
-0.016457954852861954604563484	(2,6)
-0.016456888448040894158321	(2,7)
-0.01645525872963634891293267	(2,8)
-0.016452929958482824077612885	(2,9)
-0.016449774054344612859221838	(2,10)
-0.016445678712000144305134729	(2,11)
-0.01644055505111158671407473	(2,12)
-0.016434344435508602572552462	(2,13)
-0.01642702413169918305429134	(2,14)
-0.01641861152538711229896038	(2,15)
-0.016409166676404085138141526	(2,16)
-0.016398793064076716297930889	(2,17)
-0.016387636453526020926753527	(2,18)
-0.016375881895316452366636309	(2,19)
-0.016363748952655433276441867	(2,20)
-0.016351485328416138715254245	(2,21)
-0.016339359135197454252665728	(2,22)
-0.016327650112334105949765662	(2,23)
-0.016316640141558798708351131	(2,24)
-0.016306603445788731031741603	(2,25)
-0.016297796871805436554389509	(2,26)
-0.016290450656680232405735912	(2,27)
-0.016284760059677311693418067	(2,28)
-0.016280878206801315870966017	(2,29)
-0.01627891044562085597148526	(2,30)
-0.044330967659409228143181162	(3,1)
-0.044330948822668466996889076	(3,2)
-0.044330821799798236444603426	(3,3)
-0.044330412784975261966383193	(3,4)
-0.044329473077196707747406937	(3,5)
-0.044327692870461725279075372	(3,6)
-0.044324718638214294712669511	(3,7)
-0.04432017331016922176970789	(3,8)
-0.0443136783079275713245505	(3,9)
-0.044304876415434673537612285	(3,10)
-0.044293454415396201055427421	(3,11)
-0.044279164425307640312301921	(3,12)
-0.044261842916748405134642252	(3,13)
-0.044241426496938085585953574	(3,14)
-0.044217963668148942200489145	(3,15)
-0.044191621952499492183330268	(3,16)
-0.044162689969444156871450257	(3,17)
-0.044131574272216812903873946	(3,18)
-0.044098790978024188548255012	(3,19)
-0.044064952454928631702111449	(3,20)
-0.044030749546124736028076792	(3,21)
-0.043996930010159817867113339	(3,22)
-0.043964274024894861237072526	(3,23)
-0.043933567736212398998797597	(3,24)
-0.043905575923779956579195521	(3,25)
-0.043881014901524720206933795	(3,26)
-0.043860526767819533791785308	(3,27)
-0.043844656069763553919541899	(3,28)
-0.043833829849490765842496493	(3,29)
-0.04382834190227716815542038	(3,30)
-0.083000589948439089053910265	(4,1)
-0.083000552836267482430156776	(4,2)
-0.083000302575645447782633551	(4,3)
-0.082999496734177567397254148	(4,4)
-0.082997645321202805449902006	(4,5)
-0.082994137957908798714174334	(4,6)
-0.082988278129530028928283796	(4,7)
-0.082979322939915767127132161	(4,8)
-0.082966526529063062602192452	(4,9)
-0.082949185135950324248109349	(4,10)
-0.082926681700213814318729067	(4,11)
-0.082898527901004960777487004	(4,12)
-0.082864401629766392962695932	(4,13)
-0.082824178081563611093777424	(4,14)
-0.082777952918948492127689345	(4,15)
-0.082726056301442660153561861	(4,16)
-0.082669056967843508150990817	(4,17)
-0.082607755990450307774253089	(4,18)
-0.08254317027106672577788345	(4,19)
-0.082476506298489525039615086	(4,20)
-0.082409125116395340221872366	(4,21)
-0.082342499840242085283193391	(4,22)
-0.082278167394896388364366665	(4,23)
-0.082217676406558213815825295	(4,24)
-0.082162533361679455222956782	(4,25)
-0.082114149234088613862701422	(4,26)
-0.082073788775519213324906449	(4,27)
-0.082042524564390527221709408	(4,28)
-0.082021197717293202882096825	(4,29)
-0.08201038689537074404834423	(4,30)
-0.129180566297348453370898106	(5,1)
-0.129180504620485909146448738	(5,2)
-0.129180088711403956254981767	(5,3)
-0.129178749480639351987521106	(5,4)
-0.129175672612323580680764378	(5,5)
-0.129169843720991821022137256	(5,6)
-0.12916010528076628661648522	(5,7)
-0.129145222702163070390585205	(5,8)
-0.12912395649946143581152979	(5,9)
-0.129095137194351663469690323	(5,10)
-0.129057739452995225147474834	(5,11)
-0.129010951960776924578229232	(5,12)
-0.12895423970215688027581805	(5,13)
-0.128887395625489758044761203	(5,14)
-0.128810579121151723122776248	(5,15)
-0.128724339306365585045776422	(5,16)
-0.128629621767025948048600187	(5,17)
-0.128527758126701649412460007	(5,18)
-0.128420438564058270888945714	(5,19)
-0.128309668148996307479377393	(5,20)
-0.128197708581727751510044821	(5,21)
-0.128087007566302960619876101	(5,22)
-0.127980118602264444021138088	(5,23)
-0.127879614410954090837118682	(5,24)
-0.127787997507693869949355436	(5,25)
-0.127707611574895740929324162	(5,26)
-0.127640557278072515859040235	(5,27)
-0.127588615997490405291804902	(5,28)
-0.127553184630327358849424604	(5,29)
-0.12753522416551908955130817	(5,30)
-0.17914354354956884888452491	(6,1)
-0.17914345102929670666140201	(6,2)
-0.179142827132160577257539802	(6,3)
-0.179140818178780450544252953	(6,4)
-0.179136202633867987739126336	(6,5)
-0.17912745885259646762746705	(6,6)
-0.17911285049383026552020604	(6,7)
-0.179090525664500677796676844	(6,8)
-0.179058625208877624095409318	(6,9)
-0.179015395107912850446011952	(6,10)
-0.178959297728105821596199988	(6,11)
-0.178889116667762450161388997	(6,12)
-0.178804050192098311994691384	(6,13)
-0.178703788717884652506283781	(6,14)
-0.17858857248347884041597391	(6,15)
-0.178459226391835293377171969	(6,16)
-0.178317170004906674173327251	(6,17)
-0.178164401753602779589447221	(6,18)
-0.178003457559566857133701311	(6,19)
-0.177837345192678787660502147	(6,20)
-0.177669456760901333292640131	(6,21)
-0.177503462699044904307683629	(6,22)
-0.177343191447378531168437315	(6,23)
-0.177192499653797757581320439	(6,24)
-0.177055138166963522804672791	(6,25)
-0.176934619294480482011842885	(6,26)
-0.176834090771954936644472581	(6,27)
-0.176756221628067996231428716	(6,28)
-0.17670310464991446873287209	(6,29)
-0.17667617947322751218333619	(6,30)
-0.229069068239280281265275006	(7,1)
-0.229068938831390724488825281	(7,2)
-0.229068066188045665249789059	(7,3)
-0.22906525627156253967241214	(7,4)
-0.229058800532891593252094827	(7,5)
-0.229046570685156673855937161	(7,6)
-0.229026138204273870194297625	(7,7)
-0.228994913055418736074292771	(7,8)
-0.228950295229636115826769761	(7,9)
-0.228889832041372888945633735	(7,10)
-0.228811373815623391456508797	(7,11)
-0.228713220599992925889329247	(7,12)
-0.228594252875164825399954075	(7,13)
-0.22845403989479413647013651	(7,14)
-0.228292920235564570238851985	(7,15)
-0.228112050338780052896549044	(7,16)
-0.227913418222821247106636245	(7,17)
-0.227699821077649221504496606	(7,18)
-0.227474807048168203001339708	(7,19)
-0.227242583099466873387652316	(7,20)
-0.227007892361254054267362569	(7,21)
-0.226775865703137855641309654	(7,22)
-0.226551853436544987874163368	(7,23)
-0.226341243923480847416347426	(7,24)
-0.226149276460210416570088862	(7,25)
-0.225980856072594262888613318	(7,26)
-0.225840377801105247418218061	(7,27)
-0.225731567673629844260703891	(7,28)
-0.225657346882542847574164953	(7,29)
-0.22561972473071150163151116	(7,30)
-0.275319616028049014105232782	(8,1)
-0.275319444281813846253446375	(8,2)
-0.275318286136219899812272566	(8,3)
-0.275314556903818715741510123	(8,4)
-0.275305989068308160849364431	(8,5)
-0.275289758097498642175590422	(8,6)
-0.275262641104990365713826765	(8,7)
-0.275221201066496344237771332	(8,8)
-0.275161988074287237797001217	(8,9)
-0.275081748260733031934902224	(8,10)
-0.27497763058219806818416566	(8,11)
-0.274847381653408914892656561	(8,12)
-0.27468951926641069670670601	(8,13)
-0.274503476103228921142893047	(8,14)
-0.274289706422184364077715979	(8,15)
-0.27404975010914460612146784	(8,16)
-0.273786250363629278302553386	(8,17)
-0.273502923348097882524761136	(8,18)
-0.273204480269788670001285677	(8,19)
-0.272896504486806250053412347	(8,20)
-0.272585288234014673023447506	(8,21)
-0.272277635357103365236127076	(8,22)
-0.271980637944530935150305807	(8,23)
-0.271701435892600509763252274	(8,24)
-0.271446969183150181932170736	(8,25)
-0.271223732970806100966144452	(8,26)
-0.271037545462046240345408737	(8,27)
-0.270893338034938721692710574	(8,28)
-0.270794976126672895018342161	(8,29)
-0.27074511815049586671875179	(8,30)
-0.314645456011035094393485271	(9,1)
