b^3^1_2_(sigma,mu)
0.00005336314433871529027927252	(1,1)
0.0004793911119340193163913617	(1,2)
0.00132677939557292136568333638	(1,3)
0.00258624383196331711134203821	(1,4)
0.00424398546539053813917813609	(1,5)
0.00628184173207167108573110498	(1,6)
0.00867748545312276206845929131	(1,7)
0.01140466945591170129070773417	(1,8)
0.0144335141436551350826610118	(1,9)
0.0177308348625697114382882711	(1,10)
0.0212605054798616018804680546	(1,11)
0.0249838541891103828251641279	(1,12)
0.0288600872065200827262126893	(1,13)
0.0328467357159392776832251674	(1,14)
0.0369001211658407013373781967	(1,15)
0.0409758338203888635627045433	(1,16)
0.0450292193215138776496766323	(1,17)
0.0490158679311415384779628805	(1,18)
0.052892101093364991992898366	(1,19)
0.0566154499857037623558439718	(1,20)
0.0601451208163599710902527663	(1,21)
0.0634424417695881536987362025	(1,22)
0.0664712867023538552143379952	(1,23)
0.0691984709501650756560978634	(1,24)
0.0715941149055298110457147062	(1,25)
0.0736319713855753184995223608	(1,26)
0.075289713202092593501540464	(1,27)
0.076549177783296804595618703	(1,28)
0.07739656616714422075485415	(1,29)
0.07782259418596314161568529	(1,30)
0.00005366043008139405514549298	(2,1)
0.0004820617968722710905098121	(2,2)
0.0013341708765148665448741442	(2,3)
0.00260065178936959707198992238	(2,4)
0.00426762872260327864319305121	(2,5)
0.00631683796525891016450511562	(2,6)
0.00872582801884688326648997329	(2,7)
0.0114682055894926388196581765	(2,8)
0.0145139247649630305003654499	(2,9)
0.0178296162069060030531024104	(2,10)
0.0213789527505455174617047341	(2,11)
0.0251230474056457089847932706	(2,12)
0.0290208793981153031796082711	(2,13)
0.0330297435849931719088615728	(2,14)
0.0371057183200375546020904484	(2,15)
0.041204146645474912114542572	(2,16)
0.0452801255398066634422145888	(2,17)
0.0492889978634789830054942631	(2,18)
0.0531868416146341165285863789	(2,19)
0.0569309511364011928330740108	(2,20)
0.0604803050049455526025075208	(2,21)
0.0637960154728509840265224703	(2,22)
0.0668417545438163581723501619	(2,23)
0.0695841520099612910431341618	(2,24)
0.071993161089523582252576214	(2,25)
0.0740423876571015322008062209	(2,26)
0.075709379457022164212014281	(2,27)
0.076975872128581622787343807	(2,28)
0.077827989345033662943176033	(2,29)
0.07825639487112011503541056	(2,30)
0.00005427803133724264132745146	(3,1)
0.0004876100563991462217220914	(3,2)
0.00134952643858253970866804852	(3,3)
0.00263058388624082729042439936	(3,4)
0.00431674699831125955664105315	(3,5)
0.00638954210703805572504215036	(3,6)
0.0088262597534104162804603892	(3,7)
0.01160020356523186341538841025	(3,8)
0.0146809827991478706841471678	(3,9)
0.0180348453307685294719089808	(3,10)
0.0216250474363650265561708682	(3,11)
0.0254122563100876514758947834	(3,12)
0.0293549809062772796293923223	(3,13)
0.0334100263906738626246942129	(3,14)
0.0375329672300450113207534183	(3,15)
0.0416786337492897987086628395	(3,16)
0.0458016068402069884763195524	(3,17)
0.0498567154181295991097441476	(3,18)
0.0537995311923011736875155937	(3,19)
0.0575868553435025372037839696	(3,20)
0.0611771917878497910435578235	(3,21)
0.0645312018482053216958514765	(3,22)
0.0676121353530996322532008928	(3,23)
0.0703862334357512325297266982	(3,24)
0.072823098610439631407625142	(3,25)
0.0748960280573000884368610551	(3,26)
0.076582306446140603374609184	(3,27)
0.077863455071103154673365664	(3,28)
0.078725434546283043238168238	(3,29)
0.07915879882260116550722301	(3,30)
0.00005526002466878176295721749	(4,1)
0.00049643185561610078008733094	(4,2)
0.00137394197914685804621697077	(4,3)
0.00267817638335161125124763656	(4,4)
0.00439484611565373057299899816	(4,5)
0.00650514409848523595090453484	(4,6)
0.00898595147023355027688989054	(4,7)
0.01181009114538108910045386976	(4,8)
0.0149466257696705781332219597	(4,9)
0.0183611967643771911391947402	(4,10)
0.0220164007132640206309618948	(4,11)
0.0258721989504635882879376123	(4,12)
0.0298863558603455104351887335	(4,13)
0.0340149011035359070179462293	(4,14)
0.0382126107380826807929370379	(4,15)
0.04243350201221169039725727	(4,16)
0.0466313364657264127028600569	(4,17)
0.0507601258911927529426625076	(4,18)
0.054774635673858899211826508	(4,19)
0.0586308800510132658590961224	(4,20)
0.0622866039074145603484387186	(4,21)
0.0657017458537373526772948745	(4,22)
0.068838877519737631196250297	(4,23)
0.0716636142328620057175088921	(4,24)
0.0741449925456702780643327002	(4,25)
0.0762558104204630391217432984	(4,26)
0.077972926274859063065114918	(4,27)
0.079277513534767774697962474	(4,28)
0.080155267827228163715730255	(4,29)
0.08059656446983875819716151	(4,30)
0.00005666786051588687011462553	(5,1)
0.000509079239240880082205686	(5,2)
0.00140894537275814026200091009	(5,3)
0.00274640761588913155273254414	(5,4)
0.00450681386692411357080519814	(5,5)
0.00667087982479947365130425016	(5,6)
0.00921490106315740716071086337	(5,7)
0.01211101347254119430455886186	(5,8)
0.0153274990899864512259152188	(5,9)
0.0188291338508284809429112297	(5,10)
0.0225775733649519685059494292	(5,11)
