a^1^1^2_2_(sigma,mu)
0.07782256851490122644687229154	(1,1)
0.07781965602755515774492564486	(1,2)
0.07780001608513275548078088892	(1,3)
0.07773677528684551237592459276	(1,4)
0.07759148013038960477267274508	(1,5)
0.07731622920130182536158352083	(1,6)
0.07685636108554741090607403883	(1,7)
0.07615357401839390387858805979	(1,8)
0.07514933292043334494218235521	(1,9)
0.07378840550588229704359161399	(1,10)
0.07202236220478492612855147121	(1,11)
0.06981287503720345833745560184	(1,12)
0.0671346583095599992408112597	(1,13)
0.06397790874462088420859833488	(1,14)
0.06035012377292345842252147451	(1,15)
0.05627720329018738431726363624	(1,16)
0.0518037710674768512814459003	(1,17)
0.0469926858436365826038134972	(1,18)
0.04192374745659382851704992938	(1,19)
0.03669163863849806169344182899	(1,20)
0.03140317676700050825913143876	(1,21)
0.02617398045696000643909273881	(1,22)
0.02112468205173088684662282546	(1,23)
0.01637683768039524124846780378	(1,24)
0.01204870067787696870986683327	(1,25)
0.00825103119124504158082410773	(1,26)
0.0050831143990383834987801819	(1,27)
0.00262915195547015604236208167	(1,28)
0.00095517636517848868596010296	(1,29)
0.00010661663285726544963626339	(1,30)
0.07782884423250182201806022602	(2,1)
0.07782593150686950992935469475	(2,2)
0.07780628995760454241758633769	(2,3)
0.07774304398534828516428903082	(2,4)
0.07759773694220292955446691181	(2,5)
0.07732246349640736353701041296	(2,6)
0.0768625577665667030811535387	(2,7)
0.07615971322853484333658551058	(2,8)
0.07515539003395476773760291619	(2,9)
0.07379435141227019860425286455	(2,10)
0.07202816388361965894857671407	(2,11)
0.06981849640624781776973800348	(2,12)
0.06714006131464999480287811352	(2,13)
0.06398305464725987589619571827	(2,14)
0.06035497458080440430528067654	(2,15)
0.05628172326784584511756869547	(2,16)
0.05180792825940839592573955046	(2,17)
0.04699645354079687413994249268	(2,18)
0.04192710553930818091675048412	(2,19)
0.03669457473427086923400398302	(2,20)
0.03140568717014197895300134834	(2,21)
0.02617607076776285152898682502	(2,22)
0.02112636750543190913534115259	(2,23)
0.01637814314958743382899376735	(2,24)
0.01204966034565037452657565404	(2,25)
0.00825168790545728453162481342	(2,26)
0.00508351873019761942252256661	(2,27)
0.00262936099135033029598063028	(2,28)
0.00095525228422554705530153588	(2,29)
0.0001066251055642589262065853	(2,30)
0.07787046440209882826503437446	(3,1)
0.07786755009560778440345760901	(3,2)
0.07784789788609316491382636155	(3,3)
0.07778461758827067646411066603	(3,4)
0.07763923168555668439654922884	(3,5)
0.07736380885800735703245816182	(3,6)
0.07690365358726110070749340763	(3,7)
0.07620042777557131137095928843	(3,8)
0.07519555993926007919382649424	(3,9)
0.07383378356000624661843378201	(3,10)
0.0720666392269663029398955474	(3,11)
0.06985577559734624148738988935	(3,12)
0.06717589193892838050234618927	(3,13)
0.06401717976906676389526828391	(3,14)
0.06038714223632643475863060092	(3,15)
0.05631169648802153970454618133	(3,16)
0.05183549517330419347058648429	(3,17)
0.04702143710068901063613900118	(3,18)
0.04194937242297187839826590024	(3,19)
0.03671404301657047195969092197	(3,20)
0.03142233241230155096333138998	(3,21)
0.02618993024480791387579936482	(3,22)
0.02113754237552326991176526972	(3,23)
0.01638679845823526211074226056	(3,24)
0.01205602284811410075471491121	(3,25)
0.00825604177753215942666674053	(3,26)
0.00508619931741656470000214078	(3,27)
0.0026307468167434134612786585	(3,28)
0.00095575559354864288569575508	(3,29)
0.00010668127559542477270052252	(3,30)
0.07800090752178395431892290621	(4,1)
