a^2^1^2_2_(sigma,mu)
7.99472741979931852929e-9	(1,1)
7.181844100209010251361e-8	(1,2)
1.9871703292789888263409e-7	(1,3)
3.8703717202109425104921e-7	(1,4)
6.3393482923412066927117e-7	(1,5)
9.3500588399555605223853e-7	(1,6)
1.28389764122940672598089e-6	(1,7)
1.67197462228296822562601e-6	(1,8)
2.08811253350183333397995e-6	(1,9)
2.51868582884216279768777e-6	(1,10)
2.94779742223438495696681e-6	(1,11)
3.35777543158223949641434e-6	(1,12)
3.72993366633305952860418e-6	(1,13)
4.04556275158515300678544e-6	(1,14)
4.28709040824104984478726e-6	(1,15)
4.4393255121459542770713e-6	(1,16)
4.49068379584428724605585e-6	(1,17)
4.43428544945957778976453e-6	(1,18)
4.26881757810965537822605e-6	(1,19)
3.99906764788752944062724e-6	(1,20)
3.63605684125371242055732e-6	(1,21)
3.19673282632932945404237e-6	(1,22)
2.70321720394504885936675e-6	(1,23)
2.18164065255215721461009e-6	(1,24)
1.66063510279137048240568e-6	(1,25)
1.16958376234479849655521e-6	(1,26)
7.3675348552075156403435e-7	(1,27)
3.8744752380429702377662e-7	(1,28)
1.423186882277028458522e-7	(1,29)
1.597303111526186284677e-8	(1,30)
7.191965966294526954115e-8	(2,1)
6.4607053661080703770952e-7	(2,2)
1.78763585324403671697821e-6	(2,3)
3.48174242735693259978578e-6	(2,4)
5.70280568856950738632961e-6	(2,5)
8.41120665102890374504203e-6	(2,6)
0.00001154979716078814677032362	(2,7)
0.00001504089338640265435566139	(2,8)
0.00001878442238370188711925518	(2,9)
0.00002265781021433875291164586	(2,10)
0.00002651804842052275178832068	(2,11)
0.0000302061626904351212301355	(2,12)
0.00003355405413409532740439193	(2,13)
0.0000363934153402460638847825	(2,14)
0.0000385661681395064654265496	(2,15)
0.00003993565502780156385455229	(2,16)
0.00004039766543957093683078453	(2,17)
0.0000398903096285366527304927	(2,18)
0.00003840177721272127875636924	(2,19)
0.00003597513596007970514557497	(2,20)
0.00003270953139900751597200306	(2,21)
0.00002875742296677308304394673	(2,22)
0.00002431781409694788112678351	(2,23)
0.00001962577329742448520281344	(2,24)
0.00001493886992468490265589123	(2,25)
0.00001052143162705850066628848	(2,26)
6.62774339326381680597904e-6	(2,27)
3.48542995942470084464445e-6	(2,28)
1.28028126840994707602341e-6	(2,29)
1.4369140504099153617618e-7	(2,30)
1.9959189767737952639087e-7	(3,1)
1.79297906860989686447151e-6	(3,2)
4.96105839703390230077375e-6	(3,3)
9.66255368091617744408743e-6	(3,4)
0.0000158264623041539883186482	(3,5)
0.0000233428330754426707616457	(3,6)
0.00003205306749592524403629773	(3,7)
0.00004174157602702818128946151	(3,8)
0.00005213063442644253164806117	(3,9)
0.00006288007332695693831958654	(3,10)
0.00007359301328846028737845926	(3,11)
0.00008382826650810406844358975	(3,12)
0.00009311932307518448430427912	(3,13)
0.00010099909518904732824998326	(3,14)
0.00010702888438256275212538875	(3,15)
0.0001108294401962962007604966	(3,16)
0.00011211156035175687142604607	(3,17)
0.00011070349258127455738278247	(3,18)
0.00010657246574156508193119203	(3,19)
0.00009983800679791798568103029	(3,20)
0.00009077526924853667109272964	(3,21)
0.00007980736213160751376644807	(3,22)
0.00006748656152406499143003091	(3,23)
0.00005446522903315314306544026	(3,24)
0.00004145816828125855182740915	(3,25)
0.00002919893645527941993310835	(3,26)
0.00001839321894414875859804993	(3,27)
9.67271309028687800034749e-6	(3,28)
3.55301681846937394231707e-6	(3,29)
3.9877013520314369211645e-7	(3,30)
3.9062766617827555347029e-7	(4,1)
3.50909649415321709112258e-6	(4,2)
9.7094454808263103202547e-6	(4,3)
0.00001891089132489199013342397	(4,4)
0.00003097447156861388281106606	(4,5)
0.00004568499513849283993011408	(4,6)
0.0000627320601858591383699797	(4,7)
0.00008169372399710381327720188	(4,8)
0.0001020264361726913445362794	(4,9)
0.0001230644315552643287955592	(4,10)
0.00014403095548715859172213194	(4,11)
0.00016406253712598007260575485	(4,12)
0.00018224614997045117729121906	(4,13)
0.00019766764159051181531159299	(4,14)
0.0002094684280608658336575183	(4,15)
0.00021690628092741474645245192	(4,16)
0.00021941521571570229513464682	(4,17)
0.00021665911948451884044281755	(4,18)
0.00020857388719693244233976316	(4,19)
0.00019539348077398657140352734	(4,20)
0.00017765643854568854226610981	(4,21)
0.00015619085744226510556515447	(4,22)
0.00013207761763007381216559399	(4,23)
0.00010659346402195245291550741	(4,24)
0.00008113733302045998757788824	(4,25)
0.0000571448509549727844020532	(4,26)
0.00003599708682960807904719271	(4,27)
0.00001893030310183955570757239	(4,28)
6.95354522907906537543057e-6	(4,29)
7.8042563053063388070353e-7	(4,30)
6.4430818775386841233425e-7	(5,1)
5.78796586494488836408534e-6	(5,2)
0.00001601493098190777783159784	(5,3)
0.00003119195686920464364809949	(5,4)
0.00005108983266743784595810104	(5,5)
0.00007535361041948487095315273	(5,6)
0.00010347129379905659687054994	(5,7)
0.00013474690180427742941699742	(5,8)
0.00016828386439503561747926548	(5,9)
0.00020298402294792801250479063	(5,10)
0.00023756614923223787408193752	(5,11)
0.00027060598810426642140940739	(5,12)
0.00030059755807618101282227093	(5,13)
0.00032603303993465603544810601	(5,14)
0.00034549629625521733896165222	(5,15)
0.00035776313849241825498757756	(5,16)
0.00036190010789184164823411285	(5,17)
0.00035735292421892595465262041	(5,18)
0.00034401597531639394995591952	(5,19)
0.00032227528393152269284391714	(5,20)
0.00029301922650945828927066401	(5,21)
0.00025761374473716917516427905	(5,22)
0.00021784167313261651291714978	(5,23)
0.00017580884849852811418614302	(5,24)
0.0001338225922064300193325325	(5,25)
0.0000942506919446928797130698	(5,26)
0.00005937091496069198962840357	(5,27)
0.00003122217368877513270177148	(5,28)
0.00001146862343357856047398048	(5,29)
1.28717101078569412988276e-6	(5,30)
9.5924511798651110336472e-7	(6,1)
8.61711535078452869447138e-6	(6,2)
0.00002384300579083638660380618	(6,3)
0.00004643853540131489213521987	(6,4)
0.00007606244481171561383543094	(6,5)
0.00011218626531541554825432344	(6,6)
0.00015404769769091886107328053	(6,7)
0.00020061050615284308715314156	(6,8)
0.00025053979788636064733609101	(6,9)
0.00030220053995296905777151237	(6,10)
0.00035368514121344273234761789	(6,11)
0.00040287308446900303567660692	(6,12)
0.00044752221150274997840380976	(6,13)
0.00048538768318817337903909432	(6,14)
0.00051436123026550048134024869	(6,15)
0.00053262044217289657839764775	(6,16)
0.00053877583120073274010418325	(6,17)
0.0005320024991890914952602767	(6,18)
0.00051214356247407853868634728	(6,19)
0.00047977407700551714186693351	(6,20)
0.00043621694533670877486518498	(6,21)
0.00038350596102830783071933184	(6,22)
0.00032429543856552668115561815	(6,23)
0.00026172040603076873813177985	(6,24)
0.00019921569044600490457912808	(6,25)
0.00014030599709177882877681231	(6,26)
0.00008838191635399097840736662	(6,27)
0.00004647840828071068319937545	(6,28)
0.00001707254788908245465601968	(6,29)
1.91612023358045331394397e-6	(6,30)
1.33276006804741883588757e-6	(7,1)
0.00001197248434604355799720713	(7,2)
0.00003312709511244540854242161	(7,3)
0.00006452095652763234608015865	(7,4)
0.00010567990357455246855290221	(7,5)
0.00015586963728825594141484753	(7,6)
0.00021403093837085671510543838	(7,7)
0.00027872393675851929976303653	(7,8)
0.00034809376559854196245907053	(7,9)
0.00041986851237677635825686543	(7,10)
0.00049139756620034661409899415	(7,11)
0.0005597345085137542091618001	(7,12)
0.00062176399165430408019673391	(7,13)
0.00067436707151173774513129312	(7,14)
0.00071461472474801357624195961	(7,15)
0.00073997529472385058762909155	(7,16)
0.00074851881839908694830732364	(7,17)
0.00073909992549634173355390304	(7,18)
0.00071150146323529541645767965	(7,19)
0.000666523210763921770268506	(7,20)
0.00060600386097328240048255314	(7,21)
0.00053276955718833680731826061	(7,22)
0.00045050823874825139087436204	(7,23)
0.00036357534088916264217103623	(7,24)
0.00027674243655744746709956843	(7,25)
0.00019490563906059668643357338	(7,26)
0.00012277450904423772269019195	(7,27)
0.00006456444501502686436374972	(7,28)
0.00002371585194509148646180152	(7,29)
2.6617192346862777167818e-6	(7,30)
1.75997764447172994055584e-6	(8,1)
0.00001581027603750682987946698	(8,2)
0.0000437460149724351652008518	(8,3)
0.00008520318642717740189075577	(8,4)
0.0001395555816666602895436521	(8,5)
0.00020583341485656949326115982	(8,6)
0.00028263774583988963297406135	(8,7)
0.00036806686969397210535272943	(8,8)
0.0004596709614716775700135901	(8,9)
0.00055444939419611433998983819	(8,10)
0.00064890142962375280143801344	(8,11)
0.00073913575783248624465111782	(8,12)
0.00082103814474500736884241244	(8,13)
0.00089048986589134881223803042	(8,14)
0.00094362334523320381852354346	(8,15)
0.00097709615121570667686657857	(8,16)
0.00098836081731316907214219052	(8,17)
0.0009759062960746926292797948	(8,18)
0.00093944747714541165669391688	(8,19)
0.00088004213326316449152371855	(8,20)
0.00080011970825017486324261601	(8,21)
0.00070341311970862189993095742	(8,22)
0.00059479263326286338740909404	(8,23)
0.00048000917062106560848226236	(8,24)
0.00036536238204317110220861584	(8,25)
0.00025731570456322965474643278	(8,26)
0.00016208578878077988210472968	(8,27)
0.00008523660851143085362516615	(8,28)
0.00003130896745166842383369685	(8,29)
3.51391196458379849152589e-6	(8,30)
2.23274150395894679713444e-6	(9,1)
0.00002005722007946036932424487	(9,2)
0.0000554970296525294570831339	(9,3)
0.00010809035229931004564977235	(9,4)
0.00017704267810222289934755246	(9,5)
0.00026112352599046570367809711	(9,6)
0.00035855783648649501238012578	(9,7)
0.00046693256004393775680810337	(9,8)
0.00058313911926149271134082021	(9,9)
0.0007033700490605954911287786	(9,10)
