H3_(sigma,mu)
1.287483757855589e-14	(1,1)
1.1565757210897122e-13	(1,2)
3.2001710486127657e-13	(1,3)
6.2329088472665766e-13	(1,4)
1.02089884159974851e-12	(1,5)
1.50574850890151227e-12	(1,6)
2.0676094043409638e-12	(1,7)
2.69257481425187936e-12	(1,8)
3.36272999727335238e-12	(1,9)
4.05613215498062195e-12	(1,10)
4.7471803643689615e-12	(1,11)
5.4074155423765432e-12	(1,12)
6.00674514729497559e-12	(1,13)
6.51503930096743193e-12	(1,14)
6.90399932260278411e-12	(1,15)
7.14916118161453566e-12	(1,16)
7.23186938743677118e-12	(1,17)
7.14104458362870137e-12	(1,18)
6.87457246316294703e-12	(1,19)
6.44016283841005766e-12	(1,20)
5.8555643988064379e-12	(1,21)
5.14806994158422063e-12	(1,22)
4.35330444839908449e-12	(1,23)
3.51334918396614719e-12	(1,24)
2.67431346974229327e-12	(1,25)
1.88351649581113362e-12	(1,26)
1.18647965883403599e-12	(1,27)
6.2395172183609086e-13	(1,28)
2.2919230376597425e-13	(1,29)
2.572322612737411e-14	(1,30)
9.37289683006514564e-12	(2,1)
8.419884789468611071e-11	(2,2)
2.3297282691139567435e-10	(2,3)
4.5375649319557255549e-10	(2,4)
7.4321554928617477599e-10	(2,5)
1.09618666892928281132e-9	(2,6)
1.5052220450373215166e-9	(2,7)
1.96019756772286069764e-9	(2,8)
2.44807127619816596519e-9	(2,9)
2.95286877787619915482e-9	(2,10)
3.45595256074732418513e-9	(2,11)
3.93660437016057283725e-9	(2,12)
4.37291679497940731628e-9	(2,13)
4.74295524862703854425e-9	(2,14)
5.02611826580682531969e-9	(2,15)
5.20459601965429455798e-9	(2,16)
5.26480731576198959999e-9	(2,17)
5.19868640118529750321e-9	(2,18)
5.0046940932818513935e-9	(2,19)
4.68844317925940765409e-9	(2,20)
4.26285475486799096941e-9	(2,21)
3.74779802670539738192e-9	(2,22)
3.16920802645052638483e-9	(2,23)
2.55771995013739979446e-9	(2,24)
1.94690140662576816911e-9	(2,25)
1.37120077607671527536e-9	(2,26)
8.6375763361980906018e-10	(2,27)
4.5423706912975701835e-10	(2,28)
1.6685207213868442976e-10	(2,29)
1.872651679844117075e-11	(2,30)
2.0034116861746802021e-10	(3,1)
1.79970993858973866118e-9	(3,2)
4.97968228373589636342e-9	(3,3)
9.69882705054893744879e-9	(3,4)
1.588587507805364002747e-8	(3,5)
2.343046241654466647917e-8	(3,6)
