kdd1222_(sigma,mu)
-1.2229779041376651894e-9	(1,1)
-1.098628656653410234052e-8	(1,2)
-3.039835227481319855924e-8	(1,3)
-5.920625990336759430439e-8	(1,4)
-9.697494963333857898025e-8	(1,5)
-1.4303070967712986787694e-7	(1,6)
-1.9640174884996128028711e-7	(1,7)
-2.5576707158678914497993e-7	(1,8)
-3.1942496068508667992997e-7	(1,9)
-3.8529107471836759326236e-7	(1,10)
-4.509335878363206454278e-7	(1,11)
-5.1364917820946819801522e-7	(1,12)
-5.7057936213350293251179e-7	(1,13)
-6.1886210930977627232055e-7	(1,14)
-6.558093344441980148341e-7	(1,15)
-6.7909720477563057907105e-7	(1,16)
-6.8695363942239737455799e-7	(1,17)
-6.7832621274958485075436e-7	(1,18)
-6.5301408712518091096564e-7	(1,19)
-6.1174961579403204099555e-7	(1,20)
-5.5621874267264927716137e-7	(1,21)
-4.8901400434081336809754e-7	(1,22)
-4.1351940972519733940515e-7	(1,23)
-3.3373224865959460426417e-7	(1,24)
-2.5403243521706348541371e-7	(1,25)
-1.7891480865281433324735e-7	(1,26)
-1.1270343625507773335353e-7	(1,27)
-5.926903393028739233413e-8	(1,28)
-2.17709254730915986526e-8	(1,29)
-2.44344347466763562934e-9	(1,30)
-1.100088314824608969349e-8	(2,1)
-9.882341647003993778483e-8	(2,2)
-2.7343807292033520978478e-7	(2,3)
-5.3256984043718683479491e-7	(2,4)
-8.7230528653136989015712e-7	(2,5)
-1.28658426655032671912468e-6	(2,6)
-1.76666536468795797694186e-6	(2,7)
-2.30066601672714408317873e-6	(2,8)
-2.87327900723170772147806e-6	(2,9)
-3.46575535517683717322127e-6	(2,10)
-4.05622040146294633425753e-6	(2,11)
-4.62035733622361349742012e-6	(2,12)
-5.13245364158857094314188e-6	(2,13)
-5.56676489423491885935814e-6	(2,14)
-5.89911132976562962166559e-6	(2,15)
-6.10858968889504120610121e-6	(2,16)
-6.17925980430074326876259e-6	(2,17)
-6.10165491937179845261601e-6	(2,18)
-5.87396844642919779540933e-6	(2,19)
-5.50278800031365710847626e-6	(2,20)
-5.00327890085606801425516e-6	(2,21)
