kuu3323_(sigma,mu)
-3.42865914473000528758e-9	(1,1)
-3.079926632585069982828e-8	(1,2)
-8.51980925582177590927e-8	(1,3)
-1.6580372745820472468578e-7	(1,4)
-2.7106518454572495824688e-7	(1,5)
-3.983823597279874446033e-7	(1,6)
-5.437826040126226107223e-7	(1,7)
-7.0167348031602669700305e-7	(1,8)
-8.6475706955711644678846e-7	(1,9)
-1.02418218126093265721401e-6	(1,10)
-1.16998444416000567146101e-6	(1,11)
-1.29182076800082752958366e-6	(1,12)
-1.37994883130171400239478e-6	(1,13)
-1.42634332550059955419864e-6	(1,14)
-1.42579110088801918149226e-6	(1,15)
-1.37678013253311919021507e-6	(1,16)
-1.28200271385784150310472e-6	(1,17)
-1.14833607317170549110194e-6	(1,18)
-9.8624039423030199895717e-7	(1,19)
-8.0861343472739315811954e-7	(1,20)
-6.2924437557475559471892e-7	(1,21)
-4.6109584600046406528043e-7	(1,22)
-3.1469237451266780499383e-7	(1,23)
-1.9689213039574433863255e-7	(1,24)
-1.10262929222118337434e-7	(1,25)
-5.318077423478380942016e-8	(1,26)
-2.063797965313863408894e-8	(1,27)
-5.61362857512299389818e-9	(1,28)
-7.4913587819739109803e-10	(1,29)
-9.38485133948875623e-12	(1,30)
-3.101330196651903444911e-8	(2,1)
-2.7858906544765341639299e-7	(2,2)
-7.706435837000068954434e-7	(2,3)
-1.49974693987428785259468e-6	(2,4)
-2.45186996921020508328412e-6	(2,5)
-3.60349390373152812980325e-6	(2,6)
-4.91868486912736674045453e-6	(2,7)
-6.34685749165474084518789e-6	(2,8)
-7.82199977083747343245176e-6	(2,9)
-9.26404987559741029554815e-6	(2,10)
-0.00001058287690796605958967178	(2,11)
-0.00001168492434876650330707202	(2,12)
-0.00001248206984041014312178708	(2,13)
-0.00001290172197232734879421669	(2,14)
-0.00001289672622202509585687854	(2,15)
-0.00001245340592686654868296887	(2,16)
-0.00001159611381685991638317261	(2,17)
-0.00001038705666854656915563694	(2,18)
-8.92085019332769653448249e-6	(2,19)
