luu332_(sigma,mu)
-0.0018005871670490922262388632	(1,1)
-0.0161756953017778511417147994	(1,2)
-0.04476858042374012330673476	(1,3)
-0.0872668512475393267937139811	(1,4)
-0.1432074952921529410660762371	(1,5)
-0.2119832894619656771103189442	(1,6)
-0.292850911465753540518653231	(1,7)
-0.384940432408313045375771503	(1,8)
-0.487265851966017502673827487	(1,9)
-0.598736349789777149585071505	(1,10)
-0.718167968157322530790765433	(1,11)
-0.84429550637453012361729929	(1,12)
-0.975784489413351936939335929	(1,13)
-1.111243162395881959219080965	(1,14)
-1.249234548570084756153074211	(1,15)
-1.38828868134447183137403503	(1,16)
-1.526915171947176917995926414	(1,17)
-1.663616296674762081935293609	(1,18)
-1.79690077767042639292752308	(1,19)
-1.925298388177796170106167843	(1,20)
-2.047375440114638035022679155	(1,21)
-2.16175111464383167606214651	(1,22)
-2.26711448387926048264761331	(1,23)
-2.36224195449278130748510175	(1,24)
-2.44601475318288346630790539	(1,25)
-2.51743598089382228754708851	(1,26)
-2.575646697196247905676968	(1,27)
-2.6199404659459532844605024	(1,28)
-2.649775802788797405218547	(1,29)
-2.6647860153387979720411	(1,30)
-0.0018002929133971577052007532	(2,1)
-0.0161730519544611799427326399	(2,2)
-0.0447612664443997443572168952	(2,3)
-0.0872526059169067460382518421	(2,4)
-0.143184162469431997937883327	(2,5)
-0.2119488748901561859436171604	(2,6)
-0.2928036543219284478366797068	(2,7)
-0.3848788891067472639712806146	(2,8)
-0.487188987511059682344210934	(2,9)
-0.598643629575692452052504761	(2,10)
-0.71805944133130361296570365	(2,11)
-0.844171870966755571832960063	(2,12)
-0.975647129559415725124645828	(2,13)
-1.111094149192634554411735502	(2,14)
-1.249076598362764087726307349	(2,15)
-1.388125068376451872773659444	(2,16)
-1.526749596051503906575491028	(2,17)
-1.663452710712713105506214775	(2,18)
-1.796743183348116035984935328	(2,19)
-1.925150612312991139726871453	(2,20)
-2.047240906029843528228558768	(2,21)
-2.16163262484286654088399213	(2,22)
-2.26701403033377272459872766	(2,23)
-2.36216057165007683886205375	(2,24)
-2.44595242626089723896924739	(2,25)
-2.51739161833064041906422572	(2,26)
-2.5756181715572906798064477	(2,27)
-2.619924722533291592416428	(2,28)
-2.649769030067080127429532	(2,29)
-2.6647838665271106188552	(2,30)
-0.0017996955057743203955560011	(3,1)
-0.0161676853046224837275292219	(3,2)
-0.0447464172243371548693755149	(3,3)
-0.0872236841181583396392434737	(3,4)
-0.1431367899351967521178256593	(3,5)
-0.2118790011120602359293513068	(3,6)
-0.2927077009035245740699730986	(3,7)
-0.3847539188752646835416135984	(3,8)
-0.48703288879795190853013095	(3,9)
-0.598455301352733268804890877	(3,10)
-0.717838961301996849418806333	(3,11)
-0.843920626877175515610347515	(3,12)
-0.975367894241343091315576856	(3,13)
-1.110791082306985216079288998	(3,14)
-1.248755162365125336551726248	(3,15)
-1.387791852546250646538072807	(3,16)
-1.526412049981715538291578751	(3,17)
-1.66311879676870557785520346	(3,18)
-1.796420965507952616915370892	(3,19)
-1.924847805722116180994438992	(3,20)
-2.046964416830856578658356807	(3,21)
-2.16138811280298856448074472	(3,22)
-2.2668055271110269718117263	(3,23)
-2.36199018507259498761753467	(3,24)
-2.4458201558548660252225867	(3,25)
-2.51729529988230407570127391	(3,26)
-2.5755535593128423319314721	(3,27)
-2.6198857074751724962337187	(3,28)
-2.649747982405187874360918	(3,29)
-2.6647720809824196809208	(3,30)
-0.0017987771491751646088645717	(4,1)
-0.0161594354924906011530428248	(4,2)
-0.044723590381676548268944443	(4,3)
-0.0871792238555733429565262705	(4,4)
-0.1430639643874881921380122362	(4,5)
-0.2117715796113809855536615432	(4,6)
-0.2925601741005155929241338154	(4,7)
-0.3845617561935603752112232322	(4,8)
-0.486792818817177239788144156	(4,9)
-0.598165593376967067027083601	(4,10)
-0.717499680927048593561585433	(4,11)
-0.843533835588874583424927209	(4,12)
-0.97493776346556414460494799	(4,13)
-1.110323896075777600628897438	(4,14)
-1.248259189696897665975377723	(4,15)
-1.387277080252505287094565356	(4,16)
-1.525889778098045571035360235	(4,17)
-1.662601111126438266519197543	(4,18)
-1.795920113949851695193576053	(4,19)
-1.924375514941828785576989138	(4,20)
-2.046531194705318417389267597	(4,21)
-2.16100258552539451153284934	(4,22)
-2.26647386085524019579108138	(4,23)
-2.3617156381245441997681846	(4,24)
-2.44560279931514721147601773	(4,25)
-2.51713193373395166285206826	(4,26)
-2.5754378367434038260798868	(4,27)
-2.6198084649761720292139506	(4,28)
-2.649697757625654354729181	(4,29)
-2.6647357858995940859548	(4,30)
-0.0017975108201671311299577866	(5,1)
-0.0161480597557432344776200153	(5,2)
-0.0446921141203573625268833626	(5,3)
-0.08711791613142076429812169	(5,4)
-0.1429635397055103697696437099	(5,5)
-0.2116234391459156926912169463	(5,6)
-0.292356705721020824713540217	(5,7)
-0.3842966849694613355844022853	(5,8)
-0.486461588435781661741095249	(5,9)
-0.597765748954633682733547389	(5,10)
-0.717031216313286318461494832	(5,11)
-0.842999464501721590351155911	(5,12)
-0.97434307434563781605111217	(5,13)
-1.109677355657870568161676654	(5,14)
-1.247571969744429408648146709	(5,15)
-1.386562694983437975485437731	(5,16)
-1.525163535440989822465458698	(5,17)
-1.661879397663715709543746287	(5,18)
-1.795219549639930444831135147	(5,19)
-1.923712027862672647455135058	(5,20)
-2.045919076666145388580027326	(5,21)
-2.16045359529602612483065514	(5,22)
-2.26599644221347791805432745	(5,23)
-2.36131431467016235083824325	(5,24)
-2.445277797315084761866	(5,25)
-2.51687906892098955573191668	(5,26)
-2.5752486821982509760395471	(5,27)
-2.6196707965140996359830929	(5,28)
-2.649596252204581192712738	(5,29)
-2.6646529292212266228662	(5,30)
-0.0017958590723032560988758737	(6,1)
-0.0161332216983849045037610924	(6,2)
-0.044651057540137986792131243	(6,3)
-0.0870379471339847526840396987	(6,4)
-0.1428325423135600984617104726	(6,5)
-0.2114301863211057033847172396	(6,6)
-0.2920912453953121462151409984	(6,7)
-0.3839507903972391485379588859	(6,8)
-0.486029247789997718616828357	(6,9)
-0.597243656354516712760770753	(6,10)
-0.716419217034083490890892215	(6,11)
-0.842300902324050820889635217	(6,12)
-0.973564989743415553337276057	(6,13)
-1.108830490122876407472613908	(6,14)
-1.246670543705174096224231286	(6,15)
-1.385623943589229154337520648	(6,16)
-1.524207006509166997383552948	(6,17)
-1.66092603749221885625280207	(6,18)
-1.794290623116268229379192675	(6,19)
-1.922827937293174310759232068	(6,20)
-2.04509815714761746913055413	(6,21)
-2.15971097179042787401883461	(6,22)
-2.26534303384400022246481709	(6,23)
-2.36075606485246097390196081	(6,24)
-2.44481519455851917424319736	(6,25)
-2.51650700350407283441179036	(6,26)
