H4_(sigma,mu)
-0.00128005610555552933012645621	(1,1)
-0.00128005610555623271330187942	(1,2)
-0.00128005610556097587728003633	(1,3)
-0.00128005610557624890965332288	(1,4)
-0.00128005610561133856204693698	(1,5)
-0.0012800561056778133136145985	(1,6)
-0.00128005610578887422406071754	(1,7)
-0.0012800561059586015197856153	(1,8)
-0.001280056106201131774335713	(1,9)
-0.0012800561065298039171405857	(1,10)
-0.00128005610695631398140804261	(1,11)
-0.00128005610748991840629409496	(1,12)
-0.00128005610813672384111756671	(1,13)
-0.00128005610889909783927171291	(1,14)
-0.00128005610977522972977721596	(1,15)
-0.00128005611075886453599079502	(1,16)
-0.0012800561118392253527576353	(1,17)
-0.00128005611300113142008504476	(1,18)
-0.00128005611422531059973215433	(1,19)
-0.00128005611548889644359749965	(1,20)
-0.00128005611676609191192944986	(1,21)
-0.00128005611802897441123358755	(1,22)
-0.00128005611924841050035115951	(1,23)
-0.0012800561203950436363986697	(1,24)
-0.00128005612144031491961435292	(1,25)
-0.00128005612235747509921868618	(1,26)
-0.00128005612312254619812064423	(1,27)
-0.00128005612371519300164346928	(1,28)
-0.00128005612411946825536565195	(1,29)
-0.00128005612432440057606116419	(1,30)
-0.0115152336123394970023726055	(2,1)
-0.01151523361285275891749074647	(2,2)
-0.01151523361631386732993220723	(2,3)
-0.01151523362745866876473964494	(2,4)
-0.011515233653063748131155054	(2,5)
-0.01151523370157067692110278167	(2,6)
-0.01151523378261232713552202556	(2,7)
-0.01151523390646310085648098009	(2,8)
-0.01151523408343851384411452527	(2,9)
-0.01151523432327203278716571052	(2,10)
-0.01151523463449828957651793883	(2,11)
-0.01151523502387172618540155049	(2,12)
-0.01151523549584836117072656786	(2,13)
-0.01151523605215577095634700097	(2,14)
-0.01151523669147265768900665321	(2,15)
-0.01151523740923469174474254793	(2,16)
-0.01151523819757787445915613103	(2,17)
-0.01151523904542470240407684578	(2,18)
-0.01151523993871218872034485841	(2,19)
-0.01151524086075458159637577711	(2,20)
-0.01151524179272768679124349637	(2,21)
-0.0115152427142563099708294528	(2,22)
-0.01151524360408172201835023583	(2,23)
-0.01151524444078241914382308017	(2,24)
-0.01151524520351895971017758213	(2,25)
-0.01151524587277242177445028737	(2,26)
-0.01151524643104609551931802717	(2,27)
-0.01151524686350140221272183817	(2,28)
-0.01151524715850165836749030701	(2,29)
-0.01151524730804106826026691622	(2,30)
-0.03195757280331400765761201468	(3,1)
-0.03195757281433304490187724603	(3,2)
-0.03195757288863834821021695282	(3,3)
-0.03195757312790211414721025092	(3,4)
-0.03195757367760839827854256218	(3,5)
-0.03195757471898617657800632383	(3,6)
-0.03195757645883983506742000268	(3,7)
-0.03195757911774616345422415692	(3,8)
-0.03195758291716398337099401522	(3,9)
-0.03195758806605540210728570288	(3,10)
-0.03195759474764397630677851536	(3,11)
-0.03195760310693358935744295479	(3,12)
-0.03195761323958260224648859402	(3,13)
-0.03195762518267206127835096971	(3,14)
-0.03195763890782683517737284478	(3,15)
-0.03195765431704796985493358709	(3,16)
-0.03195767124149766507120833511	(3,17)
-0.03195768944335018818406301278	(3,18)
-0.03195770862068833910851955136	(3,19)
-0.03195772841529161336373800521	(3,20)
-0.03195774842303481892606101024	(3,21)
-0.03195776820650016986760262783	(3,22)
-0.03195778730930688300591981104	(3,23)
-0.03195780527158439334144555186	(3,24)
-0.03195782164596191266055876986	(3,25)
-0.03195783601342054864720032544	(3,26)
-0.03195784799835577415235376429	(3,27)
-0.03195785728222766096884353172	(3,28)
-0.03195786361523272247508689868	(3,29)
-0.03195786682551203258142258767	(3,30)
-0.0625530864692920277646235081	(4,1)
-0.06255308655240151454883246725	(4,2)
-0.06255308711283845329534646469	(4,3)
-0.06255308891745046366029152641	(4,4)
-0.06255309306352906914316524731	(4,5)
-0.06255310091796453477670565558	(4,6)
-0.06255311404054094392376709102	(4,7)
-0.06255313409490913594012488844	(4,8)
-0.06255316275135669449046759483	(4,9)
-0.06255320158589339139742147943	(4,10)
-0.06255325198036935438241000129	(4,11)
-0.0625533150283325030348575941	(4,12)
-0.06255339145111144673975560469	(4,13)
-0.06255348152818925166901335156	(4,14)
-0.06255358504533030669778577496	(4,15)
-0.06255370126316307990184219103	(4,16)
-0.06255382890803893630932316388	(4,17)
-0.06255396618601995814484829933	(4,18)
-0.0625541108198392369090859456	(4,19)
-0.06255426010766967100756785164	(4,20)
-0.06255441100157612812859693023	(4,21)
-0.06255456020265312624276860474	(4,22)
-0.06255470426910427407446103383	(4,23)
-0.06255483973293334168238516271	(4,24)
-0.06255496322051575117056404274	(4,25)
-0.06255507157212111763360664659	(4,26)
-0.06255516195547100009666455789	(4,27)
-0.06255523196864079538232163506	(4,28)
-0.06255527972804111458625992705	(4,29)
-0.0625553039378236951494294945	(4,30)
-0.10323203419460762040289765623	(5,1)
-0.10323203457032184729045436457	(5,2)
-0.10323203710389689070899662252	(5,3)
-0.1032320452620300766924223686	(5,4)
-0.10323206400525413267381254729	(5,5)
-0.10323209951285853955709827353	(5,6)
-0.10323215883609870133997124661	(5,7)
-0.10323224949568224771440278507	(5,8)
-0.10323237904215497153991059217	(5,9)
-0.10323255459961908453471454732	(5,10)
-0.10323278241412117151916392777	(5,11)
-0.10323306742800335778296800664	(5,12)
-0.10323341290051732150528584619	(5,13)
-0.10323382009309747035378833303	(5,14)
-0.10323428803495801592076072562	(5,15)
-0.10323481338123720208502454961	(5,16)
-0.10323539037191106032829160976	(5,17)
-0.10323601089531469277250871071	(5,18)
-0.10323666465553463789030476122	(5,19)
-0.10323733943837347084675283201	(5,20)
-0.10323802146623902302023425338	(5,21)
-0.10323869582836736294617894331	(5,22)
-0.10323934696942448105457889738	(5,23)
-0.10323995921689387974674754956	(5,24)
-0.10324051732586088210248463774	(5,25)
-0.10324100701892697138249931392	(5,26)
-0.1032414154990659682092805852	(5,27)
-0.103241731914263809113954119	(5,28)
-0.1032419477547195516191448745	(5,29)
-0.1032420571661427716940349754	(5,30)
-0.1539356967195191682542617105	(6,1)
-0.1539356979700526328662044611	(6,2)
-0.1539357064028451168477625602	(6,3)
-0.1539357335565001801434145308	(6,4)
-0.1539357959416844740584053014	(6,5)
-0.1539359141254580066403391504	(6,6)
-0.1539361115768250256030168116	(6,7)
-0.1539364133267044102915399971	(6,8)
-0.1539368445043081282079870059	(6,9)
-0.1539374288179751075795354196	(6,10)
-0.1539381870515543787172150663	(6,11)
-0.1539391356473139383429268765	(6,12)
-0.153940285443057727740591041	(6,13)
-0.1539416406247915153503889599	(6,14)
-0.1539431979471568587587333165	(6,15)
-0.1539449462623463060897535265	(6,16)
-0.1539468663848293680116292242	(6,17)
-0.153948931304552592340503042	(6,18)
-0.1539511067459838090296180777	(6,19)
-0.1539533520551350718467517095	(6,20)
-0.1539556213822022976336516179	(6,21)
-0.1539578651143474438182011407	(6,22)
-0.153960031502000440764387911	(6,23)
-0.153962068413359672318280748	(6,24)
-0.1539639251458946619284821978	(6,25)
-0.1539655542208473793113429934	(6,26)
-0.1539669130870970661961769706	(6,27)
-0.1539679656642670380251714191	(6,28)
-0.1539686836614458721320969406	(6,29)
-0.153969047617080941201517966	(6,30)
-0.2146654619706772257228661011	(7,1)
-0.2146654653586179716227017427	(7,2)
-0.2146654882047057644121537425	(7,3)
-0.2146655617692425908702040942	(7,4)
-0.2146657307826342547945883788	(7,5)
-0.214666050964249349957654532	(7,6)
-0.2146665858939750909064124673	(7,7)
-0.2146674033805071503825729284	(7,8)
-0.2146685714943352887880081386	(7,9)
-0.214670154449949949498183077	(7,10)
-0.2146722085302042397142309917	(7,11)
-0.2146747782455737951843396259	(7,12)
-0.2146778929121943709700870822	(7,13)
-0.2146815638153471332967500737	(7,14)
-0.2146857821002178509411765664	(7,15)
-0.2146905175003574058271357599	(7,16)
-0.2146957179777163813670123817	(7,17)
-0.214701310308070136933669683	(7,18)
-0.2147072016039204827163846951	(7,19)
-0.2147132817254642590724552821	(7,20)
-0.2147194264908489367440678708	(7,21)
-0.2147255015614683625790787202	(7,22)
-0.214731366848064027960087703	(7,23)
-0.2147368812601893269097361756	(7,24)
-0.2147419076061356631441518343	(7,25)
-0.2147463174433132548533794745	(7,26)
-0.2147499956805491967133503628	(7,27)
-0.2147528447436593930119969098	(7,28)
-0.2147547881334660663871082468	(7,29)
-0.214755773230349297071116968	(7,30)
-0.28555435067324957913832543	(8,1)
-0.2855543585723716567183380788	(8,2)
-0.2855544118389465991742915132	(8,3)
-0.2855545833575020160944642436	(8,4)
-0.2855549774180008940407447282	(8,5)
-0.2855557239295382038707619204	(8,6)
-0.2855569711234330469396462347	(8,7)
-0.2855588770812374286822705595	(8,8)
-0.2855616004793498343912634398	(8,9)
-0.285565290981054312288212196	(8,10)
-0.2855700797269498416202723055	(8,11)
-0.2855760703747226563744360691	(8,12)
-0.2855833311187627669845751825	(8,13)
-0.2855918880798985761782428156	(8,14)
-0.2856017203971438188418617351	(8,15)
-0.285612757279359427110518733	(8,16)
-0.2856248771884821688529339589	(8,17)
-0.2856379092314647556554874214	(8,18)
-0.2856516367397494492772162915	(8,19)
-0.2856658029175923414274972203	(8,20)
-0.2856801183484339832837338831	(8,21)
-0.2856942700660183237292870299	(8,22)
-0.2857079318277934812591457747	(8,23)
-0.2857207751752542499054037231	(8,24)
-0.285732480831424415125000544	(8,25)
-0.2857427499708283747154882412	(8,26)
-0.2857513149023488527118005416	(8,27)
-0.2857579487297231712779237067	(8,28)
-0.285762473596725574893381714	(8,29)
-0.285764767182281214602420955	(8,30)
-0.3669546459546610424353751489	(9,1)
-0.3669546623441827616153310776	(9,2)
-0.366954772864495333617260377	(9,3)
-0.366955128739915469965101533	(9,4)
-0.3669559463545464941369023349	(9,5)
-0.3669574952424748138313574589	(9,6)
-0.3669600829397013109627239697	(9,7)
-0.3669640373930852059398679169	(9,8)
-0.3669696877392218701502971654	(9,9)
-0.3669773443488438597347142674	(9,10)
-0.3669872790756703368356213578	(9,11)
-0.366999706649851299996779586	(9,12)
-0.3670147681143252449218467687	(9,13)
-0.3670325171186478680306716734	(9,14)
-0.367052909762411193094512155	(9,15)
-0.3670757985246002229991205389	(9,16)
-0.3671009306333462244992170064	(9,17)
-0.3671279510312569961511076849	(9,18)
-0.3671564098845644704201531028	(9,19)
-0.3671857743798686993922885218	(9,20)
-0.3672154443601935333205876298	(9,21)
-0.3672447711814926603189781087	(9,22)
-0.3672730790293881265864095944	(9,23)
-0.3672996878297640554380821685	(9,24)
-0.3673239368198550460292038923	(9,25)
-0.3673452078205665274849514314	(9,26)
-0.3673629472658517381446645083	(9,27)
-0.3673766860991615478423702415	(9,28)
-0.36738605673688518057029778	(9,29)
-0.367390806419733140808881084	(9,30)
-0.4595281455539991660155203007	(10,1)
-0.4595281764635637774704375871	(10,2)
-0.4595283848975585158142448312	(10,3)
-0.4595290560541386316209972417	(10,4)
-0.4595305980138784936836435229	(10,5)
-0.459533519080024922602132904	(10,6)
-0.4595383991903651171418926398	(10,7)
-0.4595458567097890782472943863	(10,8)
-0.4595565121372244972369533319	(10,9)
-0.4595709504201660817314137433	(10,10)
-0.4595896836555508973019567743	(10,11)
-0.4596131159611086717965798707	(10,12)
-0.4596415122239209768271795017	(10,13)
-0.4596749722742162377912301459	(10,14)
-0.459713411798272126280683175	(10,15)
-0.4597565510049519834054188888	(10,16)
-0.4598039117101322259376088262	(10,17)
-0.4598548231195802722436918766	(10,18)
-0.4599084361933429034051268102	(10,19)
-0.4599637460838261715982914879	(10,20)
-0.460019621775292185758322586	(10,21)
-0.4600748417322958459123119328	(10,22)
-0.4601281341033574961488799114	(10,23)
-0.4601782198347200150834282975	(10,24)
-0.4602238569338462255722984204	(10,25)
-0.4602638840855151768954897943	(10,26)
-0.4602972618631367748033420816	(10,27)
-0.4603231098890390900815175166	(10,28)
-0.460340738472246160505609742	(10,29)
-0.46034967348116742782782841	(10,30)
-0.5643164249976924207403154485	(11,1)
-0.5643164787249539534767200943	(11,2)
-0.5643168410264843953253610564	(11,3)
-0.5643180076338931719727145721	(11,4)
-0.5643206878638283882790656553	(11,5)
-0.5643257652086831182890122398	(11,6)
-0.5643342476010827129780096051	(11,7)
-0.5643472096228769731623285718	(11,8)
-0.5643657293257256032505418843	(11,9)
-0.5643908226156381158220516763	(11,10)
-0.5644233783108037071784708432	(11,11)
-0.5644640969981053909849098661	(11,12)
-0.5645134366824225978768727798	(11,13)
-0.5645715679453172049289065804	(11,14)
-0.56463834091555925820559403	(11,15)
-0.5647132658214199195171266477	(11,16)
-0.5647955082699735403064451163	(11,17)
-0.5648838997145154636456324147	(11,18)
-0.5649769628645305620705951123	(11,19)
-0.5650729511017800809936572776	(11,20)
-0.5651699003278126866569202805	(11,21)
-0.5652656911150196615669081537	(11,22)
-0.5653581185910988426182297641	(11,23)
-0.5654449671731911156850370233	(11,24)
-0.5655240870919913689153195215	(11,25)
-0.5655934696083588525661702063	(11,26)
-0.565651317918551741825969522	(11,27)
-0.565696110956661073946286543	(11,28)
-0.565726657617774034045096487	(11,29)
-0.56574213932455077583500282	(11,30)
-0.6827579504408339493794021497	(12,1)
-0.6827580373334210728147603962	(12,2)
-0.6827586232798960784926410448	(12,3)
-0.6827605100179352242965337492	(12,4)
-0.6827648446941147597811790529	(12,5)
-0.6827730560843252555122729442	(12,6)
-0.6827867740713388169636846486	(12,7)
-0.6828077360426215051889230135	(12,8)
-0.68283768452431470660823536	(12,9)
-0.6828782608443970539447459408	(12,10)
-0.6829308998883251939986954067	(12,11)
-0.682996731049672315693326721	(12,12)
-0.683076490272311100398796268	(12,13)
-0.683170447628561514288597766	(12,14)
-0.683278354193770382740702947	(12,15)
-0.683399411092334293117865658	(12,16)
-0.68353226254852234713938269	(12,17)
-0.683675013635066815999207961	(12,18)
-0.683825272238626625930964514	(12,19)
-0.683980213621513691844797915	(12,20)
-0.684136664917698183997681428	(12,21)
-0.684291206013444314152573405	(12,22)
-0.684440282571231031025975245	(12,23)
-0.68458032648638033810029312	(12,24)
-0.684707878829041603901127448	(12,25)
-0.684819710314470178444623276	(12,26)
-0.684912934543791630771262309	(12,27)
-0.684985109638556305507704664	(12,28)
-0.6850343244233567663296861	(12,29)
-0.68505926595854112620421944	(12,30)
-0.81661259350517601943068212	(13,1)
-0.816612725147255442108075971	(13,2)
-0.816613612854281114412583395	(13,3)
-0.816616471249217264899589481	(13,4)
-0.816623038212121514935709213	(13,5)
-0.816635478175446520425509386	(13,6)
-0.816656259976952746537033513	(13,7)
-0.816688014802870393430224645	(13,8)
-0.81673338076446528460534215	(13,9)
-0.816794841402572486541677904	(13,10)
-0.816874565854020822178325493	(13,11)
-0.816974258497376122320102313	(13,12)
-0.817095025594883599041687033	(13,13)
-0.817237265756350777467260377	(13,14)
-0.817400589988550506359814081	(13,15)
-0.817583775708033181035707749	(13,16)
-0.817784757459957036310898356	(13,17)
-0.818000655296129945285601826	(13,18)
-0.818227839930944954000756102	(13,19)
-0.818462032026955936888690291	(13,20)
-0.818698431368171021051967653	(13,21)
-0.818931870347686334577785528	(13,22)
-0.819156985191695999816342642	(13,23)
-0.819368397700232454433981668	(13,24)
-0.819560900012985308297223169	(13,25)
-0.819729634986617790566359496	(13,26)
-0.819870265157930554165735759	(13,27)
-0.819979123911708721009355062	(13,28)
-0.820053343314770574276646438	(13,29)
-0.82009095406248843752492995	(13,30)
-0.96776209923955409240588586	(14,1)
-0.967762287030195520559580234	(14,2)
-0.967763553364921774276036952	(14,3)
-0.967767630919655894494946908	(14,4)
-0.967776998746899146452078933	(14,5)
-0.967794744189861679810413416	(14,6)
-0.967824388371154501688857855	(14,7)
-0.967869683119662069467370255	(14,8)
-0.967934388677408315824770378	(14,9)
-0.968022042648987769191845029	(14,10)
-0.968135731333864207580523854	(14,11)
-0.968277874741996535129174343	(14,12)
-0.96845003618397723925459673	(14,13)
-0.968652766330145025520444561	(14,14)
-0.968885490073261618551073487	(14,15)
-0.969146442476815011752993407	(14,16)
-0.969432657660496398703404245	(14,17)
-0.969740011816536723178103701	(14,18)
-0.970063318838390068783631675	(14,19)
-0.970396474454887554996502768	(14,20)
-0.970732642463495002439550477	(14,21)
-0.971064474780950839710681281	(14,22)
-0.971384355671313175579254508	(14,23)
-0.971684659714381059382618494	(14,24)
-0.971958012836754031277860981	(14,25)
-0.972197545995990594290907727	(14,26)
-0.9723971318064441794284347	(14,27)
-0.972551595426882956121234043	(14,28)
-0.972656892295369535955746121	(14,29)
-0.9727102467062171655089167	(14,30)
-1.13788492606231093050676228	(15,1)
-1.137885179383002658678736421	(15,2)
-1.137886887606975018630949252	(15,3)
