ldd222_(sigma,mu)
-0.00011420543711869755212191411	(1,1)
-0.00102597161707082371123654931	(1,2)
-0.00283951447591337886089698845	(1,3)
-0.00553496445860422078301738134	(1,4)
-0.00908278965115568581324502824	(1,5)
-0.01344411933850618948616176436	(1,6)
-0.01857116988025445681321021321	(1,7)
-0.02440776823826547127333977475	(1,8)
-0.03088996742026277104772395871	(1,9)
-0.03794674709647168266783128455	(1,10)
-0.04550079171320585814906988108	(1,11)
-0.0534693375782189577893248529	(1,12)
-0.0617650796369768756978519571	(1,13)
-0.0702971280050225123098545685	(1,14)
-0.0789720037764696463082497771	(1,15)
-0.0876946631983472803319937931	(1,16)
-0.096369538989735302227731922	(1,17)
-0.1049015873967912009206072707	(1,18)
-0.1131973295119238172091248707	(1,19)
-0.1211658754482122038274481793	(1,20)
-0.1287199201480071798301116027	(1,21)
-0.135776699915432247352485103	(1,22)
-0.142258899192814472922056791	(1,23)
-0.148095497646210403478829315	(1,24)
-0.153222548279174799289476075	(1,25)
-0.157583878049586063085961601	(1,26)
-0.16113170331341276870236821	(1,27)
-0.16382715335247826464013516	(1,28)
-0.1656406962503310472048689	(1,29)
-0.1665524624502240422881	(1,30)
-0.00011420543700033022533876399	(2,1)
-0.00102597161603002644638193257	(2,2)
-0.00283951447345392800922241527	(2,3)
-0.00553496445645317031107143548	(2,4)
-0.00908278965759060459151074314	(2,5)
-0.01344411937597299935135703429	(2,6)
-0.01857116999649613031996017197	(2,7)
-0.02440776852056327543730092778	(2,8)
-0.03088996801176800555228136273	(2,9)
-0.03794674821305277807543395463	(2,10)
-0.0455007936588236043127265995	(2,11)
-0.0534693407566287671124577832	(2,12)
-0.061765084557579147604561776	(2,13)
-0.0702971352809542564826041179	(2,14)
-0.0789720141135404718690913342	(2,15)
-0.0876946773741331512747477719	(2,16)
-0.0963695578229942510688542598	(2,17)
-0.1049016117082797256198153519	(2,18)
-0.1131973600785845028414634038	(2,19)
-0.121165912953484363031654449	(2,20)
-0.1287199651316023638771550587	(2,21)
-0.135776752726249985079515618	(2,22)
-0.142258959948707175447459817	(2,23)
-0.148095566204023338729256429	(2,24)
-0.153222624217899587275465563	(2,25)
-0.157583960668614819114285862	(2,26)
-0.16113179164683048590789737	(2,27)
-0.16382724619916837963853513	(2,28)
-0.1656407922184903436620468	(2,29)
-0.16655256001378819051502	(2,30)
-0.0001142054340941296080907597	(3,1)
-0.0010259715900758045897346286	(3,2)
-0.0028395144044927317333846348	(3,3)
-0.005534964340047344055185899	(3,4)
-0.00908278953450013810557053127	(3,5)
-0.01344411938425794074598111121	(3,6)
-0.01857117044754473386555214832	(3,7)
-0.02440776999632888795759983846	(3,8)
-0.03088997147624585277177125917	(3,9)
-0.0379467551272576366494442079	(3,10)
-0.04550080608572026129116940053	(3,11)
-0.0534693614410093599808520074	(3,12)
-0.0617651169660325821318558479	(3,13)
-0.0702971835889276807333361209	(3,14)
-0.078972083129968977363200167	(3,15)
-0.0876947723989557920129792857	(3,16)
-0.0963696844386742342584402546	(3,17)
-0.1049017755126810695468940402	(3,18)
-0.1131975663726372679736566477	(3,19)
-0.1211661664023969269552074008	(3,20)
-0.1287202694224024547599076495	(3,21)
-0.135777110246710694228522658	(3,22)
-0.142259371512944139904493886	(3,23)
-0.14809603084812078352758501	(3,24)
-0.153223139084918915402228105	(3,25)
-0.157584520996536223019077515	(3,26)
-0.16113239086582315395315154	(3,27)
-0.16382787613665842809524175	(3,28)
-0.1656414434024587688011425	(3,29)
-0.16655322205726628282606	(3,30)
-0.00011420540912392099150038324	(4,1)
-0.0010259713662599688525461922	(4,2)
-0.00283951379448800653147913276	(4,3)
-0.00553496321021151151181251566	(4,4)
-0.00908278790374301311313540108	(4,5)
-0.01344411759656379717853145731	(4,6)
-0.01857116942308262689114184835	(4,7)
-0.02440777155220864961796907652	(4,8)
-0.0308899786940036334140639756	(4,9)
-0.03794677273176424544276265389	(4,10)
-0.0455008407909735397966000895	(4,11)
-0.0534694222134803227420928194	(4,12)
-0.0617652151567304634299615259	(4,13)
-0.0702973328914427251877634176	(4,14)
-0.078972299333173819937358029	(4,15)
-0.0876950729189571383452415438	(4,16)
-0.0963700876336669774572538188	(4,17)
-0.1049022998048488892225464157	(4,18)
-0.1131982292212314243862181121	(4,19)
-0.1211669831896407812733652056	(4,20)
-0.1287212523271061913836687009	(4,21)
-0.135778267187972735366061354	(4,22)
-0.142260705247088280316606132	(4,23)
-0.148097538295693781024026811	(4,24)
-0.153224810951421993317646056	(4,25)
-0.157586341731491527278673435	(4,26)
-0.16113433898125250484228419	(4,27)
-0.16382992487998395722541907	(4,28)
-0.1656435617523982810125755	(4,29)
-0.16655537598673652462916	(4,30)
-0.00011420528126440860399588077	(5,1)
-0.00102597021882770747478552689	(5,2)
-0.00283951064124024641090530083	(5,3)
-0.00553495720445431255967961381	(5,4)
-0.00908277857906269120671504378	(5,5)
-0.01344410528245788767441876292	(5,6)
-0.01857115584711892346804746167	(5,7)
-0.02440776060741215673254309021	(5,8)
-0.030889977316970960923680873	(5,9)
-0.03794679180756758905368348883	(5,10)
-0.04550089597898242956036734054	(5,11)
-0.0534695345768416171791771142	(5,12)
-0.061765411479414269719127605	(5,13)
-0.0702976455812234797420006362	(5,14)
-0.0789727658360326828865792699	(5,15)
-0.0876957346081752333644338434	(5,16)
-0.0963709881821546925388784421	(5,17)
-0.1049034830979510185359238315	(5,18)
-0.1131997369147692084934308713	(5,19)
-0.1211688520596279994941734522	(5,20)
-0.1287235115891112424340233555	(5,21)
-0.135780935981999676363091809	(5,22)
-0.142263790485786882324631153	(5,23)
