luu132_(sigma,mu)
-0.00010672629572652122704290721	(1,1)
-0.00095878228719161105008471912	(1,2)
-0.00265355896635811762179473406	(1,3)
-0.00517248800518406148375020335	(1,4)
-0.00848797148973247618512032203	(1,5)
-0.01256368428855434592895757754	(1,6)
-0.01735497203828048240359941636	(1,7)
-0.02280934038603261615065451447	(1,8)
-0.02886703012843555914167740809	(1,9)
-0.03546167194590872939661966084	(1,10)
-0.04252101355884773569290349762	(1,11)
-0.04996771133883012750315024723	(1,12)
-0.0577201777017880236401293217	(1,13)
-0.0656934749989221940399848986	(1,14)
-0.0738002461116843180731933468	(1,15)
-0.081951671555009130137086141	(1,16)
-0.0900584426025427966736501673	(1,17)
-0.0980317397720708469627341969	(1,18)
-0.10578420595062195701968895	(1,19)
-0.1132309034974563542136322521	(1,20)
-0.1202902448386958393067649937	(1,21)
-0.1268848863577925309642523426	(1,22)
-0.1329425757881825193748585927	(1,23)
-0.138396943823921685003357874	(1,24)
-0.143188231275271304606993735	(1,25)
-0.147263943802393596756559713	(1,26)
-0.150579427053793952083472348	(1,27)
-0.15309835590821304793748834	(1,28)
-0.1547931324597733860086508	(1,29)
-0.155645188386009991850445	(1,30)
-0.00010732143348218673533820779	(2,1)
-0.00096412874400211157117561406	(2,2)
-0.00266835600346303844148923996	(2,3)
-0.00520133133402184691309733954	(2,4)
-0.00853530290606074891025308809	(2,5)
-0.01263374298183689040895459218	(2,6)
-0.01745174810880586632789395889	(2,7)
-0.02293653107995020938416195577	(2,8)
-0.02902799927305715185257742423	(2,9)
-0.03565941303430600953185763423	(2,10)
-0.04275811689413107770985182151	(2,11)
-0.05024633560477234698209470623	(2,12)
-0.0580420262780203132351164932	(2,13)
-0.0660597772862625038997732531	(2,14)
-0.0742117440768679207474748873	(2,15)
-0.0824086116448988148538374182	(2,16)
-0.0905605731166219237985663089	(2,17)
-0.0985783137195596146996386164	(2,18)
-0.106373989355841596317099571	(2,19)
-0.1138621890550416469788588672	(2,20)
-0.1209608707598400925483024272	(2,21)
-0.1275922601907566983550326372	(2,22)
-0.1336837029415772142375049481	(2,23)
-0.139168460470430670163506709	(2,24)
-0.143986441267054783840335455	(2,25)
-0.148084859187785722970923218	(2,26)
-0.151418811748362069806119223	(2,27)
-0.15395177204193448957969164	(2,28)
-0.1556559888960749731682689	(2,29)
-0.156512790887703863919218	(2,30)
-0.00010856052254624027982867956	(3,1)
-0.00097526017683294642410278735	(3,2)
-0.00269916373178629970284909776	(3,3)
-0.00526138368179818155984546074	(3,4)
-0.00863384763819262914989409514	(3,5)
-0.01277960580860317841102484884	(3,6)
-0.01765323573113102979518463019	(3,7)
-0.02320133984404333117207569746	(3,8)
-0.02936313045489350465400488877	(3,9)
-0.03607109571383036691763946564	(3,10)
-0.04325173930514084667289851326	(3,11)
-0.05082638575880208282248278871	(3,12)
-0.0587120425593519330461886246	(3,13)
-0.0668223096012149457005926273	(3,14)
-0.0750683260152313005552774609	(3,15)
-0.0833597439768693514644938441	(3,16)
-0.0916057188075215169649167328	(3,17)
-0.0997159045000656109472019062	(3,18)
-0.1076014437407282942418035729	(3,19)
-0.1151759415619048242596812793	(3,20)
-0.1223564119441271841787665086	(3,21)
-0.1290641869874767929197945717	(3,22)
-0.1352257786895989098781989566	(3,23)
-0.140773683893916862535828988	(3,24)
-0.145647123601235464214226349	(3,25)
-0.149792708563114832468711383	(3,26)
-0.153165023887664147343209499	(3,27)
-0.15572712627840048206556274	(3,28)
-0.1574509484845128286623771	(3,29)
-0.158317606555696915051684	(3,30)
-0.00011053738978228235032995085	(4,1)
-0.00099301948436086359712142403	(4,2)
-0.00274831497257085381111881035	(4,3)
-0.00535719224450601226140488248	(4,4)
-0.00879106722624834617831888599	(4,5)
-0.01301231620995788910854714839	(4,6)
-0.01797468769310124867476434318	(4,7)
-0.02362380877380239442153820615	(4,8)
-0.02989778061429509033967042779	(4,9)
