b^2^1_2_(sigma,mu)
0.001408069082683886447983371	(1,1)
0.001408067335835075765559229	(1,2)
0.001408055556209625827510489	(1,3)
0.001408017625705497516671364	(1,4)
0.001407930480718655202866524	(1,5)
0.001407765390985425766463991	(1,6)
0.001407489571735909157474219	(1,7)
0.001407068054793652661343789	(1,8)
0.001406465732044009014591721	(1,9)
0.00140564947631727625333187	(1,10)
0.00140459024056818169628231	(1,11)
0.001403265036471086844547025	(1,12)
0.001401658698187842165515612	(1,13)
0.001399765345906753484713422	(1,14)
0.001397589476416213192101688	(1,15)
0.001395146623916674387009539	(1,16)
0.001392463552797094262446468	(1,17)
0.001389577964400080558578046	(1,18)
0.001386537720988347181441523	(1,19)
0.001383399611278272708510363	(1,20)
0.001380227702099293293498906	(1,21)
0.001377091339086303294472388	(1,22)
0.00137406287501141942153175	(1,23)
0.001371215216721309533536926	(1,24)
0.001368619290121606210817331	(1,25)
0.001366341526864300115705184	(1,26)
0.00136444147615631067170431	(1,27)
0.00136296964042025359011897	(1,28)
0.00136196562459805172203871	(1,29)
0.0013614566760759631746262	(1,30)
0.012479502512483359771353911	(2,1)
0.012479486778348983918811816	(2,2)
0.012479380677461152260239579	(2,3)
0.012479039031609967578934968	(2,4)
0.012478254103387094458975586	(2,5)
0.012476767114914863361863231	(2,6)
0.012474282768759387318811764	(2,7)
0.012470486101212763379402795	(2,8)
0.0124650608881268347512972	(2,9)
0.012457708748034026348328285	(2,10)
0.01244816804978000411952273	(2,11)
0.012436231734034813850797577	(2,12)
0.012421763199820235580527598	(2,13)
0.012404709486828156129228898	(2,14)
0.012385111098381308239829122	(2,15)
0.012363107953463092383266444	(2,16)
0.012338941123078014149306976	(2,17)
0.012312950189032749463802615	(2,18)
0.012285566254075055425654287	(2,19)
0.012257300822857959200126369	(2,20)
0.012228730955077632038366731	(2,21)
0.012200481257400520535103977	(2,22)
0.012173203422200029003893742	(2,23)
0.012147554132449707072679251	(2,24)
0.012124172228457934422414398	(2,25)
0.012103656070088117247361781	(2,26)
0.0120865420259669661900892	(2,27)
0.01207328497896492625438362	(2,28)
0.01206424165670530496377476	(2,29)
0.0120596574804583202930672	(2,30)
0.033624404272694480960295657	(3,1)
0.033624360511528153061454399	(3,2)
0.033624065414354193436615779	(3,3)
0.033623115198702201116997832	(3,4)
0.03362093208696748406462427	(3,5)
0.033616796343410176440339205	(3,6)
0.033609886661182936970966728	(3,7)
0.033599327036458361918883108	(3,8)
0.033584237960753684088225016	(3,9)
0.03356378955267775084052392	(3,10)
0.033537254145962717198708575	(3,11)
0.033504055856572329532537763	(3,12)
0.03346381476784246747957094	(3,13)
0.033416383594109611009721661	(3,14)
0.033361875000591541804218603	(3,15)
0.033300678156658944669867196	(3,16)
0.033233463563717440589304767	(3,17)
0.033161175707489483250898909	(3,18)
0.033085013615352496801553422	(3,19)
0.033006399929357865463795698	(3,20)
0.032926939611440468643186172	(3,21)
0.032848369856972096131418141	(3,22)
0.032772503186052084254922733	(3,23)
0.032701165991481287095227899	(3,24)
0.032636135034582383973279895	(3,25)
0.03257907448549395475642352	(3,26)
0.0325314760985051620461216	(3,27)
0.03249460499549258803607033	(3,28)
0.03246945330650095831021687	(3,29)
0.0324567035955405879381962	(3,30)
0.062990116546143336317727547	(4,1)
0.062990030682771138957477545	(4,2)
0.06298945167539124130231347	(4,3)
0.062987587266289531754593601	(4,4)
0.062983303803851224301101698	(4,5)
0.062975189102728462653866366	(4,6)
0.062961631688179127053967165	(4,7)
0.062940912769487444448211733	(4,8)
0.062911306686846636703772559	(4,9)
0.062871185164051501636079984	(4,10)
0.062819120494325613992707986	(4,11)
0.062753982798035659554186267	(4,12)
0.062675026718868260296681059	(4,13)
0.062581963359694866657625633	(4,14)
0.062475013882152752215710995	(4,15)
0.062354941977948570053288127	(4,16)
0.062223063330942583959400217	(4,17)
0.062081231187459583034169993	(4,18)
0.06193179819436942631802527	(4,19)
0.061777555704687018103891545	(4,20)
0.061621652743193850508183074	(4,21)
0.061467497726356184777347402	(4,22)
0.061318646802036296453065183	(4,23)
0.061178683281279497290677711	(4,24)
0.061051093050098021244734053	(4,25)
0.060939141055284220312685016	(4,26)
0.06084575394561895052628869	(4,27)
0.06077341371866676356645157	(4,28)
0.0607240667834355746473018	(4,29)
0.0606990522193546068588718	(4,30)
0.098113755131719677870783002	(5,1)
0.098113613217046221303357724	(5,2)
0.098112656235746411019728667	(5,3)
0.0981095747473741106484684	(5,4)
0.098102495058084642052007571	(5,5)
