kuu1321_(sigma,mu)
-1.71433037731811200034e-9	(1,1)
-1.540021674242424934526e-8	(1,2)
-4.261141476758087838081e-8	(1,3)
-8.299339631065393421697e-8	(1,4)
-1.3593630876076808482403e-7	(1,5)
-2.0049576498819257370189e-7	(1,6)
-2.7530953991948083292864e-7	(1,7)
-3.5852590520922863071552e-7	(1,8)
-4.4775944938102457923551e-7	(1,9)
-5.4008841084576603129338e-7	(1,10)
-6.321039357265302905712e-7	(1,11)
-7.2001659597765454601132e-7	(1,12)
-7.9981946272981102213308e-7	(1,13)
-8.6750063563288010688156e-7	(1,14)
-9.1929204477357267668495e-7	(1,15)
-9.5193621754067043760568e-7	(1,16)
-9.6294910906869668852212e-7	(1,17)
-9.508554636744934377425e-7	(1,18)
-9.1537375386368970780188e-7	(1,19)
-8.5753056855204455695908e-7	(1,20)
-7.7968920881212186364053e-7	(1,21)
-6.8548380758669411568192e-7	(1,22)
-5.7965795778488359055715e-7	(1,23)
-4.6781492934907876910295e-7	(1,24)
-3.5609434229146862659962e-7	(1,25)
-2.5079691493143781318202e-7	(1,26)
-1.5798398300531992087029e-7	(1,27)
-8.308138912011275759242e-8	(1,28)
-3.051776973462318364453e-8	(1,29)
-3.42513897232956718025e-9	(1,30)
-1.550665826431394566903e-8	(2,1)
-1.3929981138421727553074e-7	(2,2)
-3.8543366872417759878346e-7	(2,3)
-7.5070141096829696618475e-7	(2,4)
-1.22958672739320594632508e-6	(2,5)
-1.81354733515873730776971e-6	(2,6)
-2.49026147275747263296021e-6	(2,7)
-3.24297966399502808589336e-6	(2,8)
-4.05012509726277385411529e-6	(2,9)
-4.88526950268488948753348e-6	(2,10)
-5.71757870647373729358695e-6	(2,11)
-6.51277612363782655619153e-6	(2,12)
-7.23461781122377948806427e-6	(2,13)
-7.84681486683758881364274e-6	(2,14)
-8.31528392353288752465861e-6	(2,15)
-8.61056014202379163840074e-6	(2,16)
-8.71017459471828045288761e-6	(2,17)
-8.60078318144699214017208e-6	(2,18)
-8.27983945587117379284948e-6	(2,19)
-7.75662929568021151309655e-6	(2,20)
-7.05252955161494758738725e-6	(2,21)
-6.20041213110173746853784e-6	(2,22)
-5.24318433170827039609741e-6	(2,23)
-4.23152947196509317389017e-6	(2,24)
